row_idx,tick_idx,timestamp_ms,was_skipped_day,fps,fast_ms,t_sus_ms,t_render_ms,t_ui_ms,largest_slice_job,largest_slice_stage,largest_slice_substage,largest_slice_path,largest_slice_ms,sus_sim_p95_300,sus_sim_max_300,over_1ms_count_300,j_season_refresh_ms,j_season_refresh_slices,j_season_refresh_skip,j_enum_atlas_upload_ms,j_enum_atlas_upload_slices,j_enum_atlas_upload_skip,j_ocean_currents_ms,j_ocean_currents_slices,j_ocean_currents_skip,j_refresh_climate_daily_ms,j_refresh_climate_daily_slices,j_refresh_climate_daily_skip,j_weather_refresh_ms,j_weather_refresh_slices,j_weather_refresh_skip,j_dynamic_visual_atlas_upload_ms,j_dynamic_visual_atlas_upload_slices,j_dynamic_visual_atlas_upload_skip,bd_climate_pass_a_ms,bd_climate_pass_b_ms,bd_climate_ocean_ms,bd_climate_sea_ice_ms,bd_climate_ice_bake_ms,bd_climate_transp_ms,bd_climate_total_ms,bd_climate_cells,bd_climate_partial,bd_climate_current_pass,bd_climate_progress_ratio,bd_climate_dirty_ratio,bd_climate_visited_ratio,bd_climate_pass_b_path,bd_climate_pa_pushed_cells,bd_climate_pa_total_cells,bd_climate_pa_push_ratio,bd_weather_weather_tick_ms,bd_weather_advance_ms,bd_weather_spawn_ms,bd_weather_distribute_ms,bd_weather_cyclone_ms,bd_weather_field_solve_ms,bd_weather_field_solve_total_ms,bd_weather_field_summary_ms,bd_weather_field_commit_total_ms,bd_weather_field_commit_setup_ms,bd_weather_field_commit_loop_ms,bd_weather_field_commit_dc_ms,bd_weather_field_commit_convergence_ms,bd_weather_weather_field_bake_ms,bd_weather_transp_ms,bd_weather_albedo_ms,bd_weather_veg_dyn_ms,bd_weather_cover_rebake_ms,bd_weather_veg_rebake_ms,bd_weather_feedback_ms,bd_weather_total_ms,bd_weather_fronts,bd_weather_albedo_ran,bd_weather_veg_dyn_ran,bd_weather_feedback_ran,bd_weather_begin_stage_a_ms,bd_weather_run_stage_a_slice_ms,bd_weather_stage_a_direct_ms,bd_weather_commit_stage_a_ms,bd_weather_stage_b_outer_ms,bd_weather_sync_fronts_ms,bd_weather_soak_dump_ms,bd_weather_prelude_ms,bd_weather_job_total_ms,bd_weather_job_unattributed_ms,bd_enum_atlas_axis,bd_enum_atlas_path,bd_enum_atlas_elapsed_ms,bd_enum_atlas_dirty_cells,bd_enum_atlas_dirty_pixels,bd_enum_atlas_buffer_patch_ms,bd_enum_atlas_image_ms,bd_enum_atlas_upload_ms,bd_enum_atlas_cache_valid,bd_enum_atlas_biome_pending,bd_enum_atlas_cover_pending,bd_enum_atlas_vegetation_pending,bd_sea_ice_atlas_done,bd_sea_ice_atlas_phase,bd_sea_ice_atlas_stage_name,bd_sea_ice_atlas_elapsed_ms,bd_sea_ice_atlas_reason,bd_dynamic_visual_atlas_done,bd_dynamic_visual_atlas_work_done,bd_dynamic_visual_atlas_elapsed_ms,bd_dynamic_visual_atlas_progress_ratio,bd_dynamic_visual_atlas_phase,bd_dynamic_visual_atlas_stage_name,bd_dynamic_visual_atlas_current_phase,bd_dynamic_visual_atlas_phase_cursor,bd_dynamic_visual_atlas_ticks_used,bd_dynamic_visual_atlas_total_ticks_used,bd_dynamic_visual_atlas_mask_path,bd_dynamic_visual_atlas_mask_dirty_count,bd_dynamic_visual_atlas_dirty_reason,bd_dynamic_visual_atlas_dirty_noop,bd_dynamic_visual_atlas_dirty_mask_available,bd_dynamic_visual_atlas_dirty_source,bd_dynamic_visual_atlas_max_cells_per_tick,bd_dynamic_visual_atlas_time_check_cells_per_step,bd_dynamic_visual_atlas_cpp_time_check_cells_per_step,bd_dynamic_visual_atlas_slice_budget_ms,bd_dynamic_visual_atlas_dynamic_dirty_cells,bd_dynamic_visual_atlas_dynamic_ms,bd_dynamic_visual_atlas_dynamic_prepare_ms,bd_dynamic_visual_atlas_dynamic_step_ms,bd_dynamic_visual_atlas_dynamic_finalize_ms,bd_dynamic_visual_atlas_dynamic_cells_considered,bd_dynamic_visual_atlas_dynamic_total_cells,bd_dynamic_visual_atlas_dynamic_pixels_written,bd_dynamic_visual_atlas_dynamic_cpp_calls,bd_dynamic_visual_atlas_dynamic_gd_calls,bd_dynamic_visual_atlas_dynamic_empty_calls,bd_dynamic_visual_atlas_dynamic_source,bd_dynamic_visual_atlas_dynamic_path,bd_dynamic_visual_atlas_dynamic_fallback_reason,bd_dynamic_visual_atlas_ecology_dirty_cells,bd_dynamic_visual_atlas_ecology_ms,bd_dynamic_visual_atlas_ecology_prepare_ms,bd_dynamic_visual_atlas_ecology_step_ms,bd_dynamic_visual_atlas_ecology_finalize_ms,bd_dynamic_visual_atlas_ecology_cells_considered,bd_dynamic_visual_atlas_ecology_total_cells,bd_dynamic_visual_atlas_ecology_pixels_written,bd_dynamic_visual_atlas_ecology_cpp_calls,bd_dynamic_visual_atlas_ecology_gd_calls,bd_dynamic_visual_atlas_ecology_empty_calls,bd_dynamic_visual_atlas_ecology_source,bd_dynamic_visual_atlas_ecology_path,bd_dynamic_visual_atlas_ecology_fallback_reason,bd_dynamic_visual_atlas_smooth_dirty_cells,bd_dynamic_visual_atlas_smooth_ms,bd_dynamic_visual_atlas_smooth_prepare_ms,bd_dynamic_visual_atlas_smooth_step_ms,bd_dynamic_visual_atlas_smooth_finalize_ms,bd_dynamic_visual_atlas_smooth_cells_considered,bd_dynamic_visual_atlas_smooth_pixels_written,bd_dynamic_visual_atlas_smooth_cpp_calls,bd_dynamic_visual_atlas_smooth_gd_calls,bd_dynamic_visual_atlas_smooth_empty_calls,bd_dynamic_visual_atlas_ice_dirty_cells,bd_dynamic_visual_atlas_ice_ms,bd_dynamic_visual_atlas_ice_prepare_ms,bd_dynamic_visual_atlas_ice_step_ms,bd_dynamic_visual_atlas_ice_finalize_ms,bd_dynamic_visual_atlas_ice_cells_considered,bd_dynamic_visual_atlas_ice_pixels_written,bd_dynamic_visual_atlas_ice_cpp_calls,bd_dynamic_visual_atlas_ice_gd_calls,bd_dynamic_visual_atlas_ice_empty_calls,bd_dynamic_visual_atlas_smooth_total_cells,bd_dynamic_visual_atlas_smooth_source,bd_dynamic_visual_atlas_smooth_path,bd_dynamic_visual_atlas_smooth_fallback_reason,bd_dynamic_visual_atlas_ice_total_cells,bd_dynamic_visual_atlas_ice_source,bd_dynamic_visual_atlas_ice_path,bd_dynamic_visual_atlas_ice_fallback_reason
69,1407,90271,true,60,1,0.367,0.004,0.001,,,,,0,48.882,66.63,0,,,,,,,,,,,,,,,,,,,0.205,0.809,0.721,30.495,0,0.101,33,2400,false,done,1,1,1,full,0,0,1,0.3976,0.1313,0.235,0.0313,0,0.1313,0.1313,0.235,0.002,0.001,0,0,0,0,0,0,0,0,0,0,1.62,12,false,false,false,0,0,0,0.386,0.02,0,0.005,0.008,0.443,0.024,vegetation,cached_full_update,2.947,23,5113,1.554,0.005,1.321,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,9.378,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.739,0.034,3.384,0.305,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,4.466,0.772,3.673,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
70,1408,90360,true,60,45,45.227,0.018,0,refresh_climate_daily,sea_ice,cursor_4,data_core,29.853,48.882,66.63,0,,,,,,,,,,,,,,,,,,,0.198,0.828,0.745,29.811,0,0.144,32,2400,false,done,1,1,1,full,0,0,1,0.3976,0.1313,0.235,0.0313,0,0.1313,0.1313,0.235,0.002,0.001,0,0,0,0,0,0,0,0,0,0,1.62,12,false,false,false,0,0,0,0.386,0.02,0,0.005,0.008,0.443,0.024,cover,skipped_no_dirty,1.318,0,0,1.266,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,10.867,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.739,0.034,3.384,0.305,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,7.045,0.772,5.87,0.362,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.114,3.737,4.043,0.304,2400,0,1,0,0,0,0.028,0.018,0,0.004,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
71,1409,90378,true,60,1,0.555,0.011,0,,,,,0,48.882,66.63,0,,,,,,,,,,,,,,,,,,,0.198,0.828,0.745,29.811,0,0.144,32,2400,false,done,1,1,1,full,0,0,1,0.3976,0.1313,0.235,0.0313,0,0.1313,0.1313,0.235,0.002,0.001,0,0,0,0,0,0,0,0,0,0,1.62,12,false,false,false,0,0,0,0.386,0.02,0,0.005,0.008,0.443,0.024,cover,skipped_no_dirty,1.318,0,0,1.266,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,10.867,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.739,0.034,3.384,0.305,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,7.045,0.772,5.87,0.362,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.114,3.737,4.043,0.304,2400,0,1,0,0,0,0.028,0.018,0,0.004,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
72,1410,90462,true,60,47,47.145,0.016,0,refresh_climate_daily,sea_ice,cursor_4,data_core,31.233,48.843,66.63,0,,,,,,,,,,,,,,,,,,,0.297,0.942,0.778,31.186,0,0.128,34,2400,false,done,1,1,1,full,0,0,1,0.3976,0.1313,0.235,0.0313,0,0.1313,0.1313,0.235,0.002,0.001,0,0,0,0,0,0,0,0,0,0,1.62,12,false,false,false,0,0,0,0.386,0.02,0,0.005,0.008,0.443,0.024,cover,skipped_no_dirty,1.318,0,0,1.266,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.371,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.92,0.038,3.487,0.376,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.257,0.792,2.446,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
73,1411,90478,true,60,0,0.4,0.005,0.001,,,,,0,48.843,66.63,0,,,,,,,,,,,,,,,,,,,0.297,0.942,0.778,31.186,0,0.128,34,2400,false,done,1,1,1,full,0,0,1,0.3976,0.1313,0.235,0.0313,0,0.1313,0.1313,0.235,0.002,0.001,0,0,0,0,0,0,0,0,0,0,1.62,12,false,false,false,0,0,0,0.386,0.02,0,0.005,0.008,0.443,0.024,cover,skipped_no_dirty,1.318,0,0,1.266,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.371,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.92,0.038,3.487,0.376,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.257,0.792,2.446,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
74,1412,90561,true,60,46,45.229,0.016,0,refresh_climate_daily,sea_ice,cursor_4,data_core,31.272,48.843,66.63,0,,,,,,,,,,,,,,,,,,,0.2,0.795,0.739,31.236,0,0.095,33,2400,false,done,1,1,1,full,0,0,1,0.3976,0.1313,0.235,0.0313,0,0.1313,0.1313,0.235,0.002,0.001,0,0,0,0,0,0,0,0,0,0,1.62,12,false,false,false,0,0,0,0.386,0.02,0,0.005,0.008,0.443,0.024,cover,skipped_no_dirty,1.318,0,0,1.266,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,10.188,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.92,0.038,3.487,0.376,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.226,0.792,4.043,0.356,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.048,3.516,4.136,0.371,2400,0,1,0,0,0,0.03,0.021,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
75,1413,90574,true,60,0,0.406,0.005,0.001,,,,,0,48.843,66.63,0,,,,,,,,,,,,,,,,,,,0.2,0.795,0.739,31.236,0,0.095,33,2400,false,done,1,1,1,full,0,0,1,0.3976,0.1313,0.235,0.0313,0,0.1313,0.1313,0.235,0.002,0.001,0,0,0,0,0,0,0,0,0,0,1.62,12,false,false,false,0,0,0,0.386,0.02,0,0.005,0.008,0.443,0.024,cover,skipped_no_dirty,1.318,0,0,1.266,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,10.188,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.92,0.038,3.487,0.376,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.226,0.792,4.043,0.356,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.048,3.516,4.136,0.371,2400,0,1,0,0,0,0.03,0.021,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
76,1414,90657,false,60,42,40.987,1.084,0.196,refresh_climate_daily,sea_ice,cursor_4,data_core,28.954,48.843,66.63,0,0,0,policy_gated,0,0,policy_gated,0.149,1,,30.826,6,,1.505,3,,8.039,1,,0.155,0.753,0.686,28.921,0,0.09,31,2400,false,done,1,1,1,full,0,0,1,0.4231,0.125,0.269,0.0291,0,0.125,0.125,0.269,0.003,0.001,0,0.001,0,0,0,0,0,0,0,0,1.427,12,false,false,false,0,0,0,0.417,0.02,0,0.005,0.011,0.48,0.027,cover,skipped_no_dirty,1.318,0,0,1.266,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,7.949,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.626,0.034,3.268,0.307,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.193,0.77,2.404,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
77,1415,90665,true,60,0,0.389,0.005,0,,,,,0,48.843,66.63,0,,,,,,,,,,,,,,,,,,,0.155,0.753,0.686,28.921,0,0.09,31,2400,false,done,1,1,1,full,0,0,1,0.4231,0.125,0.269,0.0291,0,0.125,0.125,0.269,0.003,0.001,0,0.001,0,0,0,0,0,0,0,0,1.427,12,false,false,false,0,0,0,0.417,0.02,0,0.005,0.011,0.48,0.027,cover,skipped_no_dirty,1.318,0,0,1.266,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,7.949,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.626,0.034,3.268,0.307,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.193,0.77,2.404,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
78,1416,90751,true,60,47,47.732,0.017,0,refresh_climate_daily,sea_ice,cursor_4,data_core,29.227,48.089,66.63,0,,,,,,,,,,,,,,,,,,,0.199,0.697,0.687,29.193,0,0.09,31,2400,false,done,1,1,1,full,0,0,1,0.4231,0.125,0.269,0.0291,0,0.125,0.125,0.269,0.003,0.001,0,0.001,0,0,0,0,0,0,0,0,1.427,12,false,false,false,0,0,0,0.417,0.02,0,0.005,0.011,0.48,0.027,cover,skipped_no_dirty,1.156,0,0,1.111,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,10.028,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.626,0.034,3.268,0.307,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,4.968,0.77,3.909,0.256,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.085,3.371,4.332,0.36,2400,0,1,0,0,0,0.031,0.02,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
79,1417,90760,true,60,0,0.378,0.005,0,,,,,0,48.089,66.63,0,,,,,,,,,,,,,,,,,,,0.199,0.697,0.687,29.193,0,0.09,31,2400,false,done,1,1,1,full,0,0,1,0.4231,0.125,0.269,0.0291,0,0.125,0.125,0.269,0.003,0.001,0,0.001,0,0,0,0,0,0,0,0,1.427,12,false,false,false,0,0,0,0.417,0.02,0,0.005,0.011,0.48,0.027,cover,skipped_no_dirty,1.156,0,0,1.111,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,10.028,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.626,0.034,3.268,0.307,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,4.968,0.77,3.909,0.256,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.085,3.371,4.332,0.36,2400,0,1,0,0,0,0.031,0.02,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
80,1418,90845,true,60,39,38.839,0.014,0,refresh_climate_daily,sea_ice,cursor_4,data_core,28.675,47.824,66.63,0,,,,,,,,,,,,,,,,,,,0.19,0.762,0.688,28.64,0,0.102,31,2400,false,done,1,1,1,full,0,0,1,0.4231,0.125,0.269,0.0291,0,0.125,0.125,0.269,0.003,0.001,0,0.001,0,0,0,0,0,0,0,0,1.427,12,false,false,false,0,0,0,0.417,0.02,0,0.005,0.011,0.48,0.027,cover,skipped_no_dirty,1.156,0,0,1.111,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,7.725,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.541,0.032,3.222,0.272,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.06,0.745,2.299,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
81,1419,90853,true,60,0,0.372,0.005,0,,,,,0,47.824,66.63,0,,,,,,,,,,,,,,,,,,,0.19,0.762,0.688,28.64,0,0.102,31,2400,false,done,1,1,1,full,0,0,1,0.4231,0.125,0.269,0.0291,0,0.125,0.125,0.269,0.003,0.001,0,0.001,0,0,0,0,0,0,0,0,1.427,12,false,false,false,0,0,0,0.417,0.02,0,0.005,0.011,0.48,0.027,cover,skipped_no_dirty,1.156,0,0,1.111,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,7.725,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.541,0.032,3.222,0.272,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.06,0.745,2.299,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
82,1420,90951,true,60,44,43.627,0.018,0,refresh_climate_daily,sea_ice,cursor_4,data_core,29.656,47.824,66.63,0,,,,,,,,,,,,,,,,,,,0.196,0.885,0.748,29.619,0,0.096,32,2400,false,done,1,1,1,full,0,0,1,0.4231,0.125,0.269,0.0291,0,0.125,0.125,0.269,0.003,0.001,0,0.001,0,0,0,0,0,0,0,0,1.427,12,false,false,false,0,0,0,0.417,0.02,0,0.005,0.011,0.48,0.027,cover,skipped_no_dirty,1.156,0,0,1.111,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,11.238,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.541,0.032,3.222,0.272,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,4.845,0.745,3.747,0.32,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,9.271,3.956,4.865,0.422,2400,0,1,0,0,0,0.031,0.021,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
83,1421,90960,true,60,0,0.396,0.005,0,,,,,0,47.824,66.63,0,,,,,,,,,,,,,,,,,,,0.196,0.885,0.748,29.619,0,0.096,32,2400,false,done,1,1,1,full,0,0,1,0.4231,0.125,0.269,0.0291,0,0.125,0.125,0.269,0.003,0.001,0,0.001,0,0,0,0,0,0,0,0,1.427,12,false,false,false,0,0,0,0.417,0.02,0,0.005,0.011,0.48,0.027,cover,skipped_no_dirty,1.156,0,0,1.111,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,11.238,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.541,0.032,3.222,0.272,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,4.845,0.745,3.747,0.32,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,9.271,3.956,4.865,0.422,2400,0,1,0,0,0,0.031,0.021,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
84,1422,91052,false,59,45,42.847,1.064,0.198,refresh_climate_daily,sea_ice,cursor_4,data_core,30.04,47.824,66.63,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,32.691,6,,1.468,3,,8.221,1,,0.203,0.82,1.29,30.002,0,0.09,32,2400,false,done,1,1,1,full,0,0,1,0.3942,0.1241,0.24,0.0301,0,0.1241,0.1241,0.24,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.4,12,false,false,false,0,0,0,0.377,0.019,0,0.003,0.009,0.428,0.02,cover,skipped_no_dirty,1.156,0,0,1.111,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.134,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.681,0.031,3.308,0.324,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.359,0.792,2.548,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
85,1423,91061,true,59,0,0.427,0.006,0,,,,,0,47.824,66.63,0,,,,,,,,,,,,,,,,,,,0.203,0.82,1.29,30.002,0,0.09,32,2400,false,done,1,1,1,full,0,0,1,0.3942,0.1241,0.24,0.0301,0,0.1241,0.1241,0.24,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.4,12,false,false,false,0,0,0,0.377,0.019,0,0.003,0.009,0.428,0.02,cover,skipped_no_dirty,1.156,0,0,1.111,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.134,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.681,0.031,3.308,0.324,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.359,0.792,2.548,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
86,1424,91142,true,59,44,43.105,0.017,0,refresh_climate_daily,sea_ice,cursor_4,data_core,28.994,47.595,66.63,0,,,,,,,,,,,,,,,,,,,0.196,0.635,0.629,28.954,0,0.103,31,2400,false,done,1,1,1,full,0,0,1,0.3942,0.1241,0.24,0.0301,0,0.1241,0.1241,0.24,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.4,12,false,false,false,0,0,0,0.377,0.019,0,0.003,0.009,0.428,0.02,cover,skipped_no_dirty,1.328,0,0,1.28,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,10.092,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.681,0.031,3.308,0.324,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.243,0.792,4.068,0.344,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.044,3.614,4.065,0.336,2400,0,1,0,0,0,0.03,0.02,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
87,1425,91152,true,59,0,0.687,0.008,0,season_refresh,rain_shadow,cursor_0,micro,0.162,47.595,66.63,0,,,,,,,,,,,,,,,,,,,0.196,0.635,0.629,28.954,0,0.103,31,2400,false,done,1,1,1,full,0,0,1,0.3942,0.1241,0.24,0.0301,0,0.1241,0.1241,0.24,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.4,12,false,false,false,0,0,0,0.377,0.019,0,0.003,0.009,0.428,0.02,cover,skipped_no_dirty,1.328,0,0,1.28,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,10.092,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.681,0.031,3.308,0.324,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.243,0.792,4.068,0.344,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.044,3.614,4.065,0.336,2400,0,1,0,0,0,0.03,0.02,0,0.006,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
88,1426,91244,true,59,45,45.316,0.015,0,refresh_climate_daily,sea_ice,cursor_4,data_core,29.599,47.523,66.63,0,,,,,,,,,,,,,,,,,,,0.201,0.713,0.608,29.562,0,0.098,31,2400,false,done,1,1,1,full,0,0,1,0.3942,0.1241,0.24,0.0301,0,0.1241,0.1241,0.24,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.4,12,false,false,false,0,0,0,0.377,0.019,0,0.003,0.009,0.428,0.02,cover,skipped_no_dirty,1.328,0,0,1.28,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.276,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.773,0.031,3.373,0.354,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.345,0.81,2.514,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
