row_idx,tick_idx,timestamp_ms,was_skipped_day,fps,fast_ms,t_sus_ms,t_render_ms,t_ui_ms,largest_slice_job,largest_slice_stage,largest_slice_substage,largest_slice_path,largest_slice_ms,sus_sim_p95_300,sus_sim_max_300,over_1ms_count_300,j_season_refresh_ms,j_season_refresh_slices,j_season_refresh_skip,j_enum_atlas_upload_ms,j_enum_atlas_upload_slices,j_enum_atlas_upload_skip,j_ocean_currents_ms,j_ocean_currents_slices,j_ocean_currents_skip,j_refresh_climate_daily_ms,j_refresh_climate_daily_slices,j_refresh_climate_daily_skip,j_weather_refresh_ms,j_weather_refresh_slices,j_weather_refresh_skip,j_dynamic_visual_atlas_upload_ms,j_dynamic_visual_atlas_upload_slices,j_dynamic_visual_atlas_upload_skip,bd_climate_pass_a_ms,bd_climate_pass_b_ms,bd_climate_ocean_ms,bd_climate_sea_ice_ms,bd_climate_ice_bake_ms,bd_climate_transp_ms,bd_climate_total_ms,bd_climate_cells,bd_climate_partial,bd_climate_current_pass,bd_climate_progress_ratio,bd_climate_dirty_ratio,bd_climate_visited_ratio,bd_climate_pass_b_path,bd_weather_weather_tick_ms,bd_weather_advance_ms,bd_weather_spawn_ms,bd_weather_distribute_ms,bd_weather_cyclone_ms,bd_weather_field_solve_ms,bd_weather_field_solve_total_ms,bd_weather_field_summary_ms,bd_weather_field_commit_total_ms,bd_weather_field_commit_setup_ms,bd_weather_field_commit_loop_ms,bd_weather_field_commit_dc_ms,bd_weather_field_commit_convergence_ms,bd_weather_weather_field_bake_ms,bd_weather_transp_ms,bd_weather_albedo_ms,bd_weather_veg_dyn_ms,bd_weather_cover_rebake_ms,bd_weather_veg_rebake_ms,bd_weather_feedback_ms,bd_weather_total_ms,bd_weather_fronts,bd_weather_albedo_ran,bd_weather_veg_dyn_ran,bd_weather_feedback_ran,bd_weather_begin_stage_a_ms,bd_weather_run_stage_a_slice_ms,bd_weather_stage_a_direct_ms,bd_weather_commit_stage_a_ms,bd_weather_stage_b_outer_ms,bd_weather_sync_fronts_ms,bd_weather_soak_dump_ms,bd_weather_prelude_ms,bd_weather_job_total_ms,bd_weather_job_unattributed_ms,bd_enum_atlas_axis,bd_enum_atlas_path,bd_enum_atlas_elapsed_ms,bd_enum_atlas_dirty_cells,bd_enum_atlas_dirty_pixels,bd_enum_atlas_buffer_patch_ms,bd_enum_atlas_image_ms,bd_enum_atlas_upload_ms,bd_enum_atlas_cache_valid,bd_enum_atlas_biome_pending,bd_enum_atlas_cover_pending,bd_enum_atlas_vegetation_pending,bd_sea_ice_atlas_done,bd_sea_ice_atlas_phase,bd_sea_ice_atlas_stage_name,bd_sea_ice_atlas_elapsed_ms,bd_sea_ice_atlas_reason
129,196,27379,true,53,47,46.726,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,32.553,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.231,0.757,0.797,4.658,0,0.049,6,2400,false,done,1,1,1,full,0.5277,0.2408,0.261,0.0259,0,0.2408,0.2408,0.261,0.003,0.001,0,0.001,0,0,0,0,0,0,0,0,1.253,12,false,false,false,0,0,0,0.406,0.022,0,0.003,0.008,0.471,0.032,cover,skipped_no_dirty,1.864,0,0,1.828,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
130,197,27389,true,53,2,2.243,0.006,0,season_refresh,stage_3_river,cursor_0,micro,1.871,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.231,0.757,0.797,4.658,0,0.049,6,2400,false,done,1,1,1,full,0.5277,0.2408,0.261,0.0259,0,0.2408,0.2408,0.261,0.003,0.001,0,0.001,0,0,0,0,0,0,0,0,1.253,12,false,false,false,0,0,0,0.406,0.022,0,0.003,0.008,0.471,0.032,cover,skipped_no_dirty,1.864,0,0,1.828,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
131,198,27517,true,53,66,65.194,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,43.871,63.067,295.037,0,,,,,,,,,,,,,,,,,,,0.294,0.681,0.822,4.355,0,0.049,6,2400,false,done,1,1,1,full,0.5277,0.2408,0.261,0.0259,0,0.2408,0.2408,0.261,0.003,0.001,0,0.001,0,0,0,0,0,0,0,0,1.253,12,false,false,false,0,0,0,0.406,0.022,0,0.003,0.008,0.471,0.032,cover,skipped_no_dirty,1.864,0,0,1.828,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
132,199,27523,true,53,3,2.217,0.006,0,season_refresh,stage_5_shrubland,cursor_0,stage,1.867,63.067,295.037,0,,,,,,,,,,,,,,,,,,,0.294,0.681,0.822,4.355,0,0.049,6,2400,false,done,1,1,1,full,0.5277,0.2408,0.261,0.0259,0,0.2408,0.2408,0.261,0.003,0.001,0,0.001,0,0,0,0,0,0,0,0,1.253,12,false,false,false,0,0,0,0.406,0.022,0,0.003,0.008,0.471,0.032,cover,skipped_no_dirty,1.864,0,0,1.828,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
133,200,27596,false,53,61,58.935,1.441,0.217,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,49.344,62.472,295.037,0,1.805,1,,0,0,policy_gated,0,0,policy_gated,6.184,6,,1.215,3,,49.357,1,,0.244,0.702,0.808,4.179,0,0.047,6,2400,false,done,1,1,1,full,0.4134,0.155,0.233,0.0254,0,0.155,0.155,0.233,0.004,0.002,0.001,0,0,0,0,0,0,0,0,0,1.146,12,false,false,false,0,0,0,0.359,0.019,0,0.002,0.006,0.413,0.027,cover,skipped_no_dirty,1.864,0,0,1.828,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
134,201,27605,true,53,3,3.19,0.006,0,season_refresh,stage_7_glacier,cursor_0,stage,2.834,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.244,0.702,0.808,4.179,0,0.047,6,2400,false,done,1,1,1,full,0.4134,0.155,0.233,0.0254,0,0.155,0.155,0.233,0.004,0.002,0.001,0,0,0,0,0,0,0,0,0,1.146,12,false,false,false,0,0,0,0.359,0.019,0,0.002,0.006,0.413,0.027,cover,skipped_no_dirty,1.864,0,0,1.828,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
135,202,27694,true,53,44,44.402,0.032,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,32.946,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.264,0.808,0.873,4.409,0,0.052,7,2400,false,done,1,1,1,full,0.4134,0.155,0.233,0.0254,0,0.155,0.155,0.233,0.004,0.002,0.001,0,0,0,0,0,0,0,0,0,1.146,12,false,false,false,0,0,0,0.359,0.019,0,0.002,0.006,0.413,0.027,cover,skipped_no_dirty,1.654,0,0,1.612,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
136,203,27702,true,53,5,4.965,0.006,0,season_refresh,stage_9_sync,cursor_0,stage,4.651,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.264,0.808,0.873,4.409,0,0.052,7,2400,false,done,1,1,1,full,0.4134,0.155,0.233,0.0254,0,0.155,0.155,0.233,0.004,0.002,0.001,0,0,0,0,0,0,0,0,0,1.146,12,false,false,false,0,0,0,0.359,0.019,0,0.002,0.006,0.413,0.027,cover,skipped_no_dirty,1.654,0,0,1.612,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
137,204,27814,true,53,65,64.793,0.015,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,44.073,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.242,0.787,0.841,4.624,0,0.051,7,2400,false,done,1,1,1,full,0.4134,0.155,0.233,0.0254,0,0.155,0.155,0.233,0.004,0.002,0.001,0,0,0,0,0,0,0,0,0,1.146,12,false,false,false,0,0,0,0.359,0.019,0,0.002,0.006,0.413,0.027,biome,cached_full_update,13.435,686,157969,11.813,0.003,1.586,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
138,205,27818,true,53,1,0.393,0.004,0,season_refresh,stage_11_feedback,cursor_0,stage,0.101,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.242,0.787,0.841,4.624,0,0.051,7,2400,false,done,1,1,1,full,0.4134,0.155,0.233,0.0254,0,0.155,0.155,0.233,0.004,0.002,0.001,0,0,0,0,0,0,0,0,0,1.146,12,false,false,false,0,0,0,0.359,0.019,0,0.002,0.006,0.413,0.027,biome,cached_full_update,13.435,686,157969,11.813,0.003,1.586,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
139,206,27889,true,53,56,56.554,0.015,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,49.672,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.236,0.813,0.805,4.336,0,0.05,6,2400,false,done,1,1,1,full,0.4134,0.155,0.233,0.0254,0,0.155,0.155,0.233,0.004,0.002,0.001,0,0,0,0,0,0,0,0,0,1.146,12,false,false,false,0,0,0,0.359,0.019,0,0.002,0.006,0.413,0.027,biome,cached_full_update,13.435,686,157969,11.813,0.003,1.586,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
140,207,27893,true,53,0,0.292,0.005,0,,,,,0,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.236,0.813,0.805,4.336,0,0.05,6,2400,false,done,1,1,1,full,0.4134,0.155,0.233,0.0254,0,0.155,0.155,0.233,0.004,0.002,0.001,0,0,0,0,0,0,0,0,0,1.146,12,false,false,false,0,0,0,0.359,0.019,0,0.002,0.006,0.413,0.027,biome,cached_full_update,13.435,686,157969,11.813,0.003,1.586,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
141,208,27993,false,53,43,41.666,1.509,0.214,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,32.612,62.472,295.037,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,6.961,6,,1.654,3,,32.621,1,,0.236,1.042,0.853,4.562,0,0.051,7,2400,false,done,1,1,1,full,0.4015,0.1481,0.223,0.0304,0,0.1481,0.1481,0.223,0.003,0.001,0.001,0.001,0,0,0,0.0044,0.0225,0,0,0.018,1.579,12,true,true,true,0,0,0,0.639,0.169,0,0.004,0.007,0.844,0.025,biome,cached_full_update,13.435,686,157969,11.813,0.003,1.586,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
142,209,28000,true,53,0,0.272,0.004,0,,,,,0,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.236,1.042,0.853,4.562,0,0.051,7,2400,false,done,1,1,1,full,0.4015,0.1481,0.223,0.0304,0,0.1481,0.1481,0.223,0.003,0.001,0.001,0.001,0,0,0,0.0044,0.0225,0,0,0.018,1.579,12,true,true,true,0,0,0,0.639,0.169,0,0.004,0.007,0.844,0.025,biome,cached_full_update,13.435,686,157969,11.813,0.003,1.586,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
143,210,28086,true,58,53,52.683,0.011,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,43.255,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.233,0.7,0.828,4.494,0,0.051,7,2400,false,done,1,1,1,full,0.4015,0.1481,0.223,0.0304,0,0.1481,0.1481,0.223,0.003,0.001,0.001,0.001,0,0,0,0.0044,0.0225,0,0,0.018,1.579,12,true,true,true,0,0,0,0.639,0.169,0,0.004,0.007,0.844,0.025,cover,skipped_no_dirty,1.761,0,0,1.722,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
144,211,28098,true,58,0,0.287,0.006,0.001,,,,,0,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.233,0.7,0.828,4.494,0,0.051,7,2400,false,done,1,1,1,full,0.4015,0.1481,0.223,0.0304,0,0.1481,0.1481,0.223,0.003,0.001,0.001,0.001,0,0,0,0.0044,0.0225,0,0,0.018,1.579,12,true,true,true,0,0,0,0.639,0.169,0,0.004,0.007,0.844,0.025,cover,skipped_no_dirty,1.761,0,0,1.722,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
145,212,28194,true,58,60,59.409,0.015,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,49.133,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.244,0.776,0.828,4.08,0,0.061,6,2400,false,done,1,1,1,full,0.4015,0.1481,0.223,0.0304,0,0.1481,0.1481,0.223,0.003,0.001,0.001,0.001,0,0,0,0.0044,0.0225,0,0,0.018,1.579,12,true,true,true,0,0,0,0.639,0.169,0,0.004,0.007,0.844,0.025,cover,skipped_no_dirty,1.761,0,0,1.722,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
146,213,28197,true,58,0,0.314,0.004,0.001,,,,,0,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.244,0.776,0.828,4.08,0,0.061,6,2400,false,done,1,1,1,full,0.4015,0.1481,0.223,0.0304,0,0.1481,0.1481,0.223,0.003,0.001,0.001,0.001,0,0,0,0.0044,0.0225,0,0,0.018,1.579,12,true,true,true,0,0,0,0.639,0.169,0,0.004,0.007,0.844,0.025,cover,skipped_no_dirty,1.761,0,0,1.722,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
147,214,28274,true,58,41,41.162,0.011,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,32.628,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.252,1.102,0.914,4.198,0,0.047,6,2400,false,done,1,1,1,full,0.4015,0.1481,0.223,0.0304,0,0.1481,0.1481,0.223,0.003,0.001,0.001,0.001,0,0,0,0.0044,0.0225,0,0,0.018,1.579,12,true,true,true,0,0,0,0.639,0.169,0,0.004,0.007,0.844,0.025,cover,skipped_no_dirty,1.761,0,0,1.722,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
148,215,28281,true,58,0,0.275,0.005,0,,,,,0,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.252,1.102,0.914,4.198,0,0.047,6,2400,false,done,1,1,1,full,0.4015,0.1481,0.223,0.0304,0,0.1481,0.1481,0.223,0.003,0.001,0.001,0.001,0,0,0,0.0044,0.0225,0,0,0.018,1.579,12,true,true,true,0,0,0,0.639,0.169,0,0.004,0.007,0.844,0.025,cover,skipped_no_dirty,1.761,0,0,1.722,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
149,216,28387,false,58,54,52.146,1.349,0.217,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,43.494,62.472,295.037,0,0,0,policy_gated,0,0,policy_gated,0.162,1,,6.824,6,,1.222,3,,43.509,1,,0.179,0.953,0.864,4.583,0,0.047,6,2400,false,done,1,1,1,full,0.4186,0.147,0.223,0.0486,0,0.147,0.147,0.223,0.004,0.002,0,0.002,0,0,0,0,0,0,0,0,1.15,12,false,false,false,0,0,0,0.392,0.019,0,0.003,0.007,0.448,0.027,cover,skipped_no_dirty,1.761,0,0,1.722,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
150,217,28394,true,58,1,0.301,0.004,0,,,,,0,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.179,0.953,0.864,4.583,0,0.047,6,2400,false,done,1,1,1,full,0.4186,0.147,0.223,0.0486,0,0.147,0.147,0.223,0.004,0.002,0,0.002,0,0,0,0,0,0,0,0,1.15,12,false,false,false,0,0,0,0.392,0.019,0,0.003,0.007,0.448,0.027,cover,skipped_no_dirty,1.761,0,0,1.722,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
151,218,28517,true,58,66,66.008,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,50.277,63.067,295.037,0,,,,,,,,,,,,,,,,,,,0.199,1.019,0.817,4.649,0,0.049,7,2400,false,done,1,1,1,full,0.4186,0.147,0.223,0.0486,0,0.147,0.147,0.223,0.004,0.002,0,0.002,0,0,0,0,0,0,0,0,1.15,12,false,false,false,0,0,0,0.392,0.019,0,0.003,0.007,0.448,0.027,cover,skipped_no_dirty,1.771,0,0,1.734,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
152,219,28521,true,58,0,0.358,0.006,0,,,,,0,63.067,295.037,0,,,,,,,,,,,,,,,,,,,0.199,1.019,0.817,4.649,0,0.049,7,2400,false,done,1,1,1,full,0.4186,0.147,0.223,0.0486,0,0.147,0.147,0.223,0.004,0.002,0,0.002,0,0,0,0,0,0,0,0,1.15,12,false,false,false,0,0,0,0.392,0.019,0,0.003,0.007,0.448,0.027,cover,skipped_no_dirty,1.771,0,0,1.734,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
153,220,28575,true,58,40,40.069,0.009,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,32.876,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.239,1.029,0.836,4.452,0,0.048,7,2400,false,done,1,1,1,full,0.4186,0.147,0.223,0.0486,0,0.147,0.147,0.223,0.004,0.002,0,0.002,0,0,0,0,0,0,0,0,1.15,12,false,false,false,0,0,0,0.392,0.019,0,0.003,0.007,0.448,0.027,cover,skipped_no_dirty,1.771,0,0,1.734,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
154,221,28580,true,58,0,0.324,0.004,0.001,,,,,0,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.239,1.029,0.836,4.452,0,0.048,7,2400,false,done,1,1,1,full,0.4186,0.147,0.223,0.0486,0,0.147,0.147,0.223,0.004,0.002,0,0.002,0,0,0,0,0,0,0,0,1.15,12,false,false,false,0,0,0,0.392,0.019,0,0.003,0.007,0.448,0.027,cover,skipped_no_dirty,1.771,0,0,1.734,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
155,222,28701,true,58,51,51.093,0.014,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,43.869,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.251,1.071,0.828,4.28,0,0.049,7,2400,false,done,1,1,1,full,0.4186,0.147,0.223,0.0486,0,0.147,0.147,0.223,0.004,0.002,0,0.002,0,0,0,0,0,0,0,0,1.15,12,false,false,false,0,0,0,0.392,0.019,0,0.003,0.007,0.448,0.027,cover,skipped_no_dirty,1.771,0,0,1.734,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
156,223,28705,true,58,0,0.29,0.004,0,,,,,0,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.251,1.071,0.828,4.28,0,0.049,7,2400,false,done,1,1,1,full,0.4186,0.147,0.223,0.0486,0,0.147,0.147,0.223,0.004,0.002,0,0.002,0,0,0,0,0,0,0,0,1.15,12,false,false,false,0,0,0,0.392,0.019,0,0.003,0.007,0.448,0.027,cover,skipped_no_dirty,1.771,0,0,1.734,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
157,224,28810,false,58,59,57.269,1.626,0.223,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,49.076,62.472,295.037,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,6.443,6,,1.302,3,,49.091,1,,0.258,0.962,0.794,4.154,0,0.047,6,2400,false,done,1,1,1,full,0.4818,0.2481,0.208,0.0257,0,0.2481,0.2481,0.208,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.225,12,false,false,false,0,0,0,0.361,0.021,0,0.003,0.008,0.421,0.028,cover,skipped_no_dirty,1.771,0,0,1.734,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
158,225,28818,true,58,0,0.354,0.006,0,,,,,0,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.258,0.962,0.794,4.154,0,0.047,6,2400,false,done,1,1,1,full,0.4818,0.2481,0.208,0.0257,0,0.2481,0.2481,0.208,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.225,12,false,false,false,0,0,0,0.361,0.021,0,0.003,0.008,0.421,0.028,cover,skipped_no_dirty,1.771,0,0,1.734,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
159,226,28876,true,58,42,42.098,0.013,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,32.86,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.245,0.719,0.87,4.936,0,0.048,7,2400,false,done,1,1,1,full,0.4818,0.2481,0.208,0.0257,0,0.2481,0.2481,0.208,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.225,12,false,false,false,0,0,0,0.361,0.021,0,0.003,0.008,0.421,0.028,cover,skipped_no_dirty,1.738,0,0,1.703,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
160,227,28883,true,58,0,0.375,0.006,0.001,,,,,0,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.245,0.719,0.87,4.936,0,0.048,7,2400,false,done,1,1,1,full,0.4818,0.2481,0.208,0.0257,0,0.2481,0.2481,0.208,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.225,12,false,false,false,0,0,0,0.361,0.021,0,0.003,0.008,0.421,0.028,cover,skipped_no_dirty,1.738,0,0,1.703,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
161,228,28986,true,58,52,51.81,0.014,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,43.834,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.239,1.099,0.859,5.041,0,0.05,8,2400,false,done,1,1,1,full,0.4818,0.2481,0.208,0.0257,0,0.2481,0.2481,0.208,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.225,12,false,false,false,0,0,0,0.361,0.021,0,0.003,0.008,0.421,0.028,cover,skipped_no_dirty,1.738,0,0,1.703,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
162,229,28991,true,58,1,0.286,0.004,0,,,,,0,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.239,1.099,0.859,5.041,0,0.05,8,2400,false,done,1,1,1,full,0.4818,0.2481,0.208,0.0257,0,0.2481,0.2481,0.208,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.225,12,false,false,false,0,0,0,0.361,0.021,0,0.003,0.008,0.421,0.028,cover,skipped_no_dirty,1.738,0,0,1.703,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
163,230,29108,true,57,57,57.707,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,50.136,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.234,1.05,0.863,4.688,0,0.049,7,2400,false,done,1,1,1,full,0.4818,0.2481,0.208,0.0257,0,0.2481,0.2481,0.208,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.225,12,false,false,false,0,0,0,0.361,0.021,0,0.003,0.008,0.421,0.028,cover,skipped_no_dirty,1.738,0,0,1.703,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
164,231,29113,true,57,0,0.296,0.004,0,,,,,0,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.234,1.05,0.863,4.688,0,0.049,7,2400,false,done,1,1,1,full,0.4818,0.2481,0.208,0.0257,0,0.2481,0.2481,0.208,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.225,12,false,false,false,0,0,0,0.361,0.021,0,0.003,0.008,0.421,0.028,cover,skipped_no_dirty,1.738,0,0,1.703,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
165,232,29177,false,57,43,41.081,1.549,0.201,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,32.534,62.472,295.037,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,6.872,6,,1.253,3,,32.545,1,,0.232,0.915,0.835,4.626,0,0.05,7,2400,false,done,1,1,1,full,0.4222,0.1472,0.25,0.025,0,0.1472,0.1472,0.25,0.004,0.002,0,0.001,0,0,0,0,0,0,0,0,1.17,12,false,false,false,0,0,0,0.388,0.02,0,0.003,0.006,0.445,0.028,cover,skipped_no_dirty,1.738,0,0,1.703,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
166,233,29185,true,57,0,0.3,0.004,0,,,,,0,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.232,0.915,0.835,4.626,0,0.05,7,2400,false,done,1,1,1,full,0.4222,0.1472,0.25,0.025,0,0.1472,0.1472,0.25,0.004,0.002,0,0.001,0,0,0,0,0,0,0,0,1.17,12,false,false,false,0,0,0,0.388,0.02,0,0.003,0.006,0.445,0.028,cover,skipped_no_dirty,1.738,0,0,1.703,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
167,234,29301,true,57,50,50.281,0.015,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,41.805,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.241,0.725,0.788,4.197,0,0.045,6,2400,false,done,1,1,1,full,0.4222,0.1472,0.25,0.025,0,0.1472,0.1472,0.25,0.004,0.002,0,0.001,0,0,0,0,0,0,0,0,1.17,12,false,false,false,0,0,0,0.388,0.02,0,0.003,0.006,0.445,0.028,cover,skipped_no_dirty,1.782,0,0,1.742,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
168,235,29305,true,57,1,0.614,0.004,0.001,season_refresh,stage_0_moisture,cursor_0,stage,0.283,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.241,0.725,0.788,4.197,0,0.045,6,2400,false,done,1,1,1,full,0.4222,0.1472,0.25,0.025,0,0.1472,0.1472,0.25,0.004,0.002,0,0.001,0,0,0,0,0,0,0,0,1.17,12,false,false,false,0,0,0,0.388,0.02,0,0.003,0.006,0.445,0.028,cover,skipped_no_dirty,1.782,0,0,1.742,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
169,236,29409,true,57,57,56.916,0.014,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,49.497,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.182,1.117,0.913,4.305,0,0.049,7,2400,false,done,1,1,1,full,0.4222,0.1472,0.25,0.025,0,0.1472,0.1472,0.25,0.004,0.002,0,0.001,0,0,0,0,0,0,0,0,1.17,12,false,false,false,0,0,0,0.388,0.02,0,0.003,0.006,0.445,0.028,cover,skipped_no_dirty,1.782,0,0,1.742,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
170,237,29421,true,57,8,7.046,0.008,0,season_refresh,stage_2_redecide,cursor_0,micro,6.628,62.472,295.037,0,,,,,,,,,,,,,,,,,,,0.182,1.117,0.913,4.305,0,0.049,7,2400,false,done,1,1,1,full,0.4222,0.1472,0.25,0.025,0,0.1472,0.1472,0.25,0.004,0.002,0,0.001,0,0,0,0,0,0,0,0,1.17,12,false,false,false,0,0,0,0.388,0.02,0,0.003,0.006,0.445,0.028,cover,skipped_no_dirty,1.782,0,0,1.742,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
