row_idx,tick_idx,timestamp_ms,was_skipped_day,fps,fast_ms,t_sus_ms,t_render_ms,t_ui_ms,largest_slice_job,largest_slice_stage,largest_slice_substage,largest_slice_path,largest_slice_ms,sus_sim_p95_300,sus_sim_max_300,over_1ms_count_300,j_season_refresh_ms,j_season_refresh_slices,j_season_refresh_skip,j_enum_atlas_upload_ms,j_enum_atlas_upload_slices,j_enum_atlas_upload_skip,j_ocean_currents_ms,j_ocean_currents_slices,j_ocean_currents_skip,j_refresh_climate_daily_ms,j_refresh_climate_daily_slices,j_refresh_climate_daily_skip,j_weather_refresh_ms,j_weather_refresh_slices,j_weather_refresh_skip,j_dynamic_visual_atlas_upload_ms,j_dynamic_visual_atlas_upload_slices,j_dynamic_visual_atlas_upload_skip,bd_climate_pass_a_ms,bd_climate_pass_b_ms,bd_climate_ocean_ms,bd_climate_sea_ice_ms,bd_climate_ice_bake_ms,bd_climate_transp_ms,bd_climate_total_ms,bd_climate_cells,bd_climate_partial,bd_climate_current_pass,bd_climate_progress_ratio,bd_climate_dirty_ratio,bd_climate_visited_ratio,bd_climate_pass_b_path,bd_climate_pa_pushed_cells,bd_climate_pa_total_cells,bd_climate_pa_push_ratio,bd_weather_weather_tick_ms,bd_weather_advance_ms,bd_weather_spawn_ms,bd_weather_distribute_ms,bd_weather_cyclone_ms,bd_weather_field_solve_ms,bd_weather_field_solve_total_ms,bd_weather_field_summary_ms,bd_weather_field_commit_total_ms,bd_weather_field_commit_setup_ms,bd_weather_field_commit_loop_ms,bd_weather_field_commit_dc_ms,bd_weather_field_commit_convergence_ms,bd_weather_weather_field_bake_ms,bd_weather_transp_ms,bd_weather_albedo_ms,bd_weather_veg_dyn_ms,bd_weather_cover_rebake_ms,bd_weather_veg_rebake_ms,bd_weather_feedback_ms,bd_weather_total_ms,bd_weather_fronts,bd_weather_albedo_ran,bd_weather_veg_dyn_ran,bd_weather_feedback_ran,bd_weather_begin_stage_a_ms,bd_weather_run_stage_a_slice_ms,bd_weather_stage_a_direct_ms,bd_weather_commit_stage_a_ms,bd_weather_stage_b_outer_ms,bd_weather_sync_fronts_ms,bd_weather_soak_dump_ms,bd_weather_prelude_ms,bd_weather_job_total_ms,bd_weather_job_unattributed_ms,bd_enum_atlas_axis,bd_enum_atlas_path,bd_enum_atlas_elapsed_ms,bd_enum_atlas_dirty_cells,bd_enum_atlas_dirty_pixels,bd_enum_atlas_buffer_patch_ms,bd_enum_atlas_image_ms,bd_enum_atlas_upload_ms,bd_enum_atlas_cache_valid,bd_enum_atlas_biome_pending,bd_enum_atlas_cover_pending,bd_enum_atlas_vegetation_pending,bd_sea_ice_atlas_done,bd_sea_ice_atlas_phase,bd_sea_ice_atlas_stage_name,bd_sea_ice_atlas_elapsed_ms,bd_sea_ice_atlas_reason,bd_dynamic_visual_atlas_done,bd_dynamic_visual_atlas_work_done,bd_dynamic_visual_atlas_elapsed_ms,bd_dynamic_visual_atlas_progress_ratio,bd_dynamic_visual_atlas_phase,bd_dynamic_visual_atlas_stage_name,bd_dynamic_visual_atlas_current_phase,bd_dynamic_visual_atlas_phase_cursor,bd_dynamic_visual_atlas_ticks_used,bd_dynamic_visual_atlas_total_ticks_used,bd_dynamic_visual_atlas_mask_path,bd_dynamic_visual_atlas_mask_dirty_count,bd_dynamic_visual_atlas_dirty_reason,bd_dynamic_visual_atlas_dirty_noop,bd_dynamic_visual_atlas_dirty_mask_available,bd_dynamic_visual_atlas_dirty_source,bd_dynamic_visual_atlas_max_cells_per_tick,bd_dynamic_visual_atlas_time_check_cells_per_step,bd_dynamic_visual_atlas_cpp_time_check_cells_per_step,bd_dynamic_visual_atlas_slice_budget_ms,bd_dynamic_visual_atlas_dynamic_dirty_cells,bd_dynamic_visual_atlas_dynamic_ms,bd_dynamic_visual_atlas_dynamic_prepare_ms,bd_dynamic_visual_atlas_dynamic_step_ms,bd_dynamic_visual_atlas_dynamic_finalize_ms,bd_dynamic_visual_atlas_dynamic_cells_considered,bd_dynamic_visual_atlas_dynamic_total_cells,bd_dynamic_visual_atlas_dynamic_pixels_written,bd_dynamic_visual_atlas_dynamic_cpp_calls,bd_dynamic_visual_atlas_dynamic_gd_calls,bd_dynamic_visual_atlas_dynamic_empty_calls,bd_dynamic_visual_atlas_dynamic_source,bd_dynamic_visual_atlas_dynamic_path,bd_dynamic_visual_atlas_dynamic_fallback_reason,bd_dynamic_visual_atlas_ecology_dirty_cells,bd_dynamic_visual_atlas_ecology_ms,bd_dynamic_visual_atlas_ecology_prepare_ms,bd_dynamic_visual_atlas_ecology_step_ms,bd_dynamic_visual_atlas_ecology_finalize_ms,bd_dynamic_visual_atlas_ecology_cells_considered,bd_dynamic_visual_atlas_ecology_total_cells,bd_dynamic_visual_atlas_ecology_pixels_written,bd_dynamic_visual_atlas_ecology_cpp_calls,bd_dynamic_visual_atlas_ecology_gd_calls,bd_dynamic_visual_atlas_ecology_empty_calls,bd_dynamic_visual_atlas_ecology_source,bd_dynamic_visual_atlas_ecology_path,bd_dynamic_visual_atlas_ecology_fallback_reason,bd_dynamic_visual_atlas_smooth_dirty_cells,bd_dynamic_visual_atlas_smooth_ms,bd_dynamic_visual_atlas_smooth_prepare_ms,bd_dynamic_visual_atlas_smooth_step_ms,bd_dynamic_visual_atlas_smooth_finalize_ms,bd_dynamic_visual_atlas_smooth_cells_considered,bd_dynamic_visual_atlas_smooth_total_cells,bd_dynamic_visual_atlas_smooth_pixels_written,bd_dynamic_visual_atlas_smooth_cpp_calls,bd_dynamic_visual_atlas_smooth_gd_calls,bd_dynamic_visual_atlas_smooth_empty_calls,bd_dynamic_visual_atlas_smooth_source,bd_dynamic_visual_atlas_smooth_path,bd_dynamic_visual_atlas_smooth_fallback_reason,bd_dynamic_visual_atlas_ice_dirty_cells,bd_dynamic_visual_atlas_ice_ms,bd_dynamic_visual_atlas_ice_prepare_ms,bd_dynamic_visual_atlas_ice_step_ms,bd_dynamic_visual_atlas_ice_finalize_ms,bd_dynamic_visual_atlas_ice_cells_considered,bd_dynamic_visual_atlas_ice_total_cells,bd_dynamic_visual_atlas_ice_pixels_written,bd_dynamic_visual_atlas_ice_cpp_calls,bd_dynamic_visual_atlas_ice_gd_calls,bd_dynamic_visual_atlas_ice_empty_calls,bd_dynamic_visual_atlas_ice_source,bd_dynamic_visual_atlas_ice_path,bd_dynamic_visual_atlas_ice_fallback_reason
10,253,28411,true,53,42,42.044,0.015,0,refresh_climate_daily,sea_ice,cursor_4,data_core,29.604,62.741,281.539,0,,,,,,,,,,,,,,,,,,,0.224,0.772,0.726,29.565,0,0.111,32,2400,false,done,1,1,1,full,0,0,1,0.4061,0.1263,0.244,0.0358,0,0.1263,0.1263,0.244,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.818,12,false,false,false,0,0,0,0.683,0.024,0,0.005,0.013,0.746,0.021,cover,skipped_no_dirty,1.42,0,0,1.36,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.407,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.834,0.035,3.268,0.512,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.345,0.818,2.504,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
11,254,28420,true,53,1,0.374,0.006,0,,,,,0,62.741,281.539,0,,,,,,,,,,,,,,,,,,,0.224,0.772,0.726,29.565,0,0.111,32,2400,false,done,1,1,1,full,0,0,1,0.4061,0.1263,0.244,0.0358,0,0.1263,0.1263,0.244,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.818,12,false,false,false,0,0,0,0.683,0.024,0,0.005,0.013,0.746,0.021,cover,skipped_no_dirty,1.42,0,0,1.36,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.407,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.834,0.035,3.268,0.512,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.345,0.818,2.504,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
12,255,28516,true,53,47,46.717,0.018,0,refresh_climate_daily,sea_ice,cursor_4,data_core,30.853,62.741,281.539,0,,,,,,,,,,,,,,,,,,,0.227,1.01,0.852,30.806,0,0.113,34,2400,false,done,1,1,1,full,0,0,1,0.4061,0.1263,0.244,0.0358,0,0.1263,0.1263,0.244,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.818,12,false,false,false,0,0,0,0.683,0.024,0,0.005,0.013,0.746,0.021,cover,skipped_no_dirty,1.42,0,0,1.36,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,12.815,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.834,0.035,3.268,0.512,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.591,0.818,4.213,0.519,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,10.351,4.618,5.314,0.384,2400,2400,0,1,0,0,dirty_decay_one_hop,cpp,,0,0.035,0.023,0,0.006,0,0,0,0,0,0,dirty_no_water_intersection,,
13,256,28525,true,53,0,0.511,0.011,0.001,,,,,0,62.741,281.539,0,,,,,,,,,,,,,,,,,,,0.227,1.01,0.852,30.806,0,0.113,34,2400,false,done,1,1,1,full,0,0,1,0.4061,0.1263,0.244,0.0358,0,0.1263,0.1263,0.244,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.818,12,false,false,false,0,0,0,0.683,0.024,0,0.005,0.013,0.746,0.021,cover,skipped_no_dirty,1.42,0,0,1.36,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,12.815,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.834,0.035,3.268,0.512,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.591,0.818,4.213,0.519,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,10.351,4.618,5.314,0.384,2400,2400,0,1,0,0,dirty_decay_one_hop,cpp,,0,0.035,0.023,0,0.006,0,0,0,0,0,0,dirty_no_water_intersection,,
14,257,28621,true,53,51,50.914,0.024,0.001,refresh_climate_daily,sea_ice,cursor_4,data_core,36.616,62.741,281.539,0,,,,,,,,,,,,,,,,,,,0.436,1.734,2.176,36.576,0,0.095,42,2400,false,done,1,1,1,full,0,0,1,0.4061,0.1263,0.244,0.0358,0,0.1263,0.1263,0.244,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.818,12,false,false,false,0,0,0,0.683,0.024,0,0.005,0.013,0.746,0.021,cover,skipped_no_dirty,1.42,0,0,1.36,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.632,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.928,0.032,3.446,0.434,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.486,0.759,2.709,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
15,258,28627,true,53,0,0.401,0.006,0,,,,,0,62.741,281.539,0,,,,,,,,,,,,,,,,,,,0.436,1.734,2.176,36.576,0,0.095,42,2400,false,done,1,1,1,full,0,0,1,0.4061,0.1263,0.244,0.0358,0,0.1263,0.1263,0.244,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.818,12,false,false,false,0,0,0,0.683,0.024,0,0.005,0.013,0.746,0.021,cover,skipped_no_dirty,1.42,0,0,1.36,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.632,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.928,0.032,3.446,0.434,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.486,0.759,2.709,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
16,259,28718,false,53,48,46.676,1.058,0.256,refresh_climate_daily,sea_ice,cursor_4,data_core,29.809,62.741,281.539,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,32.43,6,,1.676,3,,12.043,1,,0.245,1.091,0.943,29.769,0,0.106,32,2400,false,done,1,1,1,full,0,0,1,0.3586,0.1196,0.213,0.026,0,0.1196,0.1196,0.213,0.003,0.001,0.001,0.001,0,0,0,0,0.0213,0,0,0,1.586,12,false,true,false,0,0,0,0.371,0.11,0,0.005,0.008,0.526,0.032,cover,skipped_no_dirty,1.42,0,0,1.36,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,11.933,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.928,0.032,3.446,0.434,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,6.447,0.759,4.971,0.681,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.749,4.008,4.388,0.321,2400,2400,0,1,0,0,dirty_decay_one_hop,cpp,,0,0.029,0.019,0,0.006,0,0,0,0,0,0,dirty_no_water_intersection,,
17,260,28727,true,53,1,0.412,0.005,0,,,,,0,62.515,281.539,0,,,,,,,,,,,,,,,,,,,0.245,1.091,0.943,29.769,0,0.106,32,2400,false,done,1,1,1,full,0,0,1,0.3586,0.1196,0.213,0.026,0,0.1196,0.1196,0.213,0.003,0.001,0.001,0.001,0,0,0,0,0.0213,0,0,0,1.586,12,false,true,false,0,0,0,0.371,0.11,0,0.005,0.008,0.526,0.032,cover,skipped_no_dirty,1.42,0,0,1.36,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,11.933,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.928,0.032,3.446,0.434,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,6.447,0.759,4.971,0.681,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.749,4.008,4.388,0.321,2400,2400,0,1,0,0,dirty_decay_one_hop,cpp,,0,0.029,0.019,0,0.006,0,0,0,0,0,0,dirty_no_water_intersection,,
18,261,28817,true,53,47,47.459,0.017,0,refresh_climate_daily,sea_ice,cursor_4,data_core,33.42,62.515,281.539,0,,,,,,,,,,,,,,,,,,,0.25,0.893,0.837,33.37,0,0.103,35,2400,false,done,1,1,1,full,0,0,1,0.3586,0.1196,0.213,0.026,0,0.1196,0.1196,0.213,0.003,0.001,0.001,0.001,0,0,0,0,0.0213,0,0,0,1.586,12,false,true,false,0,0,0,0.371,0.11,0,0.005,0.008,0.526,0.032,cover,skipped_no_dirty,2.515,0,0,2.422,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.513,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.752,0.032,3.392,0.312,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.491,0.86,2.611,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
19,262,28828,true,53,1,0.418,0.007,0,,,,,0,62.515,281.539,0,,,,,,,,,,,,,,,,,,,0.25,0.893,0.837,33.37,0,0.103,35,2400,false,done,1,1,1,full,0,0,1,0.3586,0.1196,0.213,0.026,0,0.1196,0.1196,0.213,0.003,0.001,0.001,0.001,0,0,0,0,0.0213,0,0,0,1.586,12,false,true,false,0,0,0,0.371,0.11,0,0.005,0.008,0.526,0.032,cover,skipped_no_dirty,2.515,0,0,2.422,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,8.513,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.752,0.032,3.392,0.312,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.491,0.86,2.611,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
20,263,28915,true,53,46,45.954,0.016,0,refresh_climate_daily,sea_ice,cursor_4,data_core,32.468,62.515,281.539,0,,,,,,,,,,,,,,,,,,,0.226,0.951,0.825,32.429,0,0.094,35,2400,false,done,1,1,1,full,0,0,1,0.3586,0.1196,0.213,0.026,0,0.1196,0.1196,0.213,0.003,0.001,0.001,0.001,0,0,0,0,0.0213,0,0,0,1.586,12,false,true,false,0,0,0,0.371,0.11,0,0.005,0.008,0.526,0.032,cover,skipped_no_dirty,2.515,0,0,2.422,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,10.618,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.752,0.032,3.392,0.312,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.591,0.86,4.165,0.531,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.353,3.819,4.191,0.311,2400,2400,0,1,0,0,dirty_decay_one_hop,cpp,,0,0.028,0.018,0,0.005,0,0,0,0,0,0,dirty_no_water_intersection,,
21,264,28923,true,53,1,0.591,0.015,0.001,,,,,0,62.515,281.539,0,,,,,,,,,,,,,,,,,,,0.226,0.951,0.825,32.429,0,0.094,35,2400,false,done,1,1,1,full,0,0,1,0.3586,0.1196,0.213,0.026,0,0.1196,0.1196,0.213,0.003,0.001,0.001,0.001,0,0,0,0,0.0213,0,0,0,1.586,12,false,true,false,0,0,0,0.371,0.11,0,0.005,0.008,0.526,0.032,cover,skipped_no_dirty,2.515,0,0,2.422,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,10.618,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,3.752,0.032,3.392,0.312,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.591,0.86,4.165,0.531,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.353,3.819,4.191,0.311,2400,2400,0,1,0,0,dirty_decay_one_hop,cpp,,0,0.028,0.018,0,0.005,0,0,0,0,0,0,dirty_no_water_intersection,,
22,265,29014,true,53,43,43.224,0.017,0,refresh_climate_daily,sea_ice,cursor_4,data_core,30.387,62.515,281.539,0,,,,,,,,,,,,,,,,,,,0.228,1.195,0.83,30.347,0,0.105,33,2400,false,done,1,1,1,full,0,0,1,0.3586,0.1196,0.213,0.026,0,0.1196,0.1196,0.213,0.003,0.001,0.001,0.001,0,0,0,0,0.0213,0,0,0,1.586,12,false,true,false,0,0,0,0.371,0.11,0,0.005,0.008,0.526,0.032,cover,skipped_no_dirty,2.515,0,0,2.422,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,9.297,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,4.399,0.035,3.721,0.624,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.651,0.855,2.772,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
23,266,29028,true,58,0,0.399,0.005,0.001,,,,,0,62.515,281.539,0,,,,,,,,,,,,,,,,,,,0.228,1.195,0.83,30.347,0,0.105,33,2400,false,done,1,1,1,full,0,0,1,0.3586,0.1196,0.213,0.026,0,0.1196,0.1196,0.213,0.003,0.001,0.001,0.001,0,0,0,0,0.0213,0,0,0,1.586,12,false,true,false,0,0,0,0.371,0.11,0,0.005,0.008,0.526,0.032,cover,skipped_no_dirty,2.515,0,0,2.422,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,9.297,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,4.399,0.035,3.721,0.624,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,3.651,0.855,2.772,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
24,267,29133,false,58,64,62.35,1.03,0.202,refresh_climate_daily,sea_ice,cursor_4,data_core,43.775,62.515,281.539,0,0,0,policy_gated,0,0,policy_gated,2.795,1,,45.916,6,,1.713,3,,11.435,1,,0.204,0.801,0.834,43.739,0,0.095,46,2400,false,done,1,1,1,full,0,0,1,0.4426,0.1706,0.242,0.03,0,0.1706,0.1706,0.242,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.63,12,false,false,false,0,0,0,0.428,0.022,0,0.004,0.01,0.491,0.027,cover,skipped_no_dirty,2.515,0,0,2.422,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,11.324,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,4.399,0.035,3.721,0.624,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.975,0.855,4.48,0.6,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.795,4.287,4.179,0.295,2400,2400,0,1,0,0,dirty_decay_one_hop,cpp,,0,0.028,0.018,0,0.005,0,0,0,0,0,0,dirty_no_water_intersection,,
25,268,29139,true,58,0,0.504,0.011,0,,,,,0,62.515,281.539,0,,,,,,,,,,,,,,,,,,,0.204,0.801,0.834,43.739,0,0.095,46,2400,false,done,1,1,1,full,0,0,1,0.4426,0.1706,0.242,0.03,0,0.1706,0.1706,0.242,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.63,12,false,false,false,0,0,0,0.428,0.022,0,0.004,0.01,0.491,0.027,cover,skipped_no_dirty,2.515,0,0,2.422,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,11.324,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,4.399,0.035,3.721,0.624,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,5.975,0.855,4.48,0.6,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,8.795,4.287,4.179,0.295,2400,2400,0,1,0,0,dirty_decay_one_hop,cpp,,0,0.028,0.018,0,0.005,0,0,0,0,0,0,dirty_no_water_intersection,,
26,269,29236,true,58,49,48.823,0.022,0,refresh_climate_daily,sea_ice,cursor_4,data_core,33.093,62.515,281.539,0,,,,,,,,,,,,,,,,,,,0.199,0.725,0.68,33.053,0,0.101,35,2400,false,done,1,1,1,full,0,0,1,0.4426,0.1706,0.242,0.03,0,0.1706,0.1706,0.242,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.63,12,false,false,false,0,0,0,0.428,0.022,0,0.004,0.01,0.491,0.027,cover,skipped_no_dirty,1.795,0,0,1.732,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,10.024,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,4.323,0.035,3.756,0.513,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,4.507,0.853,3.63,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
27,270,29240,true,58,1,0.732,0.008,0,,,,,0,62.515,281.539,0,,,,,,,,,,,,,,,,,,,0.199,0.725,0.68,33.053,0,0.101,35,2400,false,done,1,1,1,full,0,0,1,0.4426,0.1706,0.242,0.03,0,0.1706,0.1706,0.242,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.63,12,false,false,false,0,0,0,0.428,0.022,0,0.004,0.01,0.491,0.027,cover,skipped_no_dirty,1.795,0,0,1.732,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,10.024,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,4.323,0.035,3.756,0.513,2400,2400,0,1,0,0,dirty_mask,cpp,,1696,4.507,0.853,3.63,0,1696,2400,0,1,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
28,271,29338,true,58,52,51.143,0.019,0,refresh_climate_daily,sea_ice,cursor_4,data_core,34.964,62.515,281.539,0,,,,,,,,,,,,,,,,,,,0.27,1.106,1.556,34.927,0,0.091,38,2400,false,done,1,1,1,full,0,0,1,0.4426,0.1706,0.242,0.03,0,0.1706,0.1706,0.242,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.63,12,false,false,false,0,0,0,0.428,0.022,0,0.004,0.01,0.491,0.027,cover,skipped_no_dirty,1.795,0,0,1.732,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,11.983,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,4.323,0.035,3.756,0.513,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,6.593,0.853,5.264,0.437,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,9.704,4.179,5.125,0.365,2400,2400,0,1,0,0,dirty_decay_one_hop,cpp,,0,0.034,0.022,0,0.006,0,0,0,0,0,0,dirty_no_water_intersection,,
29,272,29341,true,58,0,0.405,0.006,0,,,,,0,62.515,281.539,0,,,,,,,,,,,,,,,,,,,0.27,1.106,1.556,34.927,0,0.091,38,2400,false,done,1,1,1,full,0,0,1,0.4426,0.1706,0.242,0.03,0,0.1706,0.1706,0.242,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.63,12,false,false,false,0,0,0,0.428,0.022,0,0.004,0.01,0.491,0.027,cover,skipped_no_dirty,1.795,0,0,1.732,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,11.983,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,4096,800,2400,4.323,0.035,3.756,0.513,2400,2400,0,1,0,0,dirty_mask,cpp,,2400,6.593,0.853,5.264,0.437,2400,2400,0,2,0,0,dirty_plus_decay,cpp,,2400,9.704,4.179,5.125,0.365,2400,2400,0,1,0,0,dirty_decay_one_hop,cpp,,0,0.034,0.022,0,0.006,0,0,0,0,0,0,dirty_no_water_intersection,,
