row_idx,tick_idx,timestamp_ms,was_skipped_day,fps,fast_ms,t_sus_ms,t_render_ms,t_ui_ms,largest_slice_job,largest_slice_stage,largest_slice_substage,largest_slice_path,largest_slice_ms,sus_sim_p95_300,sus_sim_max_300,over_1ms_count_300,j_season_refresh_ms,j_season_refresh_slices,j_season_refresh_skip,j_enum_atlas_upload_ms,j_enum_atlas_upload_slices,j_enum_atlas_upload_skip,j_ocean_currents_ms,j_ocean_currents_slices,j_ocean_currents_skip,j_refresh_climate_daily_ms,j_refresh_climate_daily_slices,j_refresh_climate_daily_skip,j_weather_refresh_ms,j_weather_refresh_slices,j_weather_refresh_skip,j_dynamic_visual_atlas_upload_ms,j_dynamic_visual_atlas_upload_slices,j_dynamic_visual_atlas_upload_skip,bd_climate_pass_a_ms,bd_climate_pass_b_ms,bd_climate_ocean_ms,bd_climate_sea_ice_ms,bd_climate_ice_bake_ms,bd_climate_transp_ms,bd_climate_total_ms,bd_climate_cells,bd_climate_partial,bd_climate_current_pass,bd_climate_progress_ratio,bd_climate_dirty_ratio,bd_climate_visited_ratio,bd_climate_pass_b_path,bd_weather_weather_tick_ms,bd_weather_advance_ms,bd_weather_spawn_ms,bd_weather_distribute_ms,bd_weather_cyclone_ms,bd_weather_field_solve_ms,bd_weather_field_solve_total_ms,bd_weather_field_summary_ms,bd_weather_field_commit_total_ms,bd_weather_field_commit_setup_ms,bd_weather_field_commit_loop_ms,bd_weather_field_commit_dc_ms,bd_weather_field_commit_convergence_ms,bd_weather_weather_field_bake_ms,bd_weather_transp_ms,bd_weather_albedo_ms,bd_weather_veg_dyn_ms,bd_weather_cover_rebake_ms,bd_weather_veg_rebake_ms,bd_weather_feedback_ms,bd_weather_total_ms,bd_weather_fronts,bd_weather_albedo_ran,bd_weather_veg_dyn_ran,bd_weather_feedback_ran,bd_weather_begin_stage_a_ms,bd_weather_run_stage_a_slice_ms,bd_weather_stage_a_direct_ms,bd_weather_commit_stage_a_ms,bd_weather_stage_b_outer_ms,bd_weather_sync_fronts_ms,bd_weather_soak_dump_ms,bd_weather_prelude_ms,bd_weather_job_total_ms,bd_weather_job_unattributed_ms,bd_enum_atlas_axis,bd_enum_atlas_path,bd_enum_atlas_elapsed_ms,bd_enum_atlas_dirty_cells,bd_enum_atlas_dirty_pixels,bd_enum_atlas_buffer_patch_ms,bd_enum_atlas_image_ms,bd_enum_atlas_upload_ms,bd_enum_atlas_cache_valid,bd_enum_atlas_biome_pending,bd_enum_atlas_cover_pending,bd_enum_atlas_vegetation_pending,bd_sea_ice_atlas_done,bd_sea_ice_atlas_phase,bd_sea_ice_atlas_stage_name,bd_sea_ice_atlas_elapsed_ms,bd_sea_ice_atlas_reason
37,130,29634,false,25,31,30.114,1.349,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,22.021,151.512,393.358,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,6.425,6,,1.335,3,,22.032,1,,0.235,0.803,0.794,4.332,0,0.051,6,2400,false,done,1,1,1,full,0.4276,0.1495,0.246,0.0321,0,0.1495,0.1495,0.246,0.004,0.002,0.001,0,0,0,0,0,0.0253,0,0,0,1.267,12,false,true,false,0,0,0,0.388,0.098,0,0.003,0.007,0.518,0.022,cover,skipped_no_dirty,1.745,0,0,1.707,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
38,131,29638,true,25,0,0.222,0.003,0,,,,,0,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.235,0.803,0.794,4.332,0,0.051,6,2400,false,done,1,1,1,full,0.4276,0.1495,0.246,0.0321,0,0.1495,0.1495,0.246,0.004,0.002,0.001,0,0,0,0,0,0.0253,0,0,0,1.267,12,false,true,false,0,0,0,0.388,0.098,0,0.003,0.007,0.518,0.022,cover,skipped_no_dirty,1.745,0,0,1.707,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
39,132,29802,true,25,145,145.756,0.017,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,137.006,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.232,0.8,0.808,4.223,0,0.05,6,2400,false,done,1,1,1,full,0.4276,0.1495,0.246,0.0321,0,0.1495,0.1495,0.246,0.004,0.002,0.001,0,0,0,0,0,0.0253,0,0,0,1.267,12,false,true,false,0,0,0,0.388,0.098,0,0.003,0.007,0.518,0.022,cover,skipped_no_dirty,1.647,0,0,1.61,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
40,133,29959,true,25,148,148.044,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,138.515,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.236,0.714,0.74,3.948,0,0.047,6,2400,false,done,1,1,1,full,0.4276,0.1495,0.246,0.0321,0,0.1495,0.1495,0.246,0.004,0.002,0.001,0,0,0,0,0,0.0253,0,0,0,1.267,12,false,true,false,0,0,0,0.388,0.098,0,0.003,0.007,0.518,0.022,cover,skipped_no_dirty,1.647,0,0,1.61,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
41,134,29962,true,25,0,0.266,0.005,0,,,,,0,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.236,0.714,0.74,3.948,0,0.047,6,2400,false,done,1,1,1,full,0.4276,0.1495,0.246,0.0321,0,0.1495,0.1495,0.246,0.004,0.002,0.001,0,0,0,0,0,0.0253,0,0,0,1.267,12,false,true,false,0,0,0,0.388,0.098,0,0.003,0.007,0.518,0.022,cover,skipped_no_dirty,1.647,0,0,1.61,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
42,135,30033,false,25,34,32.28,1.52,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,22.184,151.512,393.358,0,0,0,policy_gated,0,0,policy_gated,1.226,1,,7.1,6,,1.349,3,,22.192,1,,0.264,1.082,1.047,4.436,0,0.051,7,2400,false,done,1,1,1,full,0.4532,0.1507,0.275,0.0275,0,0.1507,0.1507,0.275,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.27,12,false,false,false,0,0,0,0.449,0.023,0,0.003,0.006,0.511,0.03,cover,skipped_no_dirty,1.647,0,0,1.61,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
43,136,30047,true,30,0,0.308,0.005,0,,,,,0,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.264,1.082,1.047,4.436,0,0.051,7,2400,false,done,1,1,1,full,0.4532,0.1507,0.275,0.0275,0,0.1507,0.1507,0.275,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.27,12,false,false,false,0,0,0,0.449,0.023,0,0.003,0.006,0.511,0.03,cover,skipped_no_dirty,1.647,0,0,1.61,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
44,137,30244,true,30,145,144.963,0.017,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,136.179,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.197,0.725,0.854,4.34,0,0.049,6,2400,false,done,1,1,1,full,0.4532,0.1507,0.275,0.0275,0,0.1507,0.1507,0.275,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.27,12,false,false,false,0,0,0,0.449,0.023,0,0.003,0.006,0.511,0.03,cover,skipped_no_dirty,1.802,0,0,1.762,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
45,138,30402,true,30,155,154.903,0.016,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,141.737,153.493,393.358,0,,,,,,,,,,,,,,,,,,,0.207,0.994,0.834,4.296,0,0.049,7,2400,false,done,1,1,1,full,0.4532,0.1507,0.275,0.0275,0,0.1507,0.1507,0.275,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.27,12,false,false,false,0,0,0,0.449,0.023,0,0.003,0.006,0.511,0.03,cover,skipped_no_dirty,1.802,0,0,1.762,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
46,139,30406,true,30,0,0.244,0.004,0,,,,,0,153.493,393.358,0,,,,,,,,,,,,,,,,,,,0.207,0.994,0.834,4.296,0,0.049,7,2400,false,done,1,1,1,full,0.4532,0.1507,0.275,0.0275,0,0.1507,0.1507,0.275,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.27,12,false,false,false,0,0,0,0.449,0.023,0,0.003,0.006,0.511,0.03,cover,skipped_no_dirty,1.802,0,0,1.762,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
47,140,30481,false,30,32,30.378,1.289,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,22.082,151.512,393.358,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,6.71,6,,1.246,3,,22.09,1,,0.249,0.957,0.836,4.389,0,0.05,7,2400,false,done,1,1,1,full,0.4235,0.1494,0.249,0.0251,0,0.1494,0.1494,0.249,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.177,12,false,false,false,0,0,0,0.379,0.022,0,0.002,0.006,0.433,0.024,cover,skipped_no_dirty,1.802,0,0,1.762,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
48,141,30489,true,30,1,0.475,0.008,0,,,,,0,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.249,0.957,0.836,4.389,0,0.05,7,2400,false,done,1,1,1,full,0.4235,0.1494,0.249,0.0251,0,0.1494,0.1494,0.249,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.177,12,false,false,false,0,0,0,0.379,0.022,0,0.002,0.006,0.433,0.024,cover,skipped_no_dirty,1.802,0,0,1.762,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
49,142,30666,true,30,134,133.987,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,125.556,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.226,0.64,0.818,4.486,0,0.051,7,2400,false,done,1,1,1,full,0.4235,0.1494,0.249,0.0251,0,0.1494,0.1494,0.249,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.177,12,false,false,false,0,0,0,0.379,0.022,0,0.002,0.006,0.433,0.024,cover,skipped_no_dirty,1.594,0,0,1.557,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
50,143,30807,true,30,137,137.186,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,129.829,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.257,0.995,0.971,4.457,0,0.051,7,2400,false,done,1,1,1,full,0.4235,0.1494,0.249,0.0251,0,0.1494,0.1494,0.249,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.177,12,false,false,false,0,0,0,0.379,0.022,0,0.002,0.006,0.433,0.024,cover,skipped_no_dirty,1.594,0,0,1.557,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
51,144,30811,true,30,1,0.254,0.005,0,,,,,0,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.257,0.995,0.971,4.457,0,0.051,7,2400,false,done,1,1,1,full,0.4235,0.1494,0.249,0.0251,0,0.1494,0.1494,0.249,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.177,12,false,false,false,0,0,0,0.379,0.022,0,0.002,0.006,0.433,0.024,cover,skipped_no_dirty,1.594,0,0,1.557,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
52,145,30901,false,30,35,33.29,1.506,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,24.37,151.512,393.358,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,7.143,6,,1.386,3,,24.378,1,,0.248,1.044,0.837,4.741,0,0.051,7,2400,false,done,1,1,1,full,0.4912,0.2354,0.228,0.0278,0,0.2354,0.2354,0.228,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.315,12,false,false,false,0,0,0,0.446,0.022,0,0.003,0.007,0.501,0.023,cover,skipped_no_dirty,1.594,0,0,1.557,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
53,146,30910,true,30,0,0.275,0.005,0,,,,,0,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.248,1.044,0.837,4.741,0,0.051,7,2400,false,done,1,1,1,full,0.4912,0.2354,0.228,0.0278,0,0.2354,0.2354,0.228,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.315,12,false,false,false,0,0,0,0.446,0.022,0,0.003,0.007,0.501,0.023,cover,skipped_no_dirty,1.594,0,0,1.557,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
54,147,31090,true,30,124,123.947,0.017,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,116.058,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.224,0.603,0.782,4.131,0,0.048,6,2400,false,done,1,1,1,full,0.4912,0.2354,0.228,0.0278,0,0.2354,0.2354,0.228,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.315,12,false,false,false,0,0,0,0.446,0.022,0,0.003,0.007,0.501,0.023,cover,skipped_no_dirty,1.5,0,0,1.463,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
55,148,31225,true,30,132,131.389,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,124.822,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.251,0.847,0.786,4.045,0,0.049,6,2400,false,done,1,1,1,full,0.4912,0.2354,0.228,0.0278,0,0.2354,0.2354,0.228,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.315,12,false,false,false,0,0,0,0.446,0.022,0,0.003,0.007,0.501,0.023,cover,skipped_no_dirty,1.5,0,0,1.463,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
56,149,31228,true,32,0,0.26,0.005,0,,,,,0,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.251,0.847,0.786,4.045,0,0.049,6,2400,false,done,1,1,1,full,0.4912,0.2354,0.228,0.0278,0,0.2354,0.2354,0.228,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.315,12,false,false,false,0,0,0,0.446,0.022,0,0.003,0.007,0.501,0.023,cover,skipped_no_dirty,1.5,0,0,1.463,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
57,150,31300,false,32,33,31.733,1.414,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,22.219,151.512,393.358,0,0,0,policy_gated,0,0,policy_gated,0.395,1,,7.039,6,,1.344,3,,22.227,1,,0.252,1.131,0.922,4.464,0,0.053,7,2400,false,done,1,1,1,full,0.4457,0.1488,0.266,0.0309,0,0.1488,0.1488,0.266,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.26,12,false,false,false,0,0,0,0.42,0.024,0,0.003,0.007,0.483,0.029,cover,skipped_no_dirty,1.5,0,0,1.463,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
58,151,31318,true,32,0,0.367,0.014,0,,,,,0,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.252,1.131,0.922,4.464,0,0.053,7,2400,false,done,1,1,1,full,0.4457,0.1488,0.266,0.0309,0,0.1488,0.1488,0.266,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.26,12,false,false,false,0,0,0,0.42,0.024,0,0.003,0.007,0.483,0.029,cover,skipped_no_dirty,1.5,0,0,1.463,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
59,152,31478,true,32,128,127.818,0.017,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,109.614,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.23,0.675,0.743,10.86,0,0.059,13,2400,false,done,1,1,1,full,0.4457,0.1488,0.266,0.0309,0,0.1488,0.1488,0.266,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.26,12,false,false,false,0,0,0,0.42,0.024,0,0.003,0.007,0.483,0.029,cover,skipped_no_dirty,1.689,0,0,1.648,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
60,153,31616,true,32,135,135.186,0.018,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,127.159,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.187,0.831,0.784,4.038,0,0.048,6,2400,false,done,1,1,1,full,0.4457,0.1488,0.266,0.0309,0,0.1488,0.1488,0.266,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.26,12,false,false,false,0,0,0,0.42,0.024,0,0.003,0.007,0.483,0.029,cover,skipped_no_dirty,1.689,0,0,1.648,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
61,154,31648,true,32,28,27.844,0.007,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,20.85,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.187,0.882,0.813,4.23,0,0.049,6,2400,false,done,1,1,1,full,0.4457,0.1488,0.266,0.0309,0,0.1488,0.1488,0.266,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.26,12,false,false,false,0,0,0,0.42,0.024,0,0.003,0.007,0.483,0.029,cover,skipped_no_dirty,1.689,0,0,1.648,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
62,155,31659,true,32,8,7.774,0.005,0.001,season_refresh,stage_2_redecide,cursor_0,micro,7.507,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.187,0.882,0.813,4.23,0,0.049,6,2400,false,done,1,1,1,full,0.4457,0.1488,0.266,0.0309,0,0.1488,0.1488,0.266,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.26,12,false,false,false,0,0,0,0.42,0.024,0,0.003,0.007,0.483,0.029,cover,skipped_no_dirty,1.689,0,0,1.648,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
63,156,31823,false,32,144,142.901,1.498,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,127.085,151.512,393.358,0,1.452,1,,0,0,policy_gated,6.181,1,,6.373,6,,1.404,3,,127.105,1,,0.192,0.704,0.83,4.35,0,0.069,7,2400,false,done,1,1,1,full,0.4284,0.1515,0.25,0.0269,0,0.1515,0.1515,0.25,0.003,0.002,0,0.001,0,0,0,0.0044,0.0252,0,0,0.0187,1.331,12,true,true,true,0,0,0,0.42,0.142,0,0.003,0.007,0.594,0.022,cover,skipped_no_dirty,1.689,0,0,1.648,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
64,157,31846,true,32,17,16.993,0.014,0,season_refresh,stage_4_veg_feedback,cursor_0,micro,16.475,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.192,0.704,0.83,4.35,0,0.069,7,2400,false,done,1,1,1,full,0.4284,0.1515,0.25,0.0269,0,0.1515,0.1515,0.25,0.003,0.002,0,0.001,0,0,0,0.0044,0.0252,0,0,0.0187,1.331,12,true,true,true,0,0,0,0.42,0.142,0,0.003,0.007,0.594,0.022,cover,skipped_no_dirty,1.689,0,0,1.648,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
65,158,32023,true,32,139,139.488,0.017,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,129.421,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.264,0.686,0.797,4.145,0,0.049,6,2400,false,done,1,1,1,full,0.4284,0.1515,0.25,0.0269,0,0.1515,0.1515,0.25,0.003,0.002,0,0.001,0,0,0,0.0044,0.0252,0,0,0.0187,1.331,12,true,true,true,0,0,0,0.42,0.142,0,0.003,0.007,0.594,0.022,cover,skipped_no_dirty,1.272,0,0,1.236,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
66,159,32029,true,32,3,2.503,0.005,0,season_refresh,stage_6_mangrove,cursor_0,stage,2.234,151.512,393.358,0,,,,,,,,,,,,,,,,,,,0.264,0.686,0.797,4.145,0,0.049,6,2400,false,done,1,1,1,full,0.4284,0.1515,0.25,0.0269,0,0.1515,0.1515,0.25,0.003,0.002,0,0.001,0,0,0,0.0044,0.0252,0,0,0.0187,1.331,12,true,true,true,0,0,0,0.42,0.142,0,0.003,0.007,0.594,0.022,cover,skipped_no_dirty,1.272,0,0,1.236,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
67,160,32119,false,23,36,33.592,1.906,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,22.588,148.333,393.358,0,2.821,1,,0,0,policy_gated,0,0,policy_gated,6.369,6,,1.22,3,,22.627,1,,0.243,0.717,0.803,4.342,0,0.048,7,2400,false,done,1,1,1,full,0.4185,0.1705,0.221,0.027,0,0.1705,0.1705,0.221,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.156,12,false,false,false,0,0,0,0.362,0.019,0,0.003,0.007,0.413,0.022,cover,skipped_no_dirty,1.272,0,0,1.236,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
68,161,32131,true,23,4,3.451,0.006,0.001,season_refresh,stage_8_swamp,cursor_0,stage,3.106,148.333,393.358,0,,,,,,,,,,,,,,,,,,,0.243,0.717,0.803,4.342,0,0.048,7,2400,false,done,1,1,1,full,0.4185,0.1705,0.221,0.027,0,0.1705,0.1705,0.221,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.156,12,false,false,false,0,0,0,0.362,0.019,0,0.003,0.007,0.413,0.022,cover,skipped_no_dirty,1.272,0,0,1.236,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
69,162,32338,true,23,154,153.966,0.018,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,129.165,148.333,393.358,0,,,,,,,,,,,,,,,,,,,0.224,0.735,0.782,4.329,0,0.052,6,2400,false,done,1,1,1,full,0.4185,0.1705,0.221,0.027,0,0.1705,0.1705,0.221,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.156,12,false,false,false,0,0,0,0.362,0.019,0,0.003,0.007,0.413,0.022,cover,cached_full_update,13.112,806,185203,11.503,0.004,1.579,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
70,163,32341,true,23,0,0.306,0.005,0,season_refresh,stage_10_atlas_queue,cursor_0,stage,0.03,148.333,393.358,0,,,,,,,,,,,,,,,,,,,0.224,0.735,0.782,4.329,0,0.052,6,2400,false,done,1,1,1,full,0.4185,0.1705,0.221,0.027,0,0.1705,0.1705,0.221,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.156,12,false,false,false,0,0,0,0.362,0.019,0,0.003,0.007,0.413,0.022,cover,cached_full_update,13.112,806,185203,11.503,0.004,1.579,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
71,164,32565,true,23,164,163.778,0.015,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,136.188,148.333,393.358,0,,,,,,,,,,,,,,,,,,,0.263,1,1.199,4.657,0,0.055,7,2400,false,done,1,1,1,full,0.4185,0.1705,0.221,0.027,0,0.1705,0.1705,0.221,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.156,12,false,false,false,0,0,0,0.362,0.019,0,0.003,0.007,0.413,0.022,biome,cached_full_update,19.495,1099,252628,17.723,0.005,1.738,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
72,165,32569,true,23,1,0.286,0.004,0.001,,,,,0,148.333,393.358,0,,,,,,,,,,,,,,,,,,,0.263,1,1.199,4.657,0,0.055,7,2400,false,done,1,1,1,full,0.4185,0.1705,0.221,0.027,0,0.1705,0.1705,0.221,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.156,12,false,false,false,0,0,0,0.362,0.019,0,0.003,0.007,0.413,0.022,biome,cached_full_update,19.495,1099,252628,17.723,0.005,1.738,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
73,166,32649,true,23,32,31.365,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,23.338,148.333,393.358,0,,,,,,,,,,,,,,,,,,,0.246,1.068,0.85,5.177,0,0.063,8,2400,false,done,1,1,1,full,0.4185,0.1705,0.221,0.027,0,0.1705,0.1705,0.221,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.156,12,false,false,false,0,0,0,0.362,0.019,0,0.003,0.007,0.413,0.022,biome,cached_full_update,19.495,1099,252628,17.723,0.005,1.738,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
74,167,32656,true,23,0,0.285,0.005,0,,,,,0,148.333,393.358,0,,,,,,,,,,,,,,,,,,,0.246,1.068,0.85,5.177,0,0.063,8,2400,false,done,1,1,1,full,0.4185,0.1705,0.221,0.027,0,0.1705,0.1705,0.221,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.156,12,false,false,false,0,0,0,0.362,0.019,0,0.003,0.007,0.413,0.022,biome,cached_full_update,19.495,1099,252628,17.723,0.005,1.738,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
75,168,32858,true,23,140,140.459,0.018,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,133.004,148.333,393.358,0,,,,,,,,,,,,,,,,,,,0.272,1.072,0.877,4.478,0,0.052,7,2400,false,done,1,1,1,full,0.4185,0.1705,0.221,0.027,0,0.1705,0.1705,0.221,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.156,12,false,false,false,0,0,0,0.362,0.019,0,0.003,0.007,0.413,0.022,biome,cached_full_update,19.495,1099,252628,17.723,0.005,1.738,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
76,169,32862,true,23,1,0.257,0.004,0.001,,,,,0,148.333,393.358,0,,,,,,,,,,,,,,,,,,,0.272,1.072,0.877,4.478,0,0.052,7,2400,false,done,1,1,1,full,0.4185,0.1705,0.221,0.027,0,0.1705,0.1705,0.221,0.003,0.002,0,0.001,0,0,0,0,0,0,0,0,1.156,12,false,false,false,0,0,0,0.362,0.019,0,0.003,0.007,0.413,0.022,biome,cached_full_update,19.495,1099,252628,17.723,0.005,1.738,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
77,170,33065,false,23,147,145.275,1.563,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,135.841,148.333,393.358,0,0,0,policy_gated,0,0,policy_gated,0.4,1,,6.769,6,,1.814,3,,135.858,1,,0.242,1.043,0.839,4.385,0,0.05,7,2400,false,done,1,1,1,full,0.5425,0.2569,0.251,0.0346,0,0.2569,0.2569,0.251,0.003,0.001,0,0.001,0,0,0,0,0,0,0,0,1.743,12,false,false,false,0,0,0,0.861,0.021,0,0.003,0.007,0.915,0.023,biome,cached_full_update,19.495,1099,252628,17.723,0.005,1.738,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived
