row_idx,tick_idx,timestamp_ms,was_skipped_day,fps,fast_ms,t_sus_ms,t_render_ms,t_ui_ms,largest_slice_job,largest_slice_stage,largest_slice_substage,largest_slice_path,largest_slice_ms,sus_sim_p95_300,sus_sim_max_300,over_1ms_count_300,j_season_refresh_ms,j_season_refresh_slices,j_season_refresh_skip,j_enum_atlas_upload_ms,j_enum_atlas_upload_slices,j_enum_atlas_upload_skip,j_ocean_currents_ms,j_ocean_currents_slices,j_ocean_currents_skip,j_refresh_climate_daily_ms,j_refresh_climate_daily_slices,j_refresh_climate_daily_skip,j_weather_refresh_ms,j_weather_refresh_slices,j_weather_refresh_skip,j_dynamic_visual_atlas_upload_ms,j_dynamic_visual_atlas_upload_slices,j_dynamic_visual_atlas_upload_skip,bd_climate_pass_a_ms,bd_climate_pass_b_ms,bd_climate_ocean_ms,bd_climate_sea_ice_ms,bd_climate_ice_bake_ms,bd_climate_transp_ms,bd_climate_total_ms,bd_climate_cells,bd_climate_partial,bd_climate_current_pass,bd_climate_progress_ratio,bd_climate_dirty_ratio,bd_climate_visited_ratio,bd_climate_pass_b_path,bd_climate_pa_pushed_cells,bd_climate_pa_total_cells,bd_climate_pa_push_ratio,bd_weather_weather_tick_ms,bd_weather_advance_ms,bd_weather_spawn_ms,bd_weather_distribute_ms,bd_weather_cyclone_ms,bd_weather_field_solve_ms,bd_weather_field_solve_total_ms,bd_weather_field_summary_ms,bd_weather_field_commit_total_ms,bd_weather_field_commit_setup_ms,bd_weather_field_commit_loop_ms,bd_weather_field_commit_dc_ms,bd_weather_field_commit_convergence_ms,bd_weather_weather_field_bake_ms,bd_weather_transp_ms,bd_weather_albedo_ms,bd_weather_veg_dyn_ms,bd_weather_cover_rebake_ms,bd_weather_veg_rebake_ms,bd_weather_feedback_ms,bd_weather_total_ms,bd_weather_fronts,bd_weather_albedo_ran,bd_weather_veg_dyn_ran,bd_weather_feedback_ran,bd_weather_begin_stage_a_ms,bd_weather_run_stage_a_slice_ms,bd_weather_stage_a_direct_ms,bd_weather_commit_stage_a_ms,bd_weather_stage_b_outer_ms,bd_weather_sync_fronts_ms,bd_weather_soak_dump_ms,bd_weather_prelude_ms,bd_weather_job_total_ms,bd_weather_job_unattributed_ms,bd_enum_atlas_axis,bd_enum_atlas_path,bd_enum_atlas_elapsed_ms,bd_enum_atlas_dirty_cells,bd_enum_atlas_dirty_pixels,bd_enum_atlas_buffer_patch_ms,bd_enum_atlas_image_ms,bd_enum_atlas_upload_ms,bd_enum_atlas_cache_valid,bd_enum_atlas_biome_pending,bd_enum_atlas_cover_pending,bd_enum_atlas_vegetation_pending,bd_sea_ice_atlas_done,bd_sea_ice_atlas_phase,bd_sea_ice_atlas_stage_name,bd_sea_ice_atlas_elapsed_ms,bd_sea_ice_atlas_reason,bd_dynamic_visual_atlas_done,bd_dynamic_visual_atlas_work_done,bd_dynamic_visual_atlas_elapsed_ms,bd_dynamic_visual_atlas_progress_ratio,bd_dynamic_visual_atlas_phase,bd_dynamic_visual_atlas_stage_name,bd_dynamic_visual_atlas_current_phase,bd_dynamic_visual_atlas_phase_cursor,bd_dynamic_visual_atlas_ticks_used,bd_dynamic_visual_atlas_total_ticks_used,bd_dynamic_visual_atlas_mask_path,bd_dynamic_visual_atlas_mask_dirty_count,bd_dynamic_visual_atlas_dirty_reason,bd_dynamic_visual_atlas_dirty_noop,bd_dynamic_visual_atlas_dirty_mask_available,bd_dynamic_visual_atlas_dirty_source,bd_dynamic_visual_atlas_max_cells_per_tick,bd_dynamic_visual_atlas_time_check_cells_per_step,bd_dynamic_visual_atlas_cpp_time_check_cells_per_step,bd_dynamic_visual_atlas_slice_budget_ms,bd_dynamic_visual_atlas_dynamic_dirty_cells,bd_dynamic_visual_atlas_dynamic_ms,bd_dynamic_visual_atlas_dynamic_prepare_ms,bd_dynamic_visual_atlas_dynamic_step_ms,bd_dynamic_visual_atlas_dynamic_finalize_ms,bd_dynamic_visual_atlas_dynamic_cells_considered,bd_dynamic_visual_atlas_dynamic_total_cells,bd_dynamic_visual_atlas_dynamic_pixels_written,bd_dynamic_visual_atlas_dynamic_cpp_calls,bd_dynamic_visual_atlas_dynamic_gd_calls,bd_dynamic_visual_atlas_dynamic_empty_calls,bd_dynamic_visual_atlas_dynamic_source,bd_dynamic_visual_atlas_dynamic_path,bd_dynamic_visual_atlas_dynamic_fallback_reason,bd_dynamic_visual_atlas_ecology_dirty_cells,bd_dynamic_visual_atlas_ecology_ms,bd_dynamic_visual_atlas_ecology_prepare_ms,bd_dynamic_visual_atlas_ecology_step_ms,bd_dynamic_visual_atlas_ecology_finalize_ms,bd_dynamic_visual_atlas_ecology_cells_considered,bd_dynamic_visual_atlas_ecology_total_cells,bd_dynamic_visual_atlas_ecology_pixels_written,bd_dynamic_visual_atlas_ecology_cpp_calls,bd_dynamic_visual_atlas_ecology_gd_calls,bd_dynamic_visual_atlas_ecology_empty_calls,bd_dynamic_visual_atlas_ecology_source,bd_dynamic_visual_atlas_ecology_path,bd_dynamic_visual_atlas_ecology_fallback_reason,bd_dynamic_visual_atlas_smooth_dirty_cells,bd_dynamic_visual_atlas_smooth_ms,bd_dynamic_visual_atlas_smooth_prepare_ms,bd_dynamic_visual_atlas_smooth_step_ms,bd_dynamic_visual_atlas_smooth_finalize_ms,bd_dynamic_visual_atlas_smooth_cells_considered,bd_dynamic_visual_atlas_smooth_total_cells,bd_dynamic_visual_atlas_smooth_pixels_written,bd_dynamic_visual_atlas_smooth_cpp_calls,bd_dynamic_visual_atlas_smooth_gd_calls,bd_dynamic_visual_atlas_smooth_empty_calls,bd_dynamic_visual_atlas_smooth_source,bd_dynamic_visual_atlas_smooth_path,bd_dynamic_visual_atlas_smooth_fallback_reason,bd_dynamic_visual_atlas_ice_dirty_cells,bd_dynamic_visual_atlas_ice_ms,bd_dynamic_visual_atlas_ice_prepare_ms,bd_dynamic_visual_atlas_ice_step_ms,bd_dynamic_visual_atlas_ice_finalize_ms,bd_dynamic_visual_atlas_ice_cells_considered,bd_dynamic_visual_atlas_ice_total_cells,bd_dynamic_visual_atlas_ice_pixels_written,bd_dynamic_visual_atlas_ice_cpp_calls,bd_dynamic_visual_atlas_ice_gd_calls,bd_dynamic_visual_atlas_ice_empty_calls,bd_dynamic_visual_atlas_ice_source,bd_dynamic_visual_atlas_ice_path,bd_dynamic_visual_atlas_ice_fallback_reason
146,328,29132,false,60,29,27.353,1.216,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,11.734,26.418,36.027,0,0.139,1,,7.724,1,,0,0,policy_gated,5.551,6,,1.645,3,,11.75,1,,0.197,0.709,0.645,3.676,0,0.09,6,2400,false,done,1,1,1,full,0,0,1,0.3606,0.1146,0.215,0.031,0,0.1146,0.1146,0.215,0.003,0.001,0,0.001,0,0,0,0,0,0,0,0,1.567,12,false,false,false,0,0,0,0.619,0.021,0,0.004,0.011,0.676,0.021,biome,cached_full_update,7.685,501,115229,6.396,0.005,1.251,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,11.658,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,5.38,0.033,4.918,0.363,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,5.154,0.776,4.335,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
147,329,29141,true,60,1,0.421,0.005,0.001,,,,,0,26.418,36.027,0,,,,,,,,,,,,,,,,,,,0.197,0.709,0.645,3.676,0,0.09,6,2400,false,done,1,1,1,full,0,0,1,0.3606,0.1146,0.215,0.031,0,0.1146,0.1146,0.215,0.003,0.001,0,0.001,0,0,0,0,0,0,0,0,1.567,12,false,false,false,0,0,0,0.619,0.021,0,0.004,0.011,0.676,0.021,biome,cached_full_update,7.685,501,115229,6.396,0.005,1.251,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,11.658,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,5.38,0.033,4.918,0.363,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,5.154,0.776,4.335,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
148,330,29223,true,60,21,21.108,0.015,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,13.004,26.418,36.027,0,,,,,,,,,,,,,,,,,,,0.183,0.654,0.619,3.48,0,0.061,6,2400,false,done,1,1,1,full,0,0,1,0.3606,0.1146,0.215,0.031,0,0.1146,0.1146,0.215,0.003,0.001,0,0.001,0,0,0,0,0,0,0,0,1.567,12,false,false,false,0,0,0,0.619,0.021,0,0.004,0.011,0.676,0.021,cover,skipped_no_dirty,1.728,0,0,1.674,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,12.909,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,5.38,0.033,4.918,0.363,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,7.749,0.776,6.489,0.414,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,10.16,3.242,6.517,0.326,2400,2400,0,5,0,0,dirty_decay_one_hop,cpp,,0,0.021,0.013,0,0.006,0,0,0,0,0,0,dirty_no_water_intersection,,
149,331,29254,true,60,1,0.412,0.006,0,,,,,0,26.418,36.027,0,,,,,,,,,,,,,,,,,,,0.183,0.654,0.619,3.48,0,0.061,6,2400,false,done,1,1,1,full,0,0,1,0.3606,0.1146,0.215,0.031,0,0.1146,0.1146,0.215,0.003,0.001,0,0.001,0,0,0,0,0,0,0,0,1.567,12,false,false,false,0,0,0,0.619,0.021,0,0.004,0.011,0.676,0.021,cover,skipped_no_dirty,1.728,0,0,1.674,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,12.909,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,5.38,0.033,4.918,0.363,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,7.749,0.776,6.489,0.414,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,10.16,3.242,6.517,0.326,2400,2400,0,5,0,0,dirty_decay_one_hop,cpp,,0,0.021,0.013,0,0.006,0,0,0,0,0,0,dirty_no_water_intersection,,
150,332,29323,true,60,20,20.675,0.015,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,11.702,26.161,36.027,0,,,,,,,,,,,,,,,,,,,0.184,0.75,0.714,3.728,0,0.075,5,2400,false,done,1,1,1,full,0,0,1,0.3606,0.1146,0.215,0.031,0,0.1146,0.1146,0.215,0.003,0.001,0,0.001,0,0,0,0,0,0,0,0,1.567,12,false,false,false,0,0,0,0.619,0.021,0,0.004,0.011,0.676,0.021,cover,skipped_no_dirty,1.728,0,0,1.674,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,11.58,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,4.957,0.029,4.508,0.355,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,5.517,0.884,4.566,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
151,333,29358,true,60,0,0.4,0.005,0,,,,,0,26.161,36.027,0,,,,,,,,,,,,,,,,,,,0.184,0.75,0.714,3.728,0,0.075,5,2400,false,done,1,1,1,full,0,0,1,0.3606,0.1146,0.215,0.031,0,0.1146,0.1146,0.215,0.003,0.001,0,0.001,0,0,0,0,0,0,0,0,1.567,12,false,false,false,0,0,0,0.619,0.021,0,0.004,0.011,0.676,0.021,cover,skipped_no_dirty,1.728,0,0,1.674,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,11.58,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,4.957,0.029,4.508,0.355,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,5.517,0.884,4.566,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
152,334,29422,true,60,20,20.407,0.015,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,13.25,25.916,36.027,0,,,,,,,,,,,,,,,,,,,0.183,0.952,0.729,3.563,0,0.083,6,2400,false,done,1,1,1,full,0,0,1,0.3606,0.1146,0.215,0.031,0,0.1146,0.1146,0.215,0.003,0.001,0,0.001,0,0,0,0,0,0,0,0,1.567,12,false,false,false,0,0,0,0.619,0.021,0,0.004,0.011,0.676,0.021,cover,skipped_no_dirty,1.728,0,0,1.674,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,13.151,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,4.957,0.029,4.508,0.355,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,7.888,0.884,6.532,0.379,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,10.635,3.371,6.762,0.417,2400,2400,0,5,0,0,dirty_decay_one_hop,cpp,,0,0.023,0.013,0,0.007,0,0,0,0,0,0,dirty_no_water_intersection,,
153,335,29452,true,60,0,0.395,0.005,0,,,,,0,25.916,36.027,0,,,,,,,,,,,,,,,,,,,0.183,0.952,0.729,3.563,0,0.083,6,2400,false,done,1,1,1,full,0,0,1,0.3606,0.1146,0.215,0.031,0,0.1146,0.1146,0.215,0.003,0.001,0,0.001,0,0,0,0,0,0,0,0,1.567,12,false,false,false,0,0,0,0.619,0.021,0,0.004,0.011,0.676,0.021,cover,skipped_no_dirty,1.728,0,0,1.674,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,13.151,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,4.957,0.029,4.508,0.355,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,7.888,0.884,6.532,0.379,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,10.635,3.371,6.762,0.417,2400,2400,0,5,0,0,dirty_decay_one_hop,cpp,,0,0.023,0.013,0,0.007,0,0,0,0,0,0,dirty_no_water_intersection,,
154,336,29521,false,60,19,17.986,1.058,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,10.571,25.916,36.027,0,0,0,policy_gated,0,0,policy_gated,0.142,1,,5.54,6,,1.259,3,,10.585,1,,0.156,0.771,0.712,3.613,0,0.065,6,2400,false,done,1,1,1,full,0,0,1,0.3813,0.1583,0.197,0.026,0,0.1583,0.1583,0.197,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.196,12,false,false,false,0,0,0,0.353,0.017,0,0.003,0.009,0.401,0.019,cover,skipped_no_dirty,1.728,0,0,1.674,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,10.501,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,4.71,0.029,4.301,0.326,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,4.74,0.701,3.998,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
155,337,29553,true,60,1,0.416,0.006,0,,,,,0,25.916,36.027,0,,,,,,,,,,,,,,,,,,,0.156,0.771,0.712,3.613,0,0.065,6,2400,false,done,1,1,1,full,0,0,1,0.3813,0.1583,0.197,0.026,0,0.1583,0.1583,0.197,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.196,12,false,false,false,0,0,0,0.353,0.017,0,0.003,0.009,0.401,0.019,cover,skipped_no_dirty,1.728,0,0,1.674,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,10.501,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,4.71,0.029,4.301,0.326,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,4.74,0.701,3.998,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
156,338,29630,true,60,28,27.671,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,14.193,25.79,36.027,0,,,,,,,,,,,,,,,,,,,0.202,1.005,0.911,3.584,0,0.072,6,2400,false,done,1,1,1,full,0,0,1,0.3813,0.1583,0.197,0.026,0,0.1583,0.1583,0.197,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.196,12,false,false,false,0,0,0,0.353,0.017,0,0.003,0.009,0.401,0.019,cover,skipped_no_dirty,1.34,0,0,1.29,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,14.101,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,4.71,0.029,4.301,0.326,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,7.83,0.701,6.072,0.981,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,10.797,3.925,6.374,0.385,2400,2400,0,5,0,0,dirty_decay_one_hop,cpp,,0,0.021,0.013,0,0.006,0,0,0,0,0,0,dirty_no_water_intersection,,
157,339,29653,true,60,1,0.423,0.005,0,,,,,0,25.79,36.027,0,,,,,,,,,,,,,,,,,,,0.202,1.005,0.911,3.584,0,0.072,6,2400,false,done,1,1,1,full,0,0,1,0.3813,0.1583,0.197,0.026,0,0.1583,0.1583,0.197,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.196,12,false,false,false,0,0,0,0.353,0.017,0,0.003,0.009,0.401,0.019,cover,skipped_no_dirty,1.34,0,0,1.29,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,14.101,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,4.71,0.029,4.301,0.326,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,7.83,0.701,6.072,0.981,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,10.797,3.925,6.374,0.385,2400,2400,0,5,0,0,dirty_decay_one_hop,cpp,,0,0.021,0.013,0,0.006,0,0,0,0,0,0,dirty_no_water_intersection,,
158,340,29720,true,60,17,17.523,0.017,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,11.394,25.611,36.027,0,,,,,,,,,,,,,,,,,,,0.197,0.762,0.698,3.698,0,0.073,5,2400,false,done,1,1,1,full,0,0,1,0.3813,0.1583,0.197,0.026,0,0.1583,0.1583,0.197,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.196,12,false,false,false,0,0,0,0.353,0.017,0,0.003,0.009,0.401,0.019,cover,skipped_no_dirty,1.34,0,0,1.29,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,11.269,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,5.163,0.033,4.783,0.272,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,5.042,0.784,4.216,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
159,341,29753,true,60,1,0.431,0.007,0,,,,,0,25.611,36.027,0,,,,,,,,,,,,,,,,,,,0.197,0.762,0.698,3.698,0,0.073,5,2400,false,done,1,1,1,full,0,0,1,0.3813,0.1583,0.197,0.026,0,0.1583,0.1583,0.197,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.196,12,false,false,false,0,0,0,0.353,0.017,0,0.003,0.009,0.401,0.019,cover,skipped_no_dirty,1.34,0,0,1.29,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,11.269,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,5.163,0.033,4.783,0.272,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,5.042,0.784,4.216,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
160,342,29823,true,60,21,20.535,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,14.266,25.611,36.027,0,,,,,,,,,,,,,,,,,,,0.245,0.836,0.778,3.602,0,0.078,6,2400,false,done,1,1,1,full,0,0,1,0.3813,0.1583,0.197,0.026,0,0.1583,0.1583,0.197,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.196,12,false,false,false,0,0,0,0.353,0.017,0,0.003,0.009,0.401,0.019,cover,skipped_no_dirty,1.34,0,0,1.29,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,14.164,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,5.163,0.033,4.783,0.272,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,8.003,0.784,6.654,0.484,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,11.035,3.624,6.948,0.376,2400,2400,0,5,0,0,dirty_decay_one_hop,cpp,,0,0.022,0.014,0,0.007,0,0,0,0,0,0,dirty_no_water_intersection,,
161,343,29853,true,60,0,0.418,0.006,0,,,,,0,25.611,36.027,0,,,,,,,,,,,,,,,,,,,0.245,0.836,0.778,3.602,0,0.078,6,2400,false,done,1,1,1,full,0,0,1,0.3813,0.1583,0.197,0.026,0,0.1583,0.1583,0.197,0.002,0.001,0.001,0,0,0,0,0,0,0,0,0,1.196,12,false,false,false,0,0,0,0.353,0.017,0,0.003,0.009,0.401,0.019,cover,skipped_no_dirty,1.34,0,0,1.29,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,14.164,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,5.163,0.033,4.783,0.272,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,8.003,0.784,6.654,0.484,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,11.035,3.624,6.948,0.376,2400,2400,0,5,0,0,dirty_decay_one_hop,cpp,,0,0.022,0.014,0,0.007,0,0,0,0,0,0,dirty_no_water_intersection,,
162,344,29924,false,60,22,20.764,1.151,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,13.447,25.611,36.027,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,5.45,6,,1.294,3,,13.468,1,,0.21,0.779,0.705,3.465,0,0.068,5,2400,false,done,1,1,1,full,0,0,1,0.3227,0.1118,0.187,0.0239,0,0.1118,0.1118,0.187,0.003,0.002,0,0.001,0,0,0,0,0.0191,0,0,0,1.226,12,false,true,false,0,0,0,0.303,0.136,0,0.004,0.01,0.474,0.021,cover,skipped_no_dirty,1.34,0,0,1.29,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,13.362,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,5.962,0.028,5.277,0.596,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,6.334,0.946,5.312,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
163,345,29952,true,60,0,0.413,0.005,0.001,,,,,0,25.611,36.027,0,,,,,,,,,,,,,,,,,,,0.21,0.779,0.705,3.465,0,0.068,5,2400,false,done,1,1,1,full,0,0,1,0.3227,0.1118,0.187,0.0239,0,0.1118,0.1118,0.187,0.003,0.002,0,0.001,0,0,0,0,0.0191,0,0,0,1.226,12,false,true,false,0,0,0,0.303,0.136,0,0.004,0.01,0.474,0.021,cover,skipped_no_dirty,1.34,0,0,1.29,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,13.362,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,5.962,0.028,5.277,0.596,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,6.334,0.946,5.312,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,,,
164,346,30036,true,60,22,22.187,0.022,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,14.528,25.611,36.027,0,,,,,,,,,,,,,,,,,,,0.194,0.62,0.64,4.101,0,0.088,6,2400,false,done,1,1,1,full,0,0,1,0.3227,0.1118,0.187,0.0239,0,0.1118,0.1118,0.187,0.003,0.002,0,0.001,0,0,0,0,0.0191,0,0,0,1.226,12,false,true,false,0,0,0,0.303,0.136,0,0.004,0.01,0.474,0.021,cover,skipped_no_dirty,1.214,0,0,1.166,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,14.405,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,5.962,0.028,5.277,0.596,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,8.859,0.946,7.387,0.404,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,11.675,3.389,7.419,0.787,2400,2400,0,5,0,0,dirty_decay_one_hop,cpp,,0,0.03,0.018,0,0.009,0,0,0,0,0,0,dirty_no_water_intersection,,
165,347,30056,true,60,0,0.485,0.007,0,,,,,0,25.611,36.027,0,,,,,,,,,,,,,,,,,,,0.194,0.62,0.64,4.101,0,0.088,6,2400,false,done,1,1,1,full,0,0,1,0.3227,0.1118,0.187,0.0239,0,0.1118,0.1118,0.187,0.003,0.002,0,0.001,0,0,0,0,0.0191,0,0,0,1.226,12,false,true,false,0,0,0,0.303,0.136,0,0.004,0.01,0.474,0.021,cover,skipped_no_dirty,1.214,0,0,1.166,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,14.405,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,5.962,0.028,5.277,0.596,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,8.859,0.946,7.387,0.404,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,11.675,3.389,7.419,0.787,2400,2400,0,5,0,0,dirty_decay_one_hop,cpp,,0,0.03,0.018,0,0.009,0,0,0,0,0,0,dirty_no_water_intersection,,
