row_idx,tick_idx,timestamp_ms,was_skipped_day,fps,fast_ms,t_sus_ms,t_render_ms,t_ui_ms,largest_slice_job,largest_slice_stage,largest_slice_substage,largest_slice_path,largest_slice_ms,sus_sim_p95_300,sus_sim_max_300,over_1ms_count_300,j_season_refresh_ms,j_season_refresh_slices,j_season_refresh_skip,j_enum_atlas_upload_ms,j_enum_atlas_upload_slices,j_enum_atlas_upload_skip,j_ocean_currents_ms,j_ocean_currents_slices,j_ocean_currents_skip,j_refresh_climate_daily_ms,j_refresh_climate_daily_slices,j_refresh_climate_daily_skip,j_weather_refresh_ms,j_weather_refresh_slices,j_weather_refresh_skip,j_dynamic_visual_atlas_upload_ms,j_dynamic_visual_atlas_upload_slices,j_dynamic_visual_atlas_upload_skip,bd_climate_pass_a_ms,bd_climate_pass_b_ms,bd_climate_ocean_ms,bd_climate_sea_ice_ms,bd_climate_ice_bake_ms,bd_climate_transp_ms,bd_climate_total_ms,bd_climate_cells,bd_climate_partial,bd_climate_current_pass,bd_climate_progress_ratio,bd_climate_dirty_ratio,bd_climate_visited_ratio,bd_climate_pass_b_path,bd_weather_weather_tick_ms,bd_weather_advance_ms,bd_weather_spawn_ms,bd_weather_distribute_ms,bd_weather_cyclone_ms,bd_weather_field_solve_ms,bd_weather_field_solve_total_ms,bd_weather_field_summary_ms,bd_weather_field_commit_total_ms,bd_weather_field_commit_setup_ms,bd_weather_field_commit_loop_ms,bd_weather_field_commit_dc_ms,bd_weather_field_commit_convergence_ms,bd_weather_weather_field_bake_ms,bd_weather_transp_ms,bd_weather_albedo_ms,bd_weather_veg_dyn_ms,bd_weather_cover_rebake_ms,bd_weather_veg_rebake_ms,bd_weather_feedback_ms,bd_weather_total_ms,bd_weather_fronts,bd_weather_albedo_ran,bd_weather_veg_dyn_ran,bd_weather_feedback_ran,bd_weather_begin_stage_a_ms,bd_weather_run_stage_a_slice_ms,bd_weather_stage_a_direct_ms,bd_weather_commit_stage_a_ms,bd_weather_stage_b_outer_ms,bd_weather_sync_fronts_ms,bd_weather_soak_dump_ms,bd_weather_prelude_ms,bd_weather_job_total_ms,bd_weather_job_unattributed_ms,bd_enum_atlas_axis,bd_enum_atlas_path,bd_enum_atlas_elapsed_ms,bd_enum_atlas_dirty_cells,bd_enum_atlas_dirty_pixels,bd_enum_atlas_buffer_patch_ms,bd_enum_atlas_image_ms,bd_enum_atlas_upload_ms,bd_enum_atlas_cache_valid,bd_enum_atlas_biome_pending,bd_enum_atlas_cover_pending,bd_enum_atlas_vegetation_pending,bd_sea_ice_atlas_done,bd_sea_ice_atlas_phase,bd_sea_ice_atlas_stage_name,bd_sea_ice_atlas_elapsed_ms,bd_sea_ice_atlas_reason,bd_dynamic_visual_atlas_done,bd_dynamic_visual_atlas_work_done,bd_dynamic_visual_atlas_elapsed_ms,bd_dynamic_visual_atlas_progress_ratio,bd_dynamic_visual_atlas_phase,bd_dynamic_visual_atlas_stage_name,bd_dynamic_visual_atlas_current_phase,bd_dynamic_visual_atlas_phase_cursor,bd_dynamic_visual_atlas_ticks_used,bd_dynamic_visual_atlas_total_ticks_used,bd_dynamic_visual_atlas_mask_path,bd_dynamic_visual_atlas_mask_dirty_count,bd_dynamic_visual_atlas_max_cells_per_tick,bd_dynamic_visual_atlas_time_check_cells_per_step,bd_dynamic_visual_atlas_slice_budget_ms,bd_dynamic_visual_atlas_dynamic_dirty_cells,bd_dynamic_visual_atlas_dynamic_ms,bd_dynamic_visual_atlas_dynamic_prepare_ms,bd_dynamic_visual_atlas_dynamic_step_ms,bd_dynamic_visual_atlas_dynamic_finalize_ms,bd_dynamic_visual_atlas_dynamic_cells_considered,bd_dynamic_visual_atlas_dynamic_total_cells,bd_dynamic_visual_atlas_dynamic_pixels_written,bd_dynamic_visual_atlas_dynamic_cpp_calls,bd_dynamic_visual_atlas_dynamic_gd_calls,bd_dynamic_visual_atlas_dynamic_empty_calls,bd_dynamic_visual_atlas_dynamic_source,bd_dynamic_visual_atlas_dynamic_path,bd_dynamic_visual_atlas_dynamic_fallback_reason,bd_dynamic_visual_atlas_ecology_dirty_cells,bd_dynamic_visual_atlas_ecology_ms,bd_dynamic_visual_atlas_ecology_prepare_ms,bd_dynamic_visual_atlas_ecology_step_ms,bd_dynamic_visual_atlas_ecology_finalize_ms,bd_dynamic_visual_atlas_ecology_cells_considered,bd_dynamic_visual_atlas_ecology_total_cells,bd_dynamic_visual_atlas_ecology_pixels_written,bd_dynamic_visual_atlas_ecology_cpp_calls,bd_dynamic_visual_atlas_ecology_gd_calls,bd_dynamic_visual_atlas_ecology_empty_calls,bd_dynamic_visual_atlas_ecology_source,bd_dynamic_visual_atlas_ecology_path,bd_dynamic_visual_atlas_ecology_fallback_reason,bd_dynamic_visual_atlas_smooth_dirty_cells,bd_dynamic_visual_atlas_smooth_ms,bd_dynamic_visual_atlas_smooth_prepare_ms,bd_dynamic_visual_atlas_smooth_step_ms,bd_dynamic_visual_atlas_smooth_finalize_ms,bd_dynamic_visual_atlas_smooth_cells_considered,bd_dynamic_visual_atlas_smooth_pixels_written,bd_dynamic_visual_atlas_smooth_cpp_calls,bd_dynamic_visual_atlas_smooth_gd_calls,bd_dynamic_visual_atlas_smooth_empty_calls,bd_dynamic_visual_atlas_ice_dirty_cells,bd_dynamic_visual_atlas_ice_ms,bd_dynamic_visual_atlas_ice_prepare_ms,bd_dynamic_visual_atlas_ice_step_ms,bd_dynamic_visual_atlas_ice_finalize_ms,bd_dynamic_visual_atlas_ice_cells_considered,bd_dynamic_visual_atlas_ice_pixels_written,bd_dynamic_visual_atlas_ice_cpp_calls,bd_dynamic_visual_atlas_ice_gd_calls,bd_dynamic_visual_atlas_ice_empty_calls,bd_dynamic_visual_atlas_smooth_total_cells,bd_dynamic_visual_atlas_smooth_source,bd_dynamic_visual_atlas_smooth_path,bd_dynamic_visual_atlas_smooth_fallback_reason,bd_dynamic_visual_atlas_ice_total_cells,bd_dynamic_visual_atlas_ice_source,bd_dynamic_visual_atlas_ice_path,bd_dynamic_visual_atlas_ice_fallback_reason
73,135,25093,true,45,0,0.315,0.006,0,,,,,0,74.816,299.437,0,,,,,,,,,,,,,,,,,,,0.231,1.026,0.773,3.919,0,0.044,6,2400,false,done,1,1,1,full,0.3762,0.1405,0.211,0.0247,0,0.1405,0.1405,0.211,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.093,12,false,false,false,0,0,0,0.356,0.018,0,0.003,0.007,0.406,0.022,cover,skipped_no_dirty,1.602,0,0,1.567,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,60.708,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.47,0.065,30.871,0.51,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.18,0.131,37.443,0.577,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.634,0.155,38.774,0.678,2400,0,19,0,0,992,9.141,0.152,8.982,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
74,136,25137,true,45,21,21.135,0.011,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,12.727,74.816,299.437,0,,,,,,,,,,,,,,,,,,,0.25,0.794,0.823,4.097,0,0.044,6,2400,false,done,1,1,1,full,0.3762,0.1405,0.211,0.0247,0,0.1405,0.1405,0.211,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.093,12,false,false,false,0,0,0,0.356,0.018,0,0.003,0.007,0.406,0.022,cover,skipped_no_dirty,1.808,0,0,1.767,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,12.638,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,31.47,0.065,30.871,0.51,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.18,0.131,37.443,0.577,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.634,0.155,38.774,0.678,2400,0,19,0,0,2400,21.745,0.152,21.471,0.105,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
75,137,25166,true,45,0,0.335,0.006,0,,,,,0,74.816,299.437,0,,,,,,,,,,,,,,,,,,,0.25,0.794,0.823,4.097,0,0.044,6,2400,false,done,1,1,1,full,0.3762,0.1405,0.211,0.0247,0,0.1405,0.1405,0.211,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.093,12,false,false,false,0,0,0,0.356,0.018,0,0.003,0.007,0.406,0.022,cover,skipped_no_dirty,1.808,0,0,1.767,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,12.638,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,31.47,0.065,30.871,0.51,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.18,0.131,37.443,0.577,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.634,0.155,38.774,0.678,2400,0,19,0,0,2400,21.745,0.152,21.471,0.105,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
76,138,25280,true,45,64,64.479,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,57.78,74.816,299.437,0,,,,,,,,,,,,,,,,,,,0.253,1.017,0.793,3.995,0,0.046,6,2400,false,done,1,1,1,full,0.3762,0.1405,0.211,0.0247,0,0.1405,0.1405,0.211,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.093,12,false,false,false,0,0,0,0.356,0.018,0,0.003,0.007,0.406,0.022,cover,skipped_no_dirty,1.808,0,0,1.767,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,57.693,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,31.126,0.058,30.459,0.582,2400,2400,0,19,0,0,all_cells,cpp,,1696,26.312,0.127,26.162,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
77,139,25284,true,45,1,0.247,0.005,0,,,,,0,74.816,299.437,0,,,,,,,,,,,,,,,,,,,0.253,1.017,0.793,3.995,0,0.046,6,2400,false,done,1,1,1,full,0.3762,0.1405,0.211,0.0247,0,0.1405,0.1405,0.211,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.093,12,false,false,false,0,0,0,0.356,0.018,0,0.003,0.007,0.406,0.022,cover,skipped_no_dirty,1.808,0,0,1.767,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,57.693,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,31.126,0.058,30.459,0.582,2400,2400,0,19,0,0,all_cells,cpp,,1696,26.312,0.127,26.162,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
78,140,25383,true,45,67,67.175,0.018,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,60.54,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.232,1.012,0.788,3.983,0,0.044,6,2400,false,done,1,1,1,full,0.3762,0.1405,0.211,0.0247,0,0.1405,0.1405,0.211,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.093,12,false,false,false,0,0,0,0.356,0.018,0,0.003,0.007,0.406,0.022,cover,skipped_no_dirty,1.808,0,0,1.767,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,60.45,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.126,0.058,30.459,0.582,2400,2400,0,19,0,0,all_cells,cpp,,2400,37.874,0.127,37.114,0.598,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.46,0.15,38.764,0.52,2400,0,19,0,0,992,9.313,0.151,9.155,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
79,141,25386,true,45,0,0.248,0.004,0,,,,,0,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.232,1.012,0.788,3.983,0,0.044,6,2400,false,done,1,1,1,full,0.3762,0.1405,0.211,0.0247,0,0.1405,0.1405,0.211,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.093,12,false,false,false,0,0,0,0.356,0.018,0,0.003,0.007,0.406,0.022,cover,skipped_no_dirty,1.808,0,0,1.767,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,60.45,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.126,0.058,30.459,0.582,2400,2400,0,19,0,0,all_cells,cpp,,2400,37.874,0.127,37.114,0.598,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.46,0.15,38.764,0.52,2400,0,19,0,0,992,9.313,0.151,9.155,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
80,142,25439,false,45,23,21.252,1.276,0.204,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,13.086,73.077,299.437,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,6.64,6,,1.18,3,,13.094,1,,0.235,1.01,0.772,4.366,0,0.048,7,2400,false,done,1,1,1,full,0.3792,0.1402,0.213,0.026,0,0.1402,0.1402,0.213,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.111,12,false,false,false,0,0,0,0.366,0.02,0,0.002,0.007,0.418,0.023,cover,skipped_no_dirty,1.808,0,0,1.767,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,13.003,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,31.126,0.058,30.459,0.582,2400,2400,0,19,0,0,all_cells,cpp,,2400,37.874,0.127,37.114,0.598,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.46,0.15,38.764,0.52,2400,0,19,0,0,2400,22.282,0.151,21.95,0.164,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
81,143,25466,true,45,0,0.312,0.006,0,,,,,0,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.235,1.01,0.772,4.366,0,0.048,7,2400,false,done,1,1,1,full,0.3792,0.1402,0.213,0.026,0,0.1402,0.1402,0.213,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.111,12,false,false,false,0,0,0,0.366,0.02,0,0.002,0.007,0.418,0.023,cover,skipped_no_dirty,1.808,0,0,1.767,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,13.003,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,31.126,0.058,30.459,0.582,2400,2400,0,19,0,0,all_cells,cpp,,2400,37.874,0.127,37.114,0.598,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.46,0.15,38.764,0.52,2400,0,19,0,0,2400,22.282,0.151,21.95,0.164,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
82,144,25583,true,45,67,66.701,0.017,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,58.132,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.23,0.676,0.811,4.48,0,0.048,6,2400,false,done,1,1,1,full,0.3792,0.1402,0.213,0.026,0,0.1402,0.1402,0.213,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.111,12,false,false,false,0,0,0,0.366,0.02,0,0.002,0.007,0.418,0.023,cover,skipped_no_dirty,1.701,0,0,1.663,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,58.037,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,31.207,0.056,30.617,0.509,2400,2400,0,19,0,0,all_cells,cpp,,1696,26.577,0.144,26.414,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
83,145,25586,true,45,0,0.254,0.005,0,,,,,0,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.23,0.676,0.811,4.48,0,0.048,6,2400,false,done,1,1,1,full,0.3792,0.1402,0.213,0.026,0,0.1402,0.1402,0.213,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.111,12,false,false,false,0,0,0,0.366,0.02,0,0.002,0.007,0.418,0.023,cover,skipped_no_dirty,1.701,0,0,1.663,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,58.037,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,31.207,0.056,30.617,0.509,2400,2400,0,19,0,0,all_cells,cpp,,1696,26.577,0.144,26.414,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
84,146,25683,true,45,67,67.176,0.017,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,60.253,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.233,1.019,0.784,4.262,0,0.051,7,2400,false,done,1,1,1,full,0.3792,0.1402,0.213,0.026,0,0.1402,0.1402,0.213,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.111,12,false,false,false,0,0,0,0.366,0.02,0,0.002,0.007,0.418,0.023,cover,skipped_no_dirty,1.701,0,0,1.663,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,60.164,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.207,0.056,30.617,0.509,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.209,0.144,37.517,0.519,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.144,0.154,38.438,0.524,2400,0,19,0,0,992,9.268,0.146,9.111,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
85,147,25687,true,45,1,0.261,0.004,0.001,,,,,0,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.233,1.019,0.784,4.262,0,0.051,7,2400,false,done,1,1,1,full,0.3792,0.1402,0.213,0.026,0,0.1402,0.1402,0.213,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.111,12,false,false,false,0,0,0,0.366,0.02,0,0.002,0.007,0.418,0.023,cover,skipped_no_dirty,1.701,0,0,1.663,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,60.164,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.207,0.056,30.617,0.509,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.209,0.144,37.517,0.519,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.144,0.154,38.438,0.524,2400,0,19,0,0,992,9.268,0.146,9.111,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
86,148,25736,true,45,20,20.188,0.01,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,12.946,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.228,0.979,0.786,4.29,0,0.046,6,2400,false,done,1,1,1,full,0.3792,0.1402,0.213,0.026,0,0.1402,0.1402,0.213,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.111,12,false,false,false,0,0,0,0.366,0.02,0,0.002,0.007,0.418,0.023,cover,skipped_no_dirty,1.701,0,0,1.663,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,12.856,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,31.207,0.056,30.617,0.509,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.209,0.144,37.517,0.519,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.144,0.154,38.438,0.524,2400,0,19,0,0,2400,22.084,0.146,21.814,0.102,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
87,149,25766,true,45,0,0.319,0.006,0,,,,,0,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.228,0.979,0.786,4.29,0,0.046,6,2400,false,done,1,1,1,full,0.3792,0.1402,0.213,0.026,0,0.1402,0.1402,0.213,0.003,0.001,0.001,0.001,0,0,0,0,0,0,0,0,1.111,12,false,false,false,0,0,0,0.366,0.02,0,0.002,0.007,0.418,0.023,cover,skipped_no_dirty,1.701,0,0,1.663,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,12.856,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,31.207,0.056,30.617,0.509,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.209,0.144,37.517,0.519,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.144,0.154,38.438,0.524,2400,0,19,0,0,2400,22.084,0.146,21.814,0.102,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
88,150,25887,false,45,71,69.6,1.491,0.217,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,58.289,73.077,299.437,0,0,0,policy_gated,0,0,policy_gated,3.612,1,,5.674,6,,1.304,3,,58.306,1,,0.224,0.692,0.708,3.805,0,0.046,6,2400,false,done,1,1,1,full,0.4908,0.2146,0.251,0.0252,0,0.2146,0.2146,0.251,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.234,12,false,false,false,0,0,0,0.421,0.02,0,0.003,0.006,0.475,0.025,cover,skipped_no_dirty,1.701,0,0,1.663,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,58.2,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,31.316,0.057,30.727,0.51,2400,2400,0,19,0,0,all_cells,cpp,,1696,26.622,0.147,26.454,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
89,151,25894,true,45,1,0.256,0.006,0,,,,,0,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.224,0.692,0.708,3.805,0,0.046,6,2400,false,done,1,1,1,full,0.4908,0.2146,0.251,0.0252,0,0.2146,0.2146,0.251,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.234,12,false,false,false,0,0,0,0.421,0.02,0,0.003,0.006,0.475,0.025,cover,skipped_no_dirty,1.701,0,0,1.663,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,58.2,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,false,0,4096,128,800,2400,31.316,0.057,30.727,0.51,2400,2400,0,19,0,0,all_cells,cpp,,1696,26.622,0.147,26.454,0,1696,2400,0,14,0,0,all_cells,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
90,152,25974,true,45,70,69.756,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,60.415,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.216,0.686,0.858,4.152,0,0.046,7,2400,false,done,1,1,1,full,0.4908,0.2146,0.251,0.0252,0,0.2146,0.2146,0.251,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.234,12,false,false,false,0,0,0,0.421,0.02,0,0.003,0.006,0.475,0.025,cover,skipped_no_dirty,1.628,0,0,1.592,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,60.332,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.316,0.057,30.727,0.51,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.309,0.147,37.569,0.563,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.279,0.169,38.556,0.528,2400,0,19,0,0,992,9.253,0.158,9.088,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
91,153,25978,true,45,1,0.561,0.005,0,season_refresh,stage_0_moisture,cursor_0,stage,0.292,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.216,0.686,0.858,4.152,0,0.046,7,2400,false,done,1,1,1,full,0.4908,0.2146,0.251,0.0252,0,0.2146,0.2146,0.251,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.234,12,false,false,false,0,0,0,0.421,0.02,0,0.003,0.006,0.475,0.025,cover,skipped_no_dirty,1.628,0,0,1.592,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,8192,60.332,0.8,upload_phase_4,dynamic_visual_atlas_upload,4,992,2,2,false,0,4096,128,800,2400,31.316,0.057,30.727,0.51,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.309,0.147,37.569,0.563,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.279,0.169,38.556,0.528,2400,0,19,0,0,992,9.253,0.158,9.088,0,992,0,8,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
92,154,26036,true,45,20,20.039,0.013,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,12.948,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.185,1.039,0.903,4.04,0,0.045,6,2400,false,done,1,1,1,full,0.4908,0.2146,0.251,0.0252,0,0.2146,0.2146,0.251,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.234,12,false,false,false,0,0,0,0.421,0.02,0,0.003,0.006,0.475,0.025,cover,skipped_no_dirty,1.628,0,0,1.592,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,12.853,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,31.316,0.057,30.727,0.51,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.309,0.147,37.569,0.563,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.279,0.169,38.556,0.528,2400,0,19,0,0,2400,22.049,0.158,21.696,0.176,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
93,155,26074,true,52,7,7.517,0.007,0.001,season_refresh,stage_2_redecide,cursor_0,micro,7.151,73.077,299.437,0,,,,,,,,,,,,,,,,,,,0.185,1.039,0.903,4.04,0,0.045,6,2400,false,done,1,1,1,full,0.4908,0.2146,0.251,0.0252,0,0.2146,0.2146,0.251,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,1.234,12,false,false,false,0,0,0,0.421,0.02,0,0.003,0.006,0.475,0.025,cover,skipped_no_dirty,1.628,0,0,1.592,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,9600,12.853,1,upload,dynamic_visual_atlas_upload,5,0,3,3,false,0,4096,128,800,2400,31.316,0.057,30.727,0.51,2400,2400,0,19,0,0,all_cells,cpp,,2400,38.309,0.147,37.569,0.563,2400,2400,0,20,0,0,all_cells,cpp,,2400,39.279,0.169,38.556,0.528,2400,0,19,0,0,2400,22.049,0.158,21.696,0.176,2400,0,19,0,0,2400,all_cells,cpp,,2400,ice_default_source,cpp,
