row_idx,tick_idx,timestamp_ms,was_skipped_day,fps,fast_ms,t_sus_ms,t_render_ms,t_ui_ms,largest_slice_job,largest_slice_stage,largest_slice_substage,largest_slice_path,largest_slice_ms,sus_sim_p95_300,sus_sim_max_300,over_1ms_count_300,j_season_refresh_ms,j_season_refresh_slices,j_season_refresh_skip,j_enum_atlas_upload_ms,j_enum_atlas_upload_slices,j_enum_atlas_upload_skip,j_ocean_currents_ms,j_ocean_currents_slices,j_ocean_currents_skip,j_refresh_climate_daily_ms,j_refresh_climate_daily_slices,j_refresh_climate_daily_skip,j_weather_refresh_ms,j_weather_refresh_slices,j_weather_refresh_skip,j_dynamic_visual_atlas_upload_ms,j_dynamic_visual_atlas_upload_slices,j_dynamic_visual_atlas_upload_skip,bd_climate_pass_a_ms,bd_climate_pass_b_ms,bd_climate_ocean_ms,bd_climate_sea_ice_ms,bd_climate_ice_bake_ms,bd_climate_transp_ms,bd_climate_total_ms,bd_climate_cells,bd_climate_partial,bd_climate_current_pass,bd_climate_progress_ratio,bd_climate_dirty_ratio,bd_climate_visited_ratio,bd_climate_pass_b_path,bd_weather_weather_tick_ms,bd_weather_advance_ms,bd_weather_spawn_ms,bd_weather_distribute_ms,bd_weather_cyclone_ms,bd_weather_field_solve_ms,bd_weather_field_solve_total_ms,bd_weather_field_summary_ms,bd_weather_field_commit_total_ms,bd_weather_field_commit_setup_ms,bd_weather_field_commit_loop_ms,bd_weather_field_commit_dc_ms,bd_weather_field_commit_convergence_ms,bd_weather_weather_field_bake_ms,bd_weather_transp_ms,bd_weather_albedo_ms,bd_weather_veg_dyn_ms,bd_weather_cover_rebake_ms,bd_weather_veg_rebake_ms,bd_weather_feedback_ms,bd_weather_total_ms,bd_weather_fronts,bd_weather_albedo_ran,bd_weather_veg_dyn_ran,bd_weather_feedback_ran,bd_weather_begin_stage_a_ms,bd_weather_run_stage_a_slice_ms,bd_weather_stage_a_direct_ms,bd_weather_commit_stage_a_ms,bd_weather_stage_b_outer_ms,bd_weather_sync_fronts_ms,bd_weather_soak_dump_ms,bd_weather_prelude_ms,bd_weather_job_total_ms,bd_weather_job_unattributed_ms,bd_enum_atlas_axis,bd_enum_atlas_path,bd_enum_atlas_elapsed_ms,bd_enum_atlas_dirty_cells,bd_enum_atlas_dirty_pixels,bd_enum_atlas_buffer_patch_ms,bd_enum_atlas_image_ms,bd_enum_atlas_upload_ms,bd_enum_atlas_cache_valid,bd_enum_atlas_biome_pending,bd_enum_atlas_cover_pending,bd_enum_atlas_vegetation_pending,bd_sea_ice_atlas_done,bd_sea_ice_atlas_phase,bd_sea_ice_atlas_stage_name,bd_sea_ice_atlas_elapsed_ms,bd_sea_ice_atlas_reason,bd_dynamic_visual_atlas_done,bd_dynamic_visual_atlas_work_done,bd_dynamic_visual_atlas_elapsed_ms,bd_dynamic_visual_atlas_progress_ratio,bd_dynamic_visual_atlas_phase,bd_dynamic_visual_atlas_stage_name,bd_dynamic_visual_atlas_current_phase,bd_dynamic_visual_atlas_phase_cursor,bd_dynamic_visual_atlas_ticks_used,bd_dynamic_visual_atlas_total_ticks_used,bd_dynamic_visual_atlas_mask_path,bd_dynamic_visual_atlas_mask_dirty_count,bd_dynamic_visual_atlas_dirty_reason,bd_dynamic_visual_atlas_dirty_noop,bd_dynamic_visual_atlas_dirty_mask_available,bd_dynamic_visual_atlas_dirty_source,bd_dynamic_visual_atlas_max_cells_per_tick,bd_dynamic_visual_atlas_time_check_cells_per_step,bd_dynamic_visual_atlas_cpp_time_check_cells_per_step,bd_dynamic_visual_atlas_slice_budget_ms,bd_dynamic_visual_atlas_dynamic_dirty_cells,bd_dynamic_visual_atlas_dynamic_ms,bd_dynamic_visual_atlas_dynamic_prepare_ms,bd_dynamic_visual_atlas_dynamic_step_ms,bd_dynamic_visual_atlas_dynamic_finalize_ms,bd_dynamic_visual_atlas_dynamic_cells_considered,bd_dynamic_visual_atlas_dynamic_total_cells,bd_dynamic_visual_atlas_dynamic_pixels_written,bd_dynamic_visual_atlas_dynamic_cpp_calls,bd_dynamic_visual_atlas_dynamic_gd_calls,bd_dynamic_visual_atlas_dynamic_empty_calls,bd_dynamic_visual_atlas_dynamic_source,bd_dynamic_visual_atlas_dynamic_path,bd_dynamic_visual_atlas_dynamic_fallback_reason,bd_dynamic_visual_atlas_ecology_dirty_cells,bd_dynamic_visual_atlas_ecology_ms,bd_dynamic_visual_atlas_ecology_prepare_ms,bd_dynamic_visual_atlas_ecology_step_ms,bd_dynamic_visual_atlas_ecology_finalize_ms,bd_dynamic_visual_atlas_ecology_cells_considered,bd_dynamic_visual_atlas_ecology_total_cells,bd_dynamic_visual_atlas_ecology_pixels_written,bd_dynamic_visual_atlas_ecology_cpp_calls,bd_dynamic_visual_atlas_ecology_gd_calls,bd_dynamic_visual_atlas_ecology_empty_calls,bd_dynamic_visual_atlas_ecology_source,bd_dynamic_visual_atlas_ecology_path,bd_dynamic_visual_atlas_ecology_fallback_reason,bd_dynamic_visual_atlas_smooth_dirty_cells,bd_dynamic_visual_atlas_smooth_ms,bd_dynamic_visual_atlas_smooth_prepare_ms,bd_dynamic_visual_atlas_smooth_step_ms,bd_dynamic_visual_atlas_smooth_finalize_ms,bd_dynamic_visual_atlas_smooth_cells_considered,bd_dynamic_visual_atlas_smooth_pixels_written,bd_dynamic_visual_atlas_smooth_cpp_calls,bd_dynamic_visual_atlas_smooth_gd_calls,bd_dynamic_visual_atlas_smooth_empty_calls,bd_dynamic_visual_atlas_ice_dirty_cells,bd_dynamic_visual_atlas_ice_ms,bd_dynamic_visual_atlas_ice_prepare_ms,bd_dynamic_visual_atlas_ice_step_ms,bd_dynamic_visual_atlas_ice_finalize_ms,bd_dynamic_visual_atlas_ice_cells_considered,bd_dynamic_visual_atlas_ice_pixels_written,bd_dynamic_visual_atlas_ice_cpp_calls,bd_dynamic_visual_atlas_ice_gd_calls,bd_dynamic_visual_atlas_ice_empty_calls,bd_dynamic_visual_atlas_smooth_total_cells,bd_dynamic_visual_atlas_smooth_source,bd_dynamic_visual_atlas_smooth_path,bd_dynamic_visual_atlas_smooth_fallback_reason,bd_dynamic_visual_atlas_ice_total_cells,bd_dynamic_visual_atlas_ice_source,bd_dynamic_visual_atlas_ice_path,bd_dynamic_visual_atlas_ice_fallback_reason
177,783,92661,true,59,48,47.433,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,37.635,50.681,64.909,0,,,,,,,,,,,,,,,,,,,0.195,0.989,0.969,4.029,0,0.091,7,2400,false,done,1,1,1,full,0.4047,0.1544,0.219,0.0313,0,0.1544,0.1544,0.219,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.417,12,false,false,false,0,0,0,0.662,0.019,0,0.003,0.01,0.714,0.02,biome,cached_full_update,20.506,2087,479719,19.255,0.005,1.213,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,37.516,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.674,0.027,18.044,0.545,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,25.271,0.878,23.902,0.381,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,29.053,3.402,25.168,0.402,2400,0,5,0,0,0,0.025,0.016,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
178,784,92672,true,59,0,0.442,0.007,0.001,,,,,0,50.681,64.909,0,,,,,,,,,,,,,,,,,,,0.195,0.989,0.969,4.029,0,0.091,7,2400,false,done,1,1,1,full,0.4047,0.1544,0.219,0.0313,0,0.1544,0.1544,0.219,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.417,12,false,false,false,0,0,0,0.662,0.019,0,0.003,0.01,0.714,0.02,biome,cached_full_update,20.506,2087,479719,19.255,0.005,1.213,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,37.516,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.674,0.027,18.044,0.545,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,25.271,0.878,23.902,0.381,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,29.053,3.402,25.168,0.402,2400,0,5,0,0,0,0.025,0.016,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
179,785,92760,false,59,47,45.35,0.976,0.183,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,37.422,50.106,64.909,0,0,0,policy_gated,0,0,policy_gated,1.003,1,,5.27,6,,1.105,3,,37.436,1,,0.217,0.804,0.68,3.316,0,0.052,6,2400,false,done,1,1,1,full,0.3512,0.1127,0.213,0.0255,0,0.1127,0.1127,0.213,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.042,12,false,false,false,0,0,0,0.335,0.017,0,0.002,0.011,0.384,0.019,biome,cached_full_update,20.506,2087,479719,19.255,0.005,1.213,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,37.349,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.411,0.026,17.918,0.395,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,17.952,0.761,17.116,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
180,786,92769,true,59,0,0.414,0.006,0,,,,,0,50.106,64.909,0,,,,,,,,,,,,,,,,,,,0.217,0.804,0.68,3.316,0,0.052,6,2400,false,done,1,1,1,full,0.3512,0.1127,0.213,0.0255,0,0.1127,0.1127,0.213,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.042,12,false,false,false,0,0,0,0.335,0.017,0,0.002,0.011,0.384,0.019,biome,cached_full_update,20.506,2087,479719,19.255,0.005,1.213,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,37.349,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.411,0.026,17.918,0.395,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,17.952,0.761,17.116,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
181,787,92867,true,59,53,53.287,0.016,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,45.855,50.681,64.909,0,,,,,,,,,,,,,,,,,,,0.175,0.714,0.671,3.591,0,0.075,6,2400,false,done,1,1,1,full,0.3512,0.1127,0.213,0.0255,0,0.1127,0.1127,0.213,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.042,12,false,false,false,0,0,0,0.335,0.017,0,0.002,0.011,0.384,0.019,cover,skipped_no_dirty,1.27,0,0,1.221,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,45.723,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.411,0.026,17.918,0.395,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,26.212,0.761,24.862,0.482,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,37.23,3.333,33.245,0.545,2400,0,5,0,0,0,0.035,0.022,0,0.01,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
182,788,92877,true,59,0,0.371,0.005,0,,,,,0,50.681,64.909,0,,,,,,,,,,,,,,,,,,,0.175,0.714,0.671,3.591,0,0.075,6,2400,false,done,1,1,1,full,0.3512,0.1127,0.213,0.0255,0,0.1127,0.1127,0.213,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.042,12,false,false,false,0,0,0,0.335,0.017,0,0.002,0.011,0.384,0.019,cover,skipped_no_dirty,1.27,0,0,1.221,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,45.723,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.411,0.026,17.918,0.395,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,26.212,0.761,24.862,0.482,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,37.23,3.333,33.245,0.545,2400,0,5,0,0,0,0.035,0.022,0,0.01,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
183,789,92956,true,59,49,49.269,0.014,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,38.055,50.106,64.909,0,,,,,,,,,,,,,,,,,,,0.187,0.818,0.724,3.751,0,0.071,6,2400,false,done,1,1,1,full,0.3512,0.1127,0.213,0.0255,0,0.1127,0.1127,0.213,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.042,12,false,false,false,0,0,0,0.335,0.017,0,0.002,0.011,0.384,0.019,cover,skipped_no_dirty,1.27,0,0,1.221,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,37.989,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,19.182,0.031,18.766,0.312,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,17.688,0.776,16.858,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
184,790,92964,true,59,0,0.401,0.005,0,,,,,0,50.106,64.909,0,,,,,,,,,,,,,,,,,,,0.187,0.818,0.724,3.751,0,0.071,6,2400,false,done,1,1,1,full,0.3512,0.1127,0.213,0.0255,0,0.1127,0.1127,0.213,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.042,12,false,false,false,0,0,0,0.335,0.017,0,0.002,0.011,0.384,0.019,cover,skipped_no_dirty,1.27,0,0,1.221,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,37.989,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,19.182,0.031,18.766,0.312,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,17.688,0.776,16.858,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
185,791,93050,true,59,42,42.298,0.015,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,36.351,50.106,64.909,0,,,,,,,,,,,,,,,,,,,0.185,0.832,0.728,3.465,0,0.063,6,2400,false,done,1,1,1,full,0.3512,0.1127,0.213,0.0255,0,0.1127,0.1127,0.213,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.042,12,false,false,false,0,0,0,0.335,0.017,0,0.002,0.011,0.384,0.019,cover,skipped_no_dirty,1.27,0,0,1.221,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,36.258,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,19.182,0.031,18.766,0.312,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,25.307,0.776,24.094,0.338,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,28.494,3.33,24.687,0.37,2400,0,5,0,0,0,0.022,0.014,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
186,792,93064,true,60,1,0.434,0.006,0.001,,,,,0,50.106,64.909,0,,,,,,,,,,,,,,,,,,,0.185,0.832,0.728,3.465,0,0.063,6,2400,false,done,1,1,1,full,0.3512,0.1127,0.213,0.0255,0,0.1127,0.1127,0.213,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.042,12,false,false,false,0,0,0,0.335,0.017,0,0.002,0.011,0.384,0.019,cover,skipped_no_dirty,1.27,0,0,1.221,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,36.258,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,19.182,0.031,18.766,0.312,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,25.307,0.776,24.094,0.338,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,28.494,3.33,24.687,0.37,2400,0,5,0,0,0,0.022,0.014,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
187,793,93156,false,60,47,46.035,0.915,0.17,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,38.863,50.106,64.909,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,5.437,6,,1.262,3,,38.877,1,,0.187,0.779,0.693,3.475,0,0.075,6,2400,false,done,1,1,1,full,0.3798,0.1184,0.234,0.0274,0,0.1184,0.1184,0.234,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.193,12,false,false,false,0,0,0,0.359,0.017,0,0.004,0.011,0.412,0.021,cover,skipped_no_dirty,1.27,0,0,1.221,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,38.79,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,20.015,0.03,19.474,0.406,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,17.723,0.772,16.87,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
188,794,93167,true,60,1,0.45,0.008,0,,,,,0,50.106,64.909,0,,,,,,,,,,,,,,,,,,,0.187,0.779,0.693,3.475,0,0.075,6,2400,false,done,1,1,1,full,0.3798,0.1184,0.234,0.0274,0,0.1184,0.1184,0.234,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.193,12,false,false,false,0,0,0,0.359,0.017,0,0.004,0.011,0.412,0.021,cover,skipped_no_dirty,1.27,0,0,1.221,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,38.79,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,20.015,0.03,19.474,0.406,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,17.723,0.772,16.87,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
189,795,93254,true,60,45,45.642,0.015,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,36.637,50.106,64.909,0,,,,,,,,,,,,,,,,,,,0.279,0.912,0.941,4.419,0,0.074,7,2400,false,done,1,1,1,full,0.3798,0.1184,0.234,0.0274,0,0.1184,0.1184,0.234,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.193,12,false,false,false,0,0,0,0.359,0.017,0,0.004,0.011,0.412,0.021,cover,skipped_no_dirty,1.536,0,0,1.474,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,36.544,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,20.015,0.03,19.474,0.406,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,25.366,0.772,24.123,0.363,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,28.742,3.292,24.832,0.506,2400,0,5,0,0,0,0.028,0.02,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
190,796,93265,true,60,1,0.471,0.007,0.001,,,,,0,50.106,64.909,0,,,,,,,,,,,,,,,,,,,0.279,0.912,0.941,4.419,0,0.074,7,2400,false,done,1,1,1,full,0.3798,0.1184,0.234,0.0274,0,0.1184,0.1184,0.234,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.193,12,false,false,false,0,0,0,0.359,0.017,0,0.004,0.011,0.412,0.021,cover,skipped_no_dirty,1.536,0,0,1.474,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,36.544,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,20.015,0.03,19.474,0.406,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,25.366,0.772,24.123,0.363,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,28.742,3.292,24.832,0.506,2400,0,5,0,0,0,0.028,0.02,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
191,797,93360,true,60,48,47.321,0.017,0,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,41.116,50.106,64.909,0,,,,,,,,,,,,,,,,,,,0.195,0.835,0.762,3.652,0,0.065,6,2400,false,done,1,1,1,full,0.3798,0.1184,0.234,0.0274,0,0.1184,0.1184,0.234,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.193,12,false,false,false,0,0,0,0.359,0.017,0,0.004,0.011,0.412,0.021,cover,skipped_no_dirty,1.536,0,0,1.474,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,41.044,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,20.406,0.028,19.894,0.382,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,19.628,0.979,18.561,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
192,798,93368,true,60,0,0.389,0.005,0.001,,,,,0,50.106,64.909,0,,,,,,,,,,,,,,,,,,,0.195,0.835,0.762,3.652,0,0.065,6,2400,false,done,1,1,1,full,0.3798,0.1184,0.234,0.0274,0,0.1184,0.1184,0.234,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.193,12,false,false,false,0,0,0,0.359,0.017,0,0.004,0.011,0.412,0.021,cover,skipped_no_dirty,1.536,0,0,1.474,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,41.044,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,20.406,0.028,19.894,0.382,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,19.628,0.979,18.561,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
193,799,93453,true,60,40,39.355,0.014,0.001,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,33.774,50.106,64.909,0,,,,,,,,,,,,,,,,,,,0.183,0.766,0.685,3.256,0,0.047,5,2400,false,done,1,1,1,full,0.3798,0.1184,0.234,0.0274,0,0.1184,0.1184,0.234,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.193,12,false,false,false,0,0,0,0.359,0.017,0,0.004,0.011,0.412,0.021,cover,skipped_no_dirty,1.536,0,0,1.474,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,33.686,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,20.406,0.028,19.894,0.382,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,26.934,0.979,25.435,0.404,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,26.237,3.125,22.681,0.377,2400,0,5,0,0,0,0.02,0.012,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
194,800,93463,true,60,1,0.441,0.006,0,,,,,0,50.106,64.909,0,,,,,,,,,,,,,,,,,,,0.183,0.766,0.685,3.256,0,0.047,5,2400,false,done,1,1,1,full,0.3798,0.1184,0.234,0.0274,0,0.1184,0.1184,0.234,0.002,0.001,0,0.001,0,0,0,0,0,0,0,0,1.193,12,false,false,false,0,0,0,0.359,0.017,0,0.004,0.011,0.412,0.021,cover,skipped_no_dirty,1.536,0,0,1.474,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,true,7200,33.686,1,upload,dynamic_visual_atlas_upload,5,0,2,2,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,20.406,0.028,19.894,0.382,2400,2400,0,5,0,0,dirty_mask,cpp,,2400,26.934,0.979,25.435,0.404,2400,2400,0,6,0,0,dirty_plus_decay,cpp,,2400,26.237,3.125,22.681,0.377,2400,0,5,0,0,0,0.02,0.012,0,0.005,0,0,0,0,0,2400,dirty_decay_one_hop,cpp,,0,dirty_no_water_intersection,,
195,801,93562,false,60,48,46.764,0.94,0.168,dynamic_visual_atlas_upload,dynamic_visual_atlas_upload,,,37.16,50.106,64.909,0,0,0,policy_gated,0,0,policy_gated,0,0,policy_gated,7.561,6,,1.558,3,,37.173,1,,0.206,0.998,0.936,5.063,0,0.083,7,2400,false,done,1,1,1,full,0.3988,0.1384,0.232,0.0284,0,0.1384,0.1384,0.232,0.004,0.002,0.001,0,0,0,0,0,0,0,0,0,1.467,12,false,false,false,0,0,0,0.382,0.023,0,0.005,0.015,0.461,0.036,cover,skipped_no_dirty,1.536,0,0,1.474,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,37.092,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.74,0.031,18.278,0.354,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,17.276,0.752,16.47,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
196,802,93570,true,60,0,0.378,0.004,0,,,,,0,50.106,64.909,0,,,,,,,,,,,,,,,,,,,0.206,0.998,0.936,5.063,0,0.083,7,2400,false,done,1,1,1,full,0.3988,0.1384,0.232,0.0284,0,0.1384,0.1384,0.232,0.004,0.002,0.001,0,0,0,0,0,0,0,0,0,1.467,12,false,false,false,0,0,0,0.382,0.023,0,0.005,0.015,0.461,0.036,cover,skipped_no_dirty,1.536,0,0,1.474,0,0,true,false,false,false,true,disabled,sea_ice_atlas_upload,0,shader_temperature_derived,false,4096,37.092,0.4,upload_phase_2,dynamic_visual_atlas_upload,2,1696,1,1,true,2400,dirty,false,true,dirty_world,4096,128,512,800,2400,18.74,0.031,18.278,0.354,2400,2400,0,5,0,0,dirty_mask,cpp,,1696,17.276,0.752,16.47,0,1696,2400,0,4,0,0,dirty_plus_decay,cpp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
