row_idx,tick_idx,timestamp_ms,was_skipped_day,fps,fast_ms,t_sus_ms,t_render_ms,t_ui_ms,climate_max_temp_delta,climate_p95_temp_delta,climate_p99_temp_delta,climate_preclamp_max_temp_delta,climate_preclamp_p99_temp_delta,climate_temp_delta_gt_005_count,climate_temp_delta_gt_010_count,climate_temp_delta_gt_020_count,climate_temp_delta_clamped_count,climate_max_transport_anomaly,climate_transport_abs_p95,climate_transport_nonzero_ratio,climate_sea_ice_delta_max,climate_precip_p95,climate_slp_delta_p95,climate_wind_delta_p95,climate_ocean_delta_p95,climate_slp_abs_p95,climate_wind_mag_p95,climate_ocean_mag_p95,climate_upwelling_abs_p95,climate_current_pass,climate_partial,climate_progress_ratio,climate_processed_cells,climate_cursor_start,climate_cursor_end,climate_round_id,climate_node_index,climate_next_node_index,climate_pass_status,climate_pass_stage,climate_pass_substage,climate_pass_path,climate_budget_interrupted,climate_pass_token,weather_dirty_count,water_budget_error,active_weather_ratio,weather_diag_present,weather_field_commit_path,weather_field_commit_publish_verified,weather_field_commit_publish_repaired,weather_field_commit_init_count,weather_field_commit_publish_reason,weather_refresh_convergence,weather_field_solve_tick,weather_commit_tick_delta,weather_last_commit_tick,weather_cold_front_count,weather_warm_front_count,weather_convergence_refresh_stride,weather_native_convergence_boost,weather_convergence_dirty_count,weather_convergence_delta_p95,weather_convergence_published,weather_target_mismatch_count,weather_transitioning_count,weather_transition_alpha_mean,weather_transition_alpha_p95,climate_thermal_finalizer_applied,climate_moisture_committed,climate_moisture_commit_path,climate_moisture_commit_slot_size,climate_moisture_commit_flush_ms,stage_b_tick_idx,stage_b_call_index,stage_b_run_veg_dyn,stage_b_veg_dyn_ms,stage_b_combined_done,stage_b_ext_ok,stage_b_total_runs,stage_b_total_fallbacks,weather_job_path,phys_phase_locked,phys_diag_tick_idx,phys_sim_day,phys_stage,phys_stage_name,phys_next_stage,phys_next_stage_name,phys_path,phys_done,phys_round_active,phys_physical_round_id,phys_visual_round_active,phys_visual_round_id,phys_visual_pending_commit,phys_visual_lag_ticks,phys_visual_pixel_progress,phys_visual_next_pixel_idx,phys_visual_total_pixels,phys_pending_commit,phys_need_pixel,phys_run_ocean,phys_phase_int_seen,phys_ticks_per_slice,phys_wind_period_ticks,phys_ocean_period_ticks,phys_slice_count,phys_next_pixel_idx,phys_total_pixels,phys_pixel_quota,phys_progress_ratio,phys_processed_pixels,phys_cursor_start,phys_cursor_end,phys_raster_requested_start,phys_raster_requested_end,phys_raster_returned_start,phys_raster_returned_end,phys_raster_pixels,phys_raster_wall_ms,phys_raster_native_ms,phys_raster_used_cpp,phys_raster_atlas_updated,phys_raster_fallback_reason,phys_raster_progress_guard_fired,phys_slp_path,phys_slp_native_ms,phys_slp_rc_ms,phys_slp_out_size,phys_slp_published_to_slot,phys_slp_commit_ok,phys_slp_thermal_p95,phys_slp_delta_p95,phys_wind_cpp_done,phys_wind_rc_ms,phys_wind_wx_size,phys_wind_wy_size,phys_wind_speed_out_size,phys_wind_map_speed_size,phys_wind_commit_ok,phys_wind_delta_p95,phys_wind_dir_delta_p95,phys_wind_dir_flip_count,phys_daily_wind_due,phys_daily_wind_tick_idx,phys_daily_wind_season_phase,phys_daily_wind_ran,phys_daily_wind_path,phys_daily_wind_elapsed_ms,phys_daily_wind_refresh_ms,phys_daily_wind_slp_ms,phys_daily_wind_wind_ms,phys_daily_wind_fallback_reason,phys_daily_wind_slp_commit_ok,phys_daily_wind_wind_commit_ok,phys_daily_wind_wind_cpp_done,phys_daily_wind_slp_published_to_slot,phys_daily_wind_slp_delta_p95,phys_daily_wind_delta_p95,phys_daily_wind_dir_delta_p95,phys_daily_wind_dir_flip_count,phys_psi_path,phys_psi_native_ms,phys_psi_iters_run,phys_psi_residual_final,phys_psi_early_exit,phys_psi_mode,phys_ocean_delta_p95,phys_thermal_current_p95,phys_ocean_current_preclamp_p95,phys_ocean_current_preclamp_max,phys_ocean_current_clamp_count,phys_ocean_current_clamp_ratio,phys_ocean_current_max_magnitude,cell_index,q,r,s,temp_arr,temp_arr_prev,moisture_arr,moisture_arr_prev,snow_cover_arr,snow_cover_arr_prev,temp_baseline_arr,temp_30d_arr,temp_365d_arr,temp_anomaly_arr,sea_ice_frac_arr,sea_ice_frac_arr_prev,weather_intensity_arr,weather_cloud_arr,weather_cloud_water_arr,weather_precip_arr,weather_transition_alpha_arr,weather_classification_temp_arr,weather_classification_moisture_arr,weather_vapor_arr,weather_convergence_arr,weather_instability_arr,weather_field_init_arr,air_mass_temp_anomaly_arr,ocean_thermal_anomaly_arr,local_thermal_anomaly_arr,has_river_arr,river_flow_arr,river_downstream_arr,hydro_parent_arr,river_discharge_arr,river_discharge_30d_arr,river_storage_arr,groundwater_storage_arr,surface_runoff_arr,ema_initialized_arr,temp_season_offset_arr,insolation_now_arr,insolation_dev_arr,day_length_arr,heat_input_arr,thermal_energy_arr,snowpack_arr,water_balance_30d_arr,vegetation_vitality_arr,vitality_low_streak_arr,vitality_high_streak_arr,soil_moisture_arr,vegetation_growth_pressure_arr,temperature_transport_anomaly_arr,vegetation_heat_stress_arr,vegetation_drought_stress_arr,vegetation_cold_stress_arr,vegetation_regen_score_arr,elevation_arr,base_moisture_arr,ocean_current_x_arr,ocean_current_y_arr,wind_x_arr,wind_y_arr,slp_arr,wind_speed_arr,upwelling_strength_arr,wind_stress_curl_arr,ocean_psi_arr,cell_pos_x_arr,cell_pos_y_arr,cell_lat_norm_arr,temp_baseline_year_arr,terrain_arr,landform_arr,vegetation_arr,has_volcano_arr,is_lake_seed_arr,base_terrain_arr,base_landform_arr,base_vegetation_arr,cover_arr,weather_type_arr,weather_prev_type_arr,weather_target_type_arr,is_water_arr,climate_dirty_mask,weather_dirty_mask
0,3895,668325,false,32,4.807,4.026,0.01,0.673,0,0,0,0,0,0,0,0,0,0,0.163883,0.41375,0,0.07131,0,0,0,0.173457,1.696434,0.24234,0.47556,weather_stage_b,true,0.904762,0,12,19,390,19,19,partial,weather_stage_b,weather_knobs,gdext_native_daily_slice,false,0,2365,0.02628,0.985417,true,gdext_commit,true,false,2400,ok_native_combined_commit,false,-1,0,-1,4,8,0,false,0,0,false,0,0,0,0,false,false,,0,0,3895,-1,false,0,false,false,0,0,,2.651996,3896,241,1,phys_slp,1,phys_slp,gdext,false,true,55,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.2999,0.0646,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,true,3894,2.673911,true,gdext_daily_wind_slp,0.597,0.034,0.2999,-1,,true,false,false,true,0.0354,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.938667,0.938667,0,0.194677,0.029045,0,0,0,1,0.082249,0.582714,0.380441,1,0.08,0,-0.009387,0,0,-1,-1,3.017126,0.349935,0.48078,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.021662,0,0,0,0,0,0,0.021895,1,0,0,0.449257,-0.893403,0.134411,1.649,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,3895,668325,false,32,4.807,4.026,0.01,0.673,0,0,0,0,0,0,0,0,0,0,0.163883,0.41375,0,0.07131,0,0,0,0.173457,1.696434,0.24234,0.47556,weather_stage_b,true,0.904762,0,12,19,390,19,19,partial,weather_stage_b,weather_knobs,gdext_native_daily_slice,false,0,2365,0.02628,0.985417,true,gdext_commit,true,false,2400,ok_native_combined_commit,false,-1,0,-1,4,8,0,false,0,0,false,0,0,0,0,false,false,,0,0,3895,-1,false,0,false,false,0,0,,2.651996,3896,241,1,phys_slp,1,phys_slp,gdext,false,true,55,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.2999,0.0646,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,true,3894,2.673911,true,gdext_daily_wind_slp,0.597,0.034,0.2999,-1,,true,false,false,true,0.0354,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,1,1,0,-1,0,0,1,1,0,0,0,0,0,0,0.938667,0.938667,0,0.071728,0.034926,0,0,0,1,0.071633,0.448252,0.176619,1,0.071143,0,-0.009387,0,0,-1,-1,0.986232,0.183409,0.157156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.059154,0,0,0,0,0,0,0.033615,1,0,0,0.598304,-0.801269,0.078073,1.428719,0,0,0,1.732051,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2,3895,668325,false,32,4.807,4.026,0.01,0.673,0,0,0,0,0,0,0,0,0,0,0.163883,0.41375,0,0.07131,0,0,0,0.173457,1.696434,0.24234,0.47556,weather_stage_b,true,0.904762,0,12,19,390,19,19,partial,weather_stage_b,weather_knobs,gdext_native_daily_slice,false,0,2365,0.02628,0.985417,true,gdext_commit,true,false,2400,ok_native_combined_commit,false,-1,0,-1,4,8,0,false,0,0,false,0,0,0,0,false,false,,0,0,3895,-1,false,0,false,false,0,0,,2.651996,3896,241,1,phys_slp,1,phys_slp,gdext,false,true,55,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.2999,0.0646,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,true,3894,2.673911,true,gdext_daily_wind_slp,0.597,0.034,0.2999,-1,,true,false,false,true,0.0354,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,2,2,0,-2,0,0,1,1,0,0,0,0,0,0,0.938667,0.938667,0,0.031168,0.026758,0,0,0,1,0.072815,0.43102,0.021006,1,0.060534,0,-0.009387,0,0,-1,-1,0.063168,0.033077,0.010066,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0.033615,1,0,0,0.978228,-0.207535,0.095754,1.508801,0,0,0,3.464102,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3,3895,668325,false,32,4.807,4.026,0.01,0.673,0,0,0,0,0,0,0,0,0,0,0.163883,0.41375,0,0.07131,0,0,0,0.173457,1.696434,0.24234,0.47556,weather_stage_b,true,0.904762,0,12,19,390,19,19,partial,weather_stage_b,weather_knobs,gdext_native_daily_slice,false,0,2365,0.02628,0.985417,true,gdext_commit,true,false,2400,ok_native_combined_commit,false,-1,0,-1,4,8,0,false,0,0,false,0,0,0,0,false,false,,0,0,3895,-1,false,0,false,false,0,0,,2.651996,3896,241,1,phys_slp,1,phys_slp,gdext,false,true,55,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.2999,0.0646,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,true,3894,2.673911,true,gdext_daily_wind_slp,0.597,0.034,0.2999,-1,,true,false,false,true,0.0354,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,3,3,0,-3,0,0,1,1,0,0,0,0,0,0,0.938667,0.938667,0,0.029861,0.025825,0,0,0,1,0.070369,0.52778,0.069933,1,0.033897,0,-0.009387,0,0,-1,-1,1.479329,0.189092,0.235732,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0.033615,1,0,0,0.980176,-0.198129,0.114554,1.520893,0,0,0,5.196152,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1
4,3895,668325,false,32,4.807,4.026,0.01,0.673,0,0,0,0,0,0,0,0,0,0,0.163883,0.41375,0,0.07131,0,0,0,0.173457,1.696434,0.24234,0.47556,weather_stage_b,true,0.904762,0,12,19,390,19,19,partial,weather_stage_b,weather_knobs,gdext_native_daily_slice,false,0,2365,0.02628,0.985417,true,gdext_commit,true,false,2400,ok_native_combined_commit,false,-1,0,-1,4,8,0,false,0,0,false,0,0,0,0,false,false,,0,0,3895,-1,false,0,false,false,0,0,,2.651996,3896,241,1,phys_slp,1,phys_slp,gdext,false,true,55,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.2999,0.0646,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,true,3894,2.673911,true,gdext_daily_wind_slp,0.597,0.034,0.2999,-1,,true,false,false,true,0.0354,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,4,4,0,-4,0,0,1,1,0,0,0,0,0,0,0.938667,0.938667,0,0.032196,0.026158,0,0,0,1,0.063498,0.52807,0.070452,1,0.031398,0,-0.009387,0,0,-1,-1,0.684285,0.101987,0.109041,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0.033615,1,0,0,0.979455,-0.201662,0.132527,1.521486,0,0,0,6.928203,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1
5,3895,668325,false,32,4.807,4.026,0.01,0.673,0,0,0,0,0,0,0,0,0,0,0.163883,0.41375,0,0.07131,0,0,0,0.173457,1.696434,0.24234,0.47556,weather_stage_b,true,0.904762,0,12,19,390,19,19,partial,weather_stage_b,weather_knobs,gdext_native_daily_slice,false,0,2365,0.02628,0.985417,true,gdext_commit,true,false,2400,ok_native_combined_commit,false,-1,0,-1,4,8,0,false,0,0,false,0,0,0,0,false,false,,0,0,3895,-1,false,0,false,false,0,0,,2.651996,3896,241,1,phys_slp,1,phys_slp,gdext,false,true,55,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.2999,0.0646,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,true,3894,2.673911,true,gdext_daily_wind_slp,0.597,0.034,0.2999,-1,,true,false,false,true,0.0354,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,5,5,0,-5,0,0,1,1,0,0,0,0,0,0,0.938667,0.938667,0,0.028857,0.02331,0,0,0,1,0.05832,0.528025,0.042963,1,0.035761,0,-0.009387,0,0,-1,-1,1.285532,0.183983,0.20485,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0.033615,1,0,0,0.977596,-0.210492,0.149648,1.518149,0,0,0,8.660254,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6,3895,668325,false,32,4.807,4.026,0.01,0.673,0,0,0,0,0,0,0,0,0,0,0.163883,0.41375,0,0.07131,0,0,0,0.173457,1.696434,0.24234,0.47556,weather_stage_b,true,0.904762,0,12,19,390,19,19,partial,weather_stage_b,weather_knobs,gdext_native_daily_slice,false,0,2365,0.02628,0.985417,true,gdext_commit,true,false,2400,ok_native_combined_commit,false,-1,0,-1,4,8,0,false,0,0,false,0,0,0,0,false,false,,0,0,3895,-1,false,0,false,false,0,0,,2.651996,3896,241,1,phys_slp,1,phys_slp,gdext,false,true,55,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.2999,0.0646,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,true,3894,2.673911,true,gdext_daily_wind_slp,0.597,0.034,0.2999,-1,,true,false,false,true,0.0354,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,6,6,0,-6,0,0,1,1,0,0,0,0,0,0,0.938667,0.938667,0,0.02336,0.0142,0,0,0,1,0.057179,0.529283,0.054925,1,0.035978,0,-0.009387,0,0,-1,-1,0.232112,0.045202,0.036987,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0.033615,1,0,0,0.975062,-0.221933,0.166233,1.513038,0,0,0,10.392304,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1
7,3895,668325,false,32,4.807,4.026,0.01,0.673,0,0,0,0,0,0,0,0,0,0,0.163883,0.41375,0,0.07131,0,0,0,0.173457,1.696434,0.24234,0.47556,weather_stage_b,true,0.904762,0,12,19,390,19,19,partial,weather_stage_b,weather_knobs,gdext_native_daily_slice,false,0,2365,0.02628,0.985417,true,gdext_commit,true,false,2400,ok_native_combined_commit,false,-1,0,-1,4,8,0,false,0,0,false,0,0,0,0,false,false,,0,0,3895,-1,false,0,false,false,0,0,,2.651996,3896,241,1,phys_slp,1,phys_slp,gdext,false,true,55,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.2999,0.0646,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,true,3894,2.673911,true,gdext_daily_wind_slp,0.597,0.034,0.2999,-1,,true,false,false,true,0.0354,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,7,7,0,-7,0,0,1,1,0,0,0,0,0,0,0.938667,0.938667,0,0.026131,0.020901,0,0,0,1,0.053475,0.538704,0.03115,1,0.036313,0,-0.009387,0,0,-1,-1,0.761811,0.108524,0.121395,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0.033615,1,0,0,0.96739,-0.253293,0.181899,1.508436,0,0,0,12.124355,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1
8,3895,668325,false,32,4.807,4.026,0.01,0.673,0,0,0,0,0,0,0,0,0,0,0.163883,0.41375,0,0.07131,0,0,0,0.173457,1.696434,0.24234,0.47556,weather_stage_b,true,0.904762,0,12,19,390,19,19,partial,weather_stage_b,weather_knobs,gdext_native_daily_slice,false,0,2365,0.02628,0.985417,true,gdext_commit,true,false,2400,ok_native_combined_commit,false,-1,0,-1,4,8,0,false,0,0,false,0,0,0,0,false,false,,0,0,3895,-1,false,0,false,false,0,0,,2.651996,3896,241,1,phys_slp,1,phys_slp,gdext,false,true,55,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.2999,0.0646,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,true,3894,2.673911,true,gdext_daily_wind_slp,0.597,0.034,0.2999,-1,,true,false,false,true,0.0354,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,8,8,0,-8,0,0,1,1,0,0,0,0,0,0,0.938667,0.938667,0,0.026149,0.021249,0,0,0,1,0.052477,0.553617,0.036937,1,0.037435,0,-0.009387,0,0,-1,-1,0.618491,0.108062,0.098557,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0.033615,1,0,0,0.95649,-0.291764,0.196259,1.500683,0,0,0,13.856406,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1
9,3895,668325,false,32,4.807,4.026,0.01,0.673,0,0,0,0,0,0,0,0,0,0,0.163883,0.41375,0,0.07131,0,0,0,0.173457,1.696434,0.24234,0.47556,weather_stage_b,true,0.904762,0,12,19,390,19,19,partial,weather_stage_b,weather_knobs,gdext_native_daily_slice,false,0,2365,0.02628,0.985417,true,gdext_commit,true,false,2400,ok_native_combined_commit,false,-1,0,-1,4,8,0,false,0,0,false,0,0,0,0,false,false,,0,0,3895,-1,false,0,false,false,0,0,,2.651996,3896,241,1,phys_slp,1,phys_slp,gdext,false,true,55,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.2999,0.0646,2400,false,true,0,0,false,-1,-1,-1,-1,-1,false,0,0,0,true,3894,2.673911,true,gdext_daily_wind_slp,0.597,0.034,0.2999,-1,,true,false,false,true,0.0354,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,9,9,0,-9,0,0,1,1,0,0,0,0,0,0,0.938667,0.938667,0,0.02338,0.019076,0,0,0,1,0.052198,0.555243,0.036239,1,0.038263,0,-0.009387,0,0,-1,-1,0.3295,0.049551,0.052506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0.046385,1,0,0,0.947856,-0.3187,0.208794,1.490249,0,0,0,15.588457,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,1,1,1
