epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_owner_job_reallocations,building_owner_job_profession_changes,building_owner_job_probability_skips,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap,merchant_credit_budget,merchant_credit_committed,merchant_credit_drawn,merchant_credit_repaid,merchant_credit_premium_repaid,merchant_credit_outstanding,merchant_credit_bad_debt,recovery_candidates,recovery_approved,recovery_restarted,recovery_failed,recovery_liquidated_buildings,trade_active_keys_pruned,trade_deficit_episodes_started,trade_deficit_episodes_resolved,trade_candidates_stale_generation,trade_candidates_arbitrated_out,trade_true_source_stock_failures,merchant_cash,merchant_inventory_retail_value,merchant_inventory_liquidation_value,merchant_economic_assets,merchant_procurement_margin_value,merchant_trade_purchase_cash,merchant_trade_sale_cash,merchant_operating_outflow,merchant_liquidity_coverage_q16,merchant_effective_buy_factor_q16
110,112,112,false,trade_planning,65535,112,112,4819,2400,120,261,7915,0,227120,0,563934,178,501,102228136,1231596231,167493124,765379166,5244494,765379166,31202905172,453651100,36100000,467000,17000,450000,13600000,22500000,0,0,0,17860000,0,1834257,21376520,-19542263,432,62055255092,167997749340,30714103533,949461,8865036537,30713154072,5609191370,95945843,57466009,ACTIVE,true,1,7176039402626345605,7576084805226121795,SCAN,0,13572,0,0,28,0,0,initial_topology_capture,0,0,0,424004,0,4040,1966,742,478,342,136,22,343,0,0,0,0,0,88,41,10,0,633818054656,1106046463,0,0,0,39500,38,27,9,4,8,38,0,334,1,471,1,29820086,198184678,152021486,46163192,1989807224,111,111,7129,8454,485,51,3,0,6590,0,0,0,17729825199,669,0,0,0,420,0,371,114,15,110,41,970,19,68,0,78,0,353026602697,139638315288,132655968912,485682571609,1617189603,7871683,5281187,30721025755,753098,62259
111,113,113,false,trade_planning,65535,113,113,4811,2400,120,261,7875,0,238758,0,573150,193,459,111344824,1425416114,256418529,809491079,27739354,809491079,36132755898,652575687,30100000,347000,17000,330000,13600000,16500000,0,0,0,14976461,0,1928273,24636278,-22708005,437,65960283726,355297267197,35451475305,1395094,9422897776,35450080211,6217949771,93917710,78668631,ACTIVE,true,1,7176039402626345605,7576084805226121795,SCAN,8192,13572,0,2202,28,0,0,initial_topology_capture,2202,4400,0,424004,0,4040,1966,742,478,342,136,22,343,0,0,0,0,0,83,0,5,0,633864192000,0,0,0,0,56000,40,31,15,10,3,40,0,297,0,425,1,33077072,228968552,164186587,64781965,3081195281,112,0,7130,8474,491,53,3,0,6583,0,0,0,18844787912,92,0,0,0,420,0,387,119,2,103,43,0,37,43,0,0,0,356265098996,133918366803,127222035347,483487134343,1866641784,0,7919052,35450080211,658621,62259
112,114,114,false,trade_planning,65535,114,114,4805,2400,120,261,7851,0,230077,0,596532,189,756,108970776,1288576758,204252362,775863122,17907507,775863122,32315829366,638808325,30000000,300000,20000,280000,16000000,14000000,0,0,0,14340001,0,1954638,20525095,-18570457,453,66349499285,229392502385,31647582397,561356,9478500000,31647021041,6618325174,92370043,83223523,ACTIVE,true,1,7176039402626345605,7576084805226121795,SCAN,12288,13572,0,3206,28,0,0,initial_topology_capture,3206,6608,0,424004,0,4040,1966,742,478,342,136,22,343,0,0,0,0,0,73,0,10,0,633859997696,0,0,0,0,33750,36,28,12,8,20,36,0,287,1,418,0,29836108,220562783,161879218,58683565,2537159015,113,0,7131,8500,507,52,3,0,6569,0,0,0,18957439864,941,0,0,0,420,0,401,114,8,104,25,0,36,41,0,0,0,356898439502,131480130928,124905718758,481804158260,1666351342,0,561342,31647021041,739080,62259
113,115,115,false,trade_planning,65535,115,115,4806,2400,120,261,7823,0,213389,0,546830,177,391,93672040,1242167228,56586208,728837584,26503139,728837584,25552420230,286545814,31600000,452000,12000,440000,9600000,22000000,0,0,0,15880000,0,2055283,21223101,-19167818,413,56256105913,41784881377,25234631626,357210,8036586651,25234274416,5811503364,85106507,63060889,ACTIVE,true,1,7176039402626345605,7576084805226121795,ROUTE,13572,13572,0,40,28,0,0,initial_topology_capture,40,76,0,424004,0,4040,1966,742,478,342,136,22,343,0,0,0,0,0,58,0,15,0,633935495168,0,0,0,0,23000,30,20,10,7,2,30,0,264,3,387,0,22319361,189679503,138834500,50845003,2604656568,114,0,7130,8520,520,52,3,0,6555,0,0,0,16071687480,576,0,0,0,420,0,373,96,6,90,30,0,22,58,0,0,0,357368375284,129727170711,123240411917,480608787201,1328836442,0,1282072,25234274416,928122,62259
114,116,116,false,trade_planning,65535,116,116,4804,2400,120,261,7812,0,205659,0,520862,296,745,91320570,2321218319,106039176,700214578,7713144,700214578,36344268297,389452102,37300000,431000,21000,410000,16800000,20500000,0,0,0,18160000,0,1940989,18137360,-16196371,417,57988530057,54455112325,35917787638,271443,8284075817,35917516195,9272615500,131184786,98474191,ACTIVE,true,1,7176039402626345605,7576084805226121795,SCAN,0,13100,0,0,29,0,0,initial_topology_capture,0,0,0,445115,0,4264,2051,785,539,369,170,22,369,0,0,0,0,0,91,43,10,0,633746751488,967054179,0,0,0,20750,30,29,6,4,9,30,0,324,1,427,1,34513234,292236086,135437906,156798180,3212843038,115,115,7113,8534,514,52,4,0,6543,0,0,0,16568033503,5075,4084,0,0,4709,0,368,104,4,120,14,1415,20,48,0,41,0,346969043838,138745469687,131807768411,478776812249,1891550673,1939348,5093281,35919459627,633054,62259
115,117,117,false,trade_planning,65535,117,117,4809,2400,120,261,7804,0,225798,0,564993,324,587,96679993,2501347645,122499548,765333716,44950479,765333716,40849749596,488690584,36100000,467000,17000,450000,13600000,22500000,0,0,0,17860000,0,1908981,20372314,-18463333,391,62359682262,75457820916,40325415566,456554,8908526139,40324959012,8648918963,139776252,76138221,ACTIVE,true,1,7176039402626345605,7576084805226121795,SCAN,8192,13100,0,2295,29,0,0,initial_topology_capture,2295,4509,0,445115,0,4264,2051,785,539,369,170,22,369,0,0,0,0,0,82,0,9,0,633511870464,0,0,0,0,21000,21,20,7,6,10,21,0,304,3,426,1,22432790,281756818,143170945,138585873,3160168781,116,0,7112,8546,519,53,4,0,6536,0,0,0,17816878162,22639,12696,0,0,18041,0,341,112,5,111,8,0,20,81,0,0,0,336976051603,146530644336,139203660550,476179712153,2123779106,0,523843,40324971708,547652,62259
116,118,118,false,trade_planning,65535,118,118,4817,2400,120,261,7794,0,238252,0,573326,361,691,101602109,2462727407,193835416,808960812,24684345,808960812,48236132927,641307636,29600000,337000,17000,320000,13600000,16000000,0,0,0,14739998,0,1989880,22156619,-20166739,405,68793833501,219364065593,47566857426,1632135,9827690608,47565225291,8885023599,131105373,103686176,ACTIVE,true,1,7176039402626345605,7576084805226121795,SCAN,0,12657,0,0,30,0,0,initial_topology_capture,0,0,0,461548,0,4448,2135,824,567,395,172,22,390,0,0,0,0,0,104,39,17,0,633327321088,1338066448,0,0,0,40000,36,31,13,12,7,36,0,330,5,487,0,34688119,301498801,151794351,149704450,3494024858,117,51,7092,8556,508,52,4,0,6528,0,0,0,19653430356,7533,4443,0,0,22707,0,347,107,8,118,11,936,25,56,0,45,0,327902606424,153751212099,146063177883,473965784307,2504779074,2219807,1733170,47567449541,451767,62259
117,119,119,false,trade_planning,65535,119,119,4819,2400,120,261,7781,0,229397,0,596874,214,552,100786163,2529491530,218699465,777238614,37493366,777238614,43198672475,675095181,28700000,289000,19000,270000,15200000,13500000,0,0,0,13730001,0,2020798,18972925,-16952127,433,66906136373,111845461162,42495618461,741167,9558019594,42494877294,10254974077,139829345,96536781,ACTIVE,true,1,7176039402626345605,7576084805226121795,SCAN,4096,12657,0,1204,30,0,0,initial_topology_capture,1204,2348,0,461548,0,4448,2135,824,567,395,172,22,390,0,0,0,0,0,87,0,17,0,633134383104,0,0,0,0,32750,35,29,16,11,10,35,0,306,1,497,0,32178304,317735156,150839898,166895258,4468649705,118,0,7100,8574,520,53,4,0,6523,0,0,0,19115721396,10501,0,0,0,22707,0,381,114,6,113,14,0,28,19,0,0,0,317526959274,163411108786,155240050268,472767009542,2237868541,0,1089477,42494877294,489693,62259
118,120,120,false,trade_planning,65535,120,120,4817,2400,120,261,7763,0,212118,0,547995,290,396,84857944,2447276716,94392444,727424650,9494266,727424650,36683524662,317771997,31600000,452000,12000,440000,9600000,22000000,0,0,0,15880000,0,2140059,18312472,-16172413,397,56660548639,58685428027,36334562906,410241,8094364194,36334152665,7659156956,134675623,31772716,ACTIVE,true,1,7176039402626345605,7576084805226121795,ROUTE,12657,12657,32,37,30,0,0,initial_topology_capture,37,78,0,480910,0,4648,2219,866,603,396,207,22,423,0,0,0,0,0,114,42,15,0,632920473600,979332677,0,0,0,56500,42,36,12,9,1,42,0,324,0,500,1,37516786,236298104,126781403,109516701,2355185788,119,119,7097,8598,522,54,5,0,6516,0,0,0,16189199517,9150,69,13,0,22767,0,347,95,10,97,21,0,23,42,0,42,0,310308277906,168702800377,160267141167,470575419073,1913572352,6960976,1063816,36341113710,559596,62259
119,121,121,false,trade_planning,65535,121,121,4818,2400,120,261,7750,0,206460,0,508097,149,12113,173172396,1495583302,160323565,697696701,40670717,697696701,32382760407,543584514,37800000,441000,21000,420000,16800000,21000000,0,0,0,18427500,0,1961798,18795677,-16833879,411,48882000405,151402569774,31801969839,593946,6983143024,31801375893,11017351759,121484479,149493729,ACTIVE,true,1,7176039402626345605,7576084805226121795,SCAN,0,13550,0,0,31,0,0,initial_topology_capture,0,0,0,480910,0,4648,2219,866,603,396,207,22,423,0,0,0,0,0,99,0,15,0,633071468544,0,0,0,0,15500,25,24,7,4,10,25,0,329,1,462,1,28365759,325675908,251562134,74113774,6997226216,120,0,7086,8614,524,55,5,0,6502,0,0,0,13966061295,3097,286,51,0,23017,0,386,140,4,93,225,492,40,51,0,0,0,299021240453,176985696754,168135867389,467157107842,1674562017,0,1038293,31801376179,616220,62259
120,122,122,false,trade_planning,65535,122,122,4813,2400,120,261,7745,0,225899,0,551682,184,13394,191592560,1723865667,222359159,766537323,90579472,766537323,41851786856,988504152,38100000,507000,17000,490000,13600000,24500000,0,0,0,18930000,0,1914746,23654438,-21739692,391,53617570386,231641934441,40826282164,1099460,7659653008,40825182704,13055153466,109433240,246449216,ACTIVE,true,1,7176039402626345605,7576084805226121795,SCAN,4096,13550,0,1047,31,0,0,initial_topology_capture,1047,2268,0,480910,0,4648,2219,866,603,396,207,22,423,0,0,0,0,0,76,0,23,0,633260212224,0,0,0,0,34000,33,30,7,6,8,33,0,319,2,472,0,32954184,406025060,277876661,128148399,9097206537,121,0,7078,8630,531,56,5,0,6486,0,0,0,15318294837,6528,5576,0,0,28872,0,347,114,4,92,5,0,48,31,0,0,0,286264002305,187318341968,177951848758,464215851063,2149673512,0,4446832,40825188280,459534,62259
121,123,123,false,trade_planning,65535,123,123,4805,2400,120,261,7737,0,237989,0,560822,197,12964,175513868,1472942708,373285162,803664903,41375545,803664903,47010610468,1337001100,30600000,357000,17000,340000,13600000,17000000,0,0,0,15288614,0,2045128,24191968,-22146840,397,60851281013,427096444235,45645547386,2538018,8693040241,45643009368,11036462453,120850667,185630993,ACTIVE,true,1,7176039402626345605,7576084805226121795,SCAN,8192,13550,0,2107,31,0,0,initial_topology_capture,2107,4436,0,480910,0,4648,2219,866,603,396,207,22,423,0,0,0,0,0,62,0,14,0,633440567296,0,0,0,0,42500,30,25,11,9,13,30,0,268,0,414,0,25975327,363618882,258726287,104892595,6936867831,122,0,7076,8657,547,56,5,0,6468,0,0,0,17385754545,3285,0,0,0,28872,0,359,123,10,96,262,0,24,61,0,0,0,269522935727,203226940726,193064968983,462587904710,2403090099,0,2335456,45643009368,386991,62259
122,124,124,false,trade_planning,65535,124,124,4805,2400,120,261,7730,0,229964,0,583461,165,13011,188082611,1808450468,262556531,774179633,58596668,774179633,41591925897,832830351,29200000,299000,19000,280000,15200000,14000000,0,0,0,13997501,0,1985944,19677332,-17691388,424,57825238772,237382166006,40730991764,1096218,8260748498,40729895546,13736520245,119831981,245457937,ACTIVE,true,1,7176039402626345605,7576084805226121795,SCAN,12288,13550,0,3247,31,0,0,initial_topology_capture,3247,6574,0,480910,0,4648,2219,866,603,396,207,22,423,0,0,0,0,0,55,0,7,0,633671254016,0,0,0,0,31250,29,27,12,8,12,29,0,276,1,422,1,28648914,419969182,276515073,143454109,8995411496,123,0,7078,8686,562,59,5,0,6452,0,0,0,16521131345,5532,0,0,0,28872,0,378,124,10,100,7,0,33,36,0,0,0,257544594878,212930127992,202282967226,459827562104,2144657395,0,323826,40729895546,414399,62259
123,125,125,false,trade_planning,65535,125,125,4800,2400,120,261,7722,0,213056,0,534664,156,12549,174176244,1685984485,166767992,726144085,57917280,726144085,33896700325,679643204,31600000,452000,12000,440000,9600000,22000000,0,0,0,15880000,0,2164314,19838363,-17674049,383,50353567333,77532255238,33185898511,441390,7193366855,33185457121,11697225461,118520370,172373145,ACTIVE,true,1,7176039402626345605,7576084805226121795,SCAN,0,13136,0,0,32,0,0,initial_topology_capture,0,0,0,494303,0,4816,2303,905,607,399,208,22,444,0,0,0,0,0,86,39,8,0,633880969216,1319082110,0,0,0,37500,23,22,8,6,4,23,0,226,2,379,1,23436273,360783715,257136353,103647362,7221554261,124,124,7071,8709,567,58,6,0,6440,0,0,0,14386238800,10536,406,82,0,29217,0,348,112,8,83,8,1373,28,55,0,45,0,245002300419,224501782488,213276003598,458278304017,1747641367,2140257,613345,33187597784,483809,62259
124,126,126,false,trade_planning,65535,126,126,4792,2400,120,261,7711,0,206066,0,496057,146,12580,95519549,696446158,54671563,693681006,26648603,693681006,20625918039,556948124,37800000,441000,21000,420000,16800000,21000000,0,0,0,18427500,0,2075502,18001288,-15925786,404,39004869675,40225232559,20032062287,892372,5572124338,20031169915,5829525514,79670819,56598731,ACTIVE,true,1,7176039402626345605,7576084805226121795,SCAN,4096,13136,0,1069,32,0,0,initial_topology_capture,1069,2267,0,494303,0,4816,2303,905,607,399,208,22,444,0,0,0,0,0,70,0,16,0,633906135040,0,0,0,0,33750,30,21,10,5,1,30,0,304,2,422,1,21220473,175544249,142123409,33420840,1839041211,125,0,7064,8739,587,61,6,0,6410,0,0,0,11144047222,1490,0,0,0,29217,0,337,102,20,110,435,0,28,49,0,0,0,241166834274,225066017506,213812025211,454978859485,1054705157,0,407549,20031169915,789025,62259
125,127,127,false,trade_planning,65535,127,127,4785,2400,120,261,7701,0,225984,0,538000,154,13751,130255311,819847143,147787430,766428904,48197040,766428904,28621447987,888133536,39100000,527000,17000,510000,13600000,25500000,0,0,0,19465000,0,1965371,21133774,-19168403,393,42453648853,170980480866,27695711027,1496576,6064807073,27694214451,7704602147,83645247,140927195,ACTIVE,true,1,7176039402626345605,7576084805226121795,ROUTE,13136,13136,0,39,32,0,0,initial_topology_capture,39,64,0,494303,0,4816,2303,905,607,399,208,22,444,0,0,0,0,0,59,0,11,0,633964855296,0,0,0,0,26000,23,18,8,6,8,23,0,313,3,433,1,20421023,262756628,190492522,72264106,3817765859,126,0,7056,8761,600,61,7,0,6388,0,0,0,12129225314,968,0,0,0,29217,0,333,97,26,86,10,0,39,40,0,0,0,235467180528,227947064900,216549011506,452016192034,1458096133,0,744079,27694214451,557213,62259
126,128,128,false,trade_planning,65535,128,128,4786,2400,120,261,7692,0,238465,0,547185,109,13270,128082733,860555044,130770457,804434640,44328405,804434640,31544340612,934936915,30600000,357000,17000,340000,13600000,17000000,0,0,0,15305789,0,2071572,21889309,-19817737,390,46200060516,109254008254,30581062248,2258551,6600008744,30578803697,7659834757,80500937,149676887,ACTIVE,true,1,7176039402626345605,7576084805226121795,ROUTE,13136,13136,32,39,32,0,0,initial_topology_capture,39,64,0,512529,0,5000,2392,945,633,422,211,22,452,0,0,2,0,0,91,40,8,0,634019381248,1889613888,0,0,0,51250,33,25,12,10,14,33,0,308,4,490,1,24754987,271692707,189777687,81915020,3187263121,127,127,7027,8785,600,63,7,0,6357,0,0,0,13199823381,2654,0,0,0,29217,0,334,108,23,101,38,0,24,73,0,47,0,230986611935,227263681745,215899799655,446886411590,1609952849,6939249,769063,30585742946,494934,62259
127,129,129,false,trade_planning,65535,129,129,4782,2400,120,261,7682,0,230251,0,568789,104,14489,128886334,844914533,164975342,771340891,48394204,771340891,30899992731,964775919,29700000,309000,19000,290000,15200000,14500000,0,0,0,14265001,0,2081910,19003279,-16921369,419,47339812322,229032792624,29906750113,1233301,6762830435,29905516812,8257697606,88459773,104352827,ACTIVE,true,1,7176039402626345605,7576084805226121795,SCAN,0,13106,0,0,33,0,0,initial_topology_capture,0,0,0,512529,0,5000,2392,945,633,422,211,22,452,0,0,2,0,0,79,0,12,0,634069712896,0,0,0,0,34750,33,26,13,6,9,33,0,328,1,514,0,27927235,248053061,188536175,59516886,4493382844,128,0,7017,8811,617,64,7,0,6329,0,0,0,13525435279,1038,0,0,0,29217,0,358,106,22,101,11,952,35,50,0,0,0,227035206598,228052312438,216648996425,443684203023,1574508603,0,1284375,29905516812,497532,62259
128,130,130,false,trade_planning,65535,130,130,4781,2400,120,261,7671,0,213809,0,521199,94,12806,106970491,750159706,134488377,722721549,39837047,722721549,24872612105,789272484,31600000,452000,12000,440000,9600000,22000000,0,0,0,15880000,0,2174631,18816793,-16642162,381,39377956613,123106664882,24052401382,661761,5625422471,24051739621,5916426597,83119897,68230684,ACTIVE,true,1,7176039402626345605,7576084805226121795,SCAN,4096,13106,0,1158,33,0,0,initial_topology_capture,1158,2205,0,512529,0,5000,2392,945,633,422,211,22,452,0,0,2,0,0,69,0,10,0,634057129984,0,0,0,0,56000,40,31,8,4,9,40,0,336,0,500,0,31462947,192884414,157626358,35258056,2644999316,129,0,6993,8833,626,67,7,0,6293,0,0,0,11250757844,10834,295,127,0,29400,0,326,102,23,84,279,0,32,56,0,0,0,226338442068,226644073550,215311173830,441649615898,1266320316,0,321865,24051739916,616725,62259
129,131,131,false,trade_planning,65535,131,131,4779,2400,120,261,7658,0,202165,0,487727,84,12315,137291593,758312025,30200197,678807139,29231118,678807139,19121222427,442881099,37800000,441000,21000,420000,16800000,21000000,0,0,0,18427500,0,2101231,20251429,-18150198,391,35647593633,26743795490,18641472569,931241,5092513475,18640541328,7358468106,130636815,26934450,ACTIVE,true,1,7176039402626345605,7576084805226121795,SCAN,8192,13106,0,2259,33,0,0,initial_topology_capture,2259,4446,0,512529,0,5000,2392,945,633,422,211,22,452,0,0,2,0,0,60,0,9,0,634023575552,0,0,0,0,44500,33,25,11,8,3,33,0,308,0,466,1,26842371,221224433,202251712,18972721,2542383398,130,0,6983,8842,625,67,6,0,6285,0,0,0,10185012655,189368,3663,0,0,33247,0,344,108,11,102,43,0,51,24,0,0,0,225756234413,224094935114,212889500087,438645734500,981511760,0,877725,18640544991,793708,62259
130,132,132,false,trade_planning,65535,132,132,4776,2400,120,261,7651,0,225721,0,525164,86,13185,158675402,769160315,98497151,766476435,43439675,766476435,23913285632,902938079,39100000,527000,17000,510000,13600000,25500000,0,0,0,19465000,0,2012480,20993473,-18980993,372,37465780665,110279813329,22972825360,1577807,5352254480,22971247553,8195527169,136039736,67922286,ACTIVE,true,1,7176039402626345605,7576084805226121795,ROUTE,13106,13106,32,40,33,0,0,initial_topology_capture,40,79,0,535057,0,5208,2498,985,650,433,217,22,487,0,0,2,0,0,85,40,15,0,633981632512,904399268,0,0,0,54250,35,23,10,8,5,35,0,343,1,468,0,23826747,265997473,230986803,35010670,3159891851,131,131,6965,8861,619,68,7,0,6271,0,0,0,10704432575,4523,392,69,0,33590,0,323,84,7,83,9,0,46,68,0,65,0,224349767997,222882135490,211737344117,436087112114,1209482720,11095708,2572623,22982343653,639751,62259
131,133,133,false,trade_planning,65535,133,133,4773,2400,120,261,7642,0,234773,0,537630,92,13339,158368275,780178135,149691633,789003907,45143503,789003907,30945219781,1011369016,30600000,357000,17000,340000,13600000,17000000,0,0,0,15310182,0,2099199,21423207,-19324008,374,42286224490,157045893037,29905323964,2073199,6040889315,29903250765,8283289747,129370671,76618480,ACTIVE,true,1,7176039402626345605,7576084805226121795,SCAN,0,13597,0,0,34,0,0,initial_topology_capture,0,0,0,541139,0,5252,2517,985,659,433,226,22,487,0,0,2,0,0,70,0,15,0,633927106560,0,0,0,0,50000,32,26,11,8,10,32,0,275,0,415,0,25966846,279458393,232088263,47370130,3406143825,132,0,6957,8876,624,67,7,0,6259,0,0,0,12081321028,43729122,43571271,7623866,0,38159692,0,329,111,7,96,36,915,58,25,0,19,0,221294349331,222956217900,211807722168,433102071499,1574365759,0,665959,29946822036,484283,62259
132,134,134,false,trade_planning,65535,134,134,4773,2400,120,261,7625,0,231394,0,554062,89,13673,158893622,793356020,110038494,777426647,46862778,777426647,27898552129,985527091,29700000,309000,19000,290000,15200000,14500000,0,0,0,14265001,0,2106295,19456208,-17349913,401,43879512143,121916914721,26884760338,1435300,6268501826,26883325038,9327974329,137056454,69321113,ACTIVE,true,1,7176039402626345605,7576084805226121795,SCAN,4096,13597,0,1124,34,0,0,initial_topology_capture,1124,2149,0,541139,0,5252,2517,985,659,433,226,22,487,0,0,2,0,0,50,0,20,0,633910329344,0,0,0,0,55250,39,28,10,7,11,39,0,302,2,425,0,29662225,272317178,233744616,38572562,4179651479,133,0,6955,8903,638,67,7,0,6243,0,0,0,12536906613,4674,4038,2,0,38163931,0,355,102,12,91,17,0,53,51,0,0,0,219422263241,222366985542,211247953273,430670216514,1415405477,0,2841459,26883329076,534906,62259
133,135,135,false,trade_planning,65535,135,135,4768,2400,120,261,7619,0,215531,0,507221,104,12360,167616818,810153015,103276949,727401468,52506337,727401468,26281875195,727044092,31600000,452000,12000,440000,9600000,22000000,0,0,0,15880000,0,2245185,18929504,-16684319,358,38765904206,118103626290,25523974725,743622,5537986407,25523231103,9515854239,130135791,95555997,ACTIVE,true,1,7176039402626345605,7576084805226121795,SCAN,12288,13597,0,3247,34,0,0,initial_topology_capture,3247,6458,0,541139,0,5252,2517,985,659,433,226,22,487,0,0,2,0,0,44,0,6,0,633906135040,0,0,0,0,49250,32,23,13,9,8,32,0,251,2,380,0,23995636,298523168,243923670,54599498,4551732612,134,0,6962,8931,655,67,7,0,6233,0,0,0,11075672273,6398,5508,287,0,38169430,0,311,97,13,91,35,0,42,30,0,0,0,217010146554,222523889144,211397011239,428407157793,1343792234,0,244455,25523236611,557216,62259
134,136,136,false,trade_planning,65535,136,136,4753,2400,120,261,7614,0,199127,0,479256,71,11580,91261261,689500428,76746350,666236770,67842465,666236770,18244306568,542449401,37800000,441000,21000,420000,16800000,21000000,0,0,0,18427500,0,2082704,20417845,-18335141,385,35140436345,33496050803,17664736244,679077,5020062432,17664057167,5427503898,96626994,22465923,ACTIVE,true,1,7176039402626345605,7576084805226121795,ROUTE,13597,13597,0,40,34,0,0,initial_topology_capture,40,81,0,541139,0,5252,2517,985,659,433,226,22,487,0,0,2,0,0,38,0,6,0,633948078080,0,0,0,0,32250,32,13,11,6,3,32,0,305,1,412,2,12973731,162171231,133704043,28467188,1742312236,135,0,6951,8943,658,66,6,0,6221,0,0,0,10039299971,5138,4134,60,0,38173712,0,342,111,10,87,6,0,28,65,0,0,0,215327676755,229510774957,218034531442,433362208197,930089950,0,2012374,17664061301,798894,62259
135,137,137,false,trade_planning,65535,137,137,4746,2400,120,261,7609,0,217986,0,520157,78,12820,100706701,657228668,43863096,729194395,47560293,729194395,21261742979,593788201,39600000,537000,17000,520000,13600000,26000000,0,0,0,19732500,0,2038535,21699001,-19660466,377,36243647466,26803069248,20630468104,2113326,5177664015,20628354778,5287019451,96249211,22381196,ACTIVE,true,1,7176039402626345605,7576084805226121795,SCAN,0,13114,0,0,35,0,0,initial_topology_capture,0,0,0,570806,0,5496,2619,1027,725,455,270,25,498,0,0,2,0,0,73,42,7,0,633998409728,1404801564,0,0,0,46250,33,17,7,4,7,33,0,286,3,429,1,17069666,165222701,147876689,17346012,1898506019,136,136,6945,8967,660,67,6,0,6212,0,0,0,10355029838,1801,775,207,0,38174322,0,329,92,7,86,261,1396,25,53,0,59,0,213731860164,227141199098,215783441603,429515301767,1086093892,7218709,3626041,20635574262,678785,62259
136,138,138,false,trade_planning,65535,138,138,4742,2400,120,261,7605,0,223041,0,537122,90,12330,107344295,761441203,149805546,734866116,56034019,734866116,26414353731,969323623,31600000,377000,17000,360000,13600000,18000000,0,0,0,15852952,0,2151205,26432919,-24281714,380,39610427868,103526068211,25415167854,1737746,5658632661,25413430108,5992994540,94137406,57861866,ACTIVE,true,1,7176039402626345605,7576084805226121795,SCAN,4096,13114,0,1216,35,0,0,initial_topology_capture,1216,2152,0,570806,0,5496,2619,1027,725,455,270,25,498,0,0,2,0,0,69,0,4,0,634069712896,0,0,0,0,39500,33,19,10,8,7,33,0,294,4,464,1,18099133,199766784,158590738,41176046,2427720941,137,0,6957,9000,685,67,6,0,6199,0,0,0,11281373711,1011,379,7623933,0,30550787,0,321,100,12,85,5,0,27,58,0,0,0,215209502775,224039814768,212837135921,428046638696,1338012642,0,3302476,25413430487,554980,62259
