epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_owner_job_reallocations,building_owner_job_profession_changes,building_owner_job_probability_skips,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap,merchant_credit_budget,merchant_credit_committed,merchant_credit_drawn,merchant_credit_repaid,merchant_credit_premium_repaid,merchant_credit_outstanding,merchant_credit_bad_debt,recovery_candidates,recovery_approved,recovery_restarted,recovery_failed,recovery_liquidated_buildings,trade_active_keys_pruned,trade_deficit_episodes_started,trade_deficit_episodes_resolved,trade_candidates_stale_generation,trade_candidates_arbitrated_out,trade_true_source_stock_failures
677,679,679,false,trade_planning,65535,679,679,3549,2400,120,261,5804,0,192773,0,262050,114,1289,120071275,1561976918,109423381,630069685,334100239,630069685,26215858271,1150222466,422600,2872,372,2500,297600,125000,0,0,0,3247785,0,4014664,15319298,-11304634,378,29623562186,107012141168,25067195861,1982656,4231937542,25065213205,17071548819,100801419,60124710,ACTIVE,true,1,6240996509031603467,9029272644701376523,ROUTE,11488,11488,32,43,237,0,0,initial_topology_capture,43,72,0,4572367,16,37046,21769,10160,4417,3636,781,156,7362,0,0,92,0,0,119,49,10,0,566554001408,9743178312,0,0,0,57750,28,25,4,2,4,28,0,210,0,248,0,45299426,222438504,169998557,52439947,6343058603,678,678,5994,19465,1877,120,9,0,3985,0,3,0,8446851643,13381480,0,65418,0,30420346,0,315,153,17,125,247,0,52,55,0,42,0
678,680,680,false,trade_planning,65535,680,680,3544,2400,120,261,5804,0,174452,0,240464,108,1123,101987573,1012914528,141432334,566316805,180773271,566316805,25634740117,1034288411,891350,12247,372,11875,297600,593750,0,0,0,6581855,0,3593036,13679351,-10086315,405,33815858022,495428484304,24601127414,1567058,4830836954,24599560356,11651994421,75126012,61449627,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,0,11475,0,0,238,0,0,initial_topology_capture,0,0,0,4574994,16,37061,21781,10167,4417,3636,781,156,7365,0,0,92,0,0,113,7,13,0,566600138752,20596355495,0,0,0,36250,20,19,6,1,1,20,0,221,2,244,0,31269217,207924683,149748861,58175822,4548321085,679,124,6002,19492,1887,121,9,0,3982,0,3,0,9650479179,295768080,998715,292581,0,31176421,0,343,168,27,147,0,863,34,36,0,5,0
679,681,681,false,trade_planning,65535,681,681,3547,2400,120,261,5804,0,161987,0,199294,97,724,101173079,971581693,60427843,540660114,151625533,540660114,17729116007,827810393,735100,9122,372,8750,297600,437500,0,0,0,5435120,0,3452532,14787541,-11335009,364,23941256092,94778638341,16902336745,1766231,3420179534,16900570514,8153748122,95414361,28399049,ACTIVE,true,1,6240996509031603467,9029272644701376523,ROUTE,11475,11475,0,41,238,0,0,initial_topology_capture,41,72,0,4574994,16,37061,21781,10167,4417,3636,781,156,7365,0,0,92,0,0,93,0,20,0,566612721664,0,0,0,0,48250,27,25,7,4,1,27,0,205,1,246,0,54691533,178303696,147643992,30659704,2830876531,680,0,6010,19514,1897,119,9,0,3982,0,3,0,6832461514,649213,8194,6688,0,31178337,0,315,148,16,132,0,0,36,29,0,0,0
680,682,682,false,trade_planning,65535,682,682,3550,2400,120,261,5803,0,171193,0,210641,92,1342,105843000,1154616288,129851993,562306638,317051929,562306638,22161524803,1248575938,910700,14029,279,13750,223200,687500,0,0,0,6534695,0,3555913,15299148,-11743235,334,28620947801,155183150671,20913763574,1725409,4088706904,20912038165,37678238230,106705149,34522435,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,0,11479,0,0,239,0,0,initial_topology_capture,0,0,0,4595765,16,37216,21873,10221,4441,3660,781,156,7401,0,0,93,0,0,135,54,12,0,566625304576,145087549186,0,0,0,32750,18,17,4,2,4,18,0,203,1,229,0,36327082,196735512,152980699,43754813,4140616492,681,208,6004,19542,1896,118,9,0,3978,0,3,0,8169019023,7474526,3281,921,0,31180862,0,286,133,15,126,2,843,24,45,0,37,0
681,683,683,false,trade_planning,65535,683,683,3551,2400,120,261,5803,0,176485,0,211278,97,1040,109692701,1191596058,134327965,587991879,239253993,587991879,21915986113,1105037018,647800,7841,341,7500,272800,375000,0,0,0,4600000,0,4158726,14878381,-10719655,391,25040179377,87675738792,20813882408,3581113,3577168576,20810301295,9911945604,83203839,80134175,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,4096,11479,0,1006,239,0,0,initial_topology_capture,1006,2309,0,4595765,16,37216,21873,10221,4441,3660,781,156,7401,0,0,93,0,0,117,0,18,0,566637887488,0,0,0,0,35500,20,17,4,1,2,20,0,204,3,217,0,28334779,219429858,159136275,60293583,5357507124,682,0,6002,19559,1900,119,9,0,3971,0,3,0,7143931384,2154440,4656,815,0,31184936,0,336,149,11,135,0,0,35,39,0,0,0
682,684,684,false,trade_planning,65535,684,684,3546,2400,120,261,5803,0,195222,0,258423,146,1324,125869233,1511892697,70840763,642408715,377812971,642408715,25779742046,1231503084,422600,2872,372,2500,297600,125000,0,0,0,3247785,0,4270193,15710950,-11440757,377,28901076977,102800658923,24549874999,2058637,4128725379,24547816362,10937718930,113692544,35451461,ACTIVE,true,1,6240996509031603467,9029272644701376523,ROUTE,11479,11479,32,43,239,0,0,initial_topology_capture,43,72,0,4611822,16,37367,21967,10272,4458,3677,781,157,7434,0,0,93,0,0,153,51,15,0,566663053312,59593538248,0,0,0,32250,18,16,4,1,1,18,0,193,1,222,0,30123152,215574058,178167469,37406589,3858974926,683,683,5988,19583,1890,124,9,0,3962,0,3,0,8247262560,4061402,0,65418,0,31119518,0,304,143,21,147,0,0,30,62,0,43,0
683,685,685,false,trade_planning,65535,685,685,3550,2400,120,261,5802,0,174142,0,240087,152,839,92422907,1285610925,84121964,566786505,310526011,566786505,23724599456,1061251727,891350,12247,372,11875,297600,593750,0,0,0,6581855,0,3615454,14577356,-10961902,399,35437726652,65753400597,22663922903,1466524,5062532473,22662456379,8915873661,92131164,26318162,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,0,11884,0,0,240,0,0,initial_topology_capture,0,0,0,4613376,16,37382,21979,10277,4458,3677,781,157,7436,0,0,93,0,0,140,5,18,0,566663053312,1157319096,0,0,0,33250,18,16,7,3,0,18,0,193,0,206,0,30773973,185676383,133437289,52239094,2865513088,684,126,5988,19602,1893,123,9,0,3960,0,3,0,10116098656,5242942,196901,238265,132,31088000,0,340,163,17,139,241,845,39,37,0,7,0
684,686,686,false,trade_planning,65535,686,686,3547,2400,120,261,5802,0,162926,0,197720,158,793,97143004,946646991,70810305,544211816,123822743,544211816,19363848181,1021505194,735100,9122,372,8750,297600,437500,0,0,0,5189634,232716,3258783,14960680,-11701897,363,23220705893,145369587565,18343962519,2354632,3317243791,18341607887,7555956785,95514677,9579979,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,4096,11884,0,920,240,0,0,initial_topology_capture,920,2213,0,4613376,16,37382,21979,10277,4458,3677,781,157,7436,0,0,93,0,0,107,0,33,0,566658859008,0,0,0,0,40750,12,12,10,3,1,12,0,187,0,213,0,11747619,158074436,138735265,19339171,2554848451,685,0,5982,19617,1889,123,9,0,3958,0,3,0,6624026944,446463,439779,79660,0,31470111,0,318,153,12,132,1,0,35,45,0,0,0
685,687,687,false,trade_planning,65535,687,687,3543,2400,120,261,5801,0,166649,0,213953,139,1371,127356633,1083918908,226163570,543235596,231977438,543235596,25430926706,1420349559,941950,14654,279,14375,223200,718750,0,0,0,6883710,0,3649786,12888657,-9238871,339,28425221022,314042210287,24011199309,1564112,4060745944,24009635197,11940183933,104680720,66581530,ACTIVE,true,1,6240996509031603467,9029272644701376523,ROUTE,11884,11884,0,41,240,0,0,initial_topology_capture,41,72,0,4613376,16,37382,21979,10277,4458,3677,781,157,7436,0,0,93,0,0,92,0,15,0,566654664704,0,0,0,0,25500,17,14,5,2,2,17,0,177,1,206,0,20677514,225865644,177655813,48209831,4386522032,686,0,5991,19640,1895,121,9,0,3963,0,3,0,8113140728,7077025,4016,1470,0,31472858,0,294,137,13,118,32,0,29,26,0,0,0
686,688,688,false,trade_planning,65535,688,688,3537,2400,120,261,5803,0,180901,0,206198,194,858,108441318,1275257337,63389885,608121981,262992932,608121981,23201474804,1181040651,647800,7841,341,7500,272800,375000,0,0,0,4600000,0,4119962,14933013,-10813051,398,24773324813,160474206314,22023468161,3681808,3539046485,22019786353,10127753943,85844272,80965014,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,0,11476,0,0,241,0,0,initial_topology_capture,0,0,0,4633899,16,37522,22072,10325,4471,3690,781,157,7454,0,0,94,0,0,129,48,11,0,566658859008,243340296301,0,0,0,29000,23,23,4,3,3,23,0,180,1,220,0,39159788,224973224,160557893,64415331,5357429371,687,208,5971,19654,1877,122,9,0,3960,0,3,0,7063263673,3028436,0,815,0,31472043,0,340,149,19,131,0,1253,32,55,0,44,0
687,689,689,false,trade_planning,65535,689,689,3536,2400,120,261,5804,0,195022,0,257895,218,946,147395382,1352878525,146787782,644372708,284768556,644372708,24942730268,1197302197,422600,2872,372,2500,297600,125000,0,0,0,3247785,0,4152870,13937473,-9784603,376,28863644495,153714547933,23747644137,2638666,4123377885,23745005471,18129940392,119360725,72984577,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,4096,11476,0,1061,241,0,0,initial_topology_capture,1061,2295,0,4633899,16,37522,22072,10325,4471,3690,781,157,7454,0,0,94,0,0,107,0,22,0,566667247616,0,0,0,0,37000,23,21,2,1,4,23,0,205,0,235,0,30078312,254690426,203883406,50807020,7817099543,688,0,5973,19670,1879,123,9,0,3959,0,3,0,8237858904,1161116,293,65326,18576,31407025,0,327,163,12,140,28,0,34,33,0,0,0
688,690,690,false,trade_planning,65535,690,690,3532,2400,120,261,5803,0,174751,0,238936,193,735,103266945,1138809510,166558156,567560884,200878913,567560884,26185850898,1187788235,891350,12247,372,11875,297600,593750,0,0,0,6581855,0,3698797,14108677,-10409880,396,33634686193,653534154501,24999525345,2354032,4804955262,24997171313,10802393961,78210536,62617161,ACTIVE,true,1,6240996509031603467,9029272644701376523,ROUTE,11476,11476,32,42,241,0,0,initial_topology_capture,42,72,0,4651238,16,37669,22172,10376,4480,3697,783,157,7474,0,0,94,0,0,143,51,15,0,566671441920,54610063102,0,0,0,46750,18,18,4,1,1,18,0,203,2,232,1,34978634,210419146,149730720,60688426,5508956293,689,689,5961,19698,1874,129,10,0,3945,0,3,0,9600851662,1670221,199870,253900,0,31362990,0,335,159,18,146,1,0,38,60,0,49,0
689,691,691,false,trade_planning,65535,691,691,3531,2400,120,261,5803,0,161636,0,198245,112,877,120646589,1209551032,68789966,535914358,259361151,535914358,20755950955,1004101920,735100,9122,372,8750,297600,437500,0,0,0,5273365,148985,2992390,15645817,-12653427,369,23480800311,170342698514,19752955720,1841785,3354400134,19751113935,9616680369,104637212,44461882,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,0,11467,0,0,242,0,0,initial_topology_capture,0,0,0,4653434,16,37677,22180,10379,4480,3697,783,157,7476,0,0,94,0,0,122,3,24,0,566654664704,12276744453,0,0,0,73000,25,23,10,4,2,25,0,194,0,252,0,37692966,198554931,163630558,34924373,4081563183,690,0,5975,19729,1893,126,10,0,3943,0,3,0,6699007281,5991090,3779292,737104,0,34594155,0,311,150,17,139,10,846,60,36,0,5,0
690,692,692,false,trade_planning,65535,692,692,3530,2400,120,261,5805,0,161953,0,217330,161,1481,133042199,1093653456,152959672,523591596,242525286,523591596,27532997060,1502083369,941950,14654,279,14375,223200,718750,0,0,0,7205440,0,3558871,16662420,-13103549,344,33996821377,222452919618,26032831476,2859735,4856688856,26029971741,14583957915,91592279,102882462,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,0,11027,0,0,243,0,0,initial_topology_capture,0,0,0,4675935,16,37830,22284,10431,4490,3707,783,157,7507,0,0,94,0,0,160,52,14,0,566637887488,200860513904,0,0,0,34250,21,20,4,1,2,21,0,180,1,223,0,26724050,242704784,186263308,56441476,6250871692,691,691,5959,19753,1881,129,10,0,3936,0,3,0,9702478329,1724555,0,1470,0,34592685,0,293,139,12,121,0,834,25,56,0,52,0
691,693,693,false,trade_planning,65535,693,693,3524,2400,120,261,5804,0,167321,0,219275,177,680,131835982,1071841170,98261810,553552302,167335605,553552302,21148421570,1053632336,647800,7841,341,7500,272800,375000,0,0,0,4600000,0,3946367,14437390,-10491023,405,23265263133,50556655907,20097078494,2937060,3323609108,20094141434,16163570425,86751918,126699530,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,8192,11027,0,2182,243,0,0,initial_topology_capture,2182,4738,0,4675935,16,37830,22284,10431,4490,3707,783,157,7507,0,0,94,0,0,142,0,18,0,566629498880,0,0,0,0,30250,20,19,2,0,0,20,0,194,3,217,0,44506369,266425198,187349793,79075405,9051739067,692,0,5967,19773,1890,130,10,0,3934,0,3,0,6640090464,476586302,0,815,0,34591870,0,340,150,18,127,239,0,45,35,0,0,0
692,694,694,false,trade_planning,65535,694,694,3523,2400,120,261,5805,0,187981,0,264420,218,734,131529787,1122460838,60771552,611539395,169303383,611539395,24255344227,1013314043,422600,2872,372,2500,297600,125000,0,0,0,3247785,0,4137686,16240181,-12102495,382,29093266216,91147903696,23243608894,2001310,4156180983,23241607584,10880791773,108212848,43643601,ACTIVE,true,1,6240996509031603467,9029272644701376523,ROUTE,11027,11027,0,44,243,0,0,initial_topology_capture,44,72,0,4675935,16,37830,22284,10431,4490,3707,783,157,7507,0,0,94,0,0,115,0,27,0,566616915968,0,0,0,0,32000,16,14,6,4,2,16,0,192,1,221,0,19091786,217282569,187482706,29799863,3401182826,693,0,5974,19795,1895,132,10,0,3934,0,3,0,8297108379,1467198,0,317,68,34591553,0,323,158,16,140,0,0,24,33,0,0,0
693,695,695,false,trade_planning,65535,695,695,3519,2400,120,261,5806,0,179854,0,233136,200,897,114913865,1291954021,171148279,593979544,244026905,593979544,24526345471,1181755830,891350,12247,372,11875,297600,593750,0,0,0,6581855,0,3831063,15916211,-12085148,399,35198716082,395671520755,23345554572,1856281,5028388101,23343698291,13338200100,95221238,73247054,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,0,11886,0,0,244,0,0,initial_topology_capture,0,0,0,4699208,16,37976,22376,10481,4515,3732,783,157,7534,0,0,95,0,0,140,50,25,0,566616915968,117173093442,0,0,0,29000,17,15,5,4,0,17,0,198,0,204,0,31842716,250288416,165904618,84383798,6493608080,694,206,5971,19823,1890,136,10,0,3932,0,3,0,10048880890,232245017,7092560,1365216,0,40673547,0,337,167,20,145,0,393,42,57,0,41,0
694,696,696,false,trade_planning,65535,696,696,3518,2400,120,261,5806,0,165421,0,193835,155,780,135767384,1254417327,95899963,556837833,344585672,556837833,19594978933,1246916667,735100,9122,372,8750,297600,437500,0,0,0,5381360,148705,3134377,15074200,-11939823,373,22407065123,39174158363,18348702247,1375081,3201009395,18347327166,10425467794,114849417,60188684,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,4096,11886,0,1079,244,0,0,initial_topology_capture,1079,2210,0,4699208,16,37976,22376,10481,4515,3732,783,157,7534,0,0,95,0,0,118,0,22,0,566608527360,0,0,0,0,42250,15,11,9,5,3,15,0,185,0,213,1,14022050,221888352,181873391,40014961,5022863386,695,0,5992,19853,1910,136,10,0,3933,0,3,0,6391196263,219040,0,737103,3,39936444,0,317,156,12,143,0,0,47,24,0,0,0
695,697,697,false,trade_planning,65535,697,697,3519,2400,120,261,5806,0,173110,0,205232,158,1099,107696936,1175810579,214361707,572092862,235467991,572092862,26156579988,1215332834,910700,14029,279,13750,223200,687500,0,0,0,6713440,0,3402460,16601946,-13199486,344,34516741802,124675743377,24943165720,2829266,4930963192,24940336454,10331813754,101630593,20591222,ACTIVE,true,1,6240996509031603467,9029272644701376523,ROUTE,11886,11886,0,43,244,0,0,initial_topology_capture,43,72,0,4699208,16,37976,22376,10481,4515,3732,783,157,7534,0,0,95,0,0,98,0,20,0,566608527360,0,0,0,0,23250,13,11,6,3,2,13,0,189,0,208,1,22309737,181309378,157155382,24153996,3468952540,696,0,5996,19870,1916,137,10,0,3930,0,3,0,9854823473,436417,0,1470,0,39934974,0,296,144,21,126,0,0,28,24,0,0,0
696,698,698,false,trade_planning,65535,698,698,3524,2400,120,261,5809,0,163772,0,222264,177,737,97589516,1054565849,75559217,534323502,159776255,534323502,21732571582,1025356614,1647800,27841,341,27500,272800,1375000,0,0,0,5357878,0,4109220,14660401,-10551181,403,23757464676,74163989753,20709448402,3881234,3393923614,20705567168,8422015382,93018735,16258686,ACTIVE,true,1,6240996509031603467,9029272644701376523,ROUTE,11886,11886,32,43,244,0,0,initial_topology_capture,43,72,0,4718390,16,38106,22468,10525,4522,3739,783,157,7556,0,0,96,0,0,125,44,17,0,566591750144,71772581312,0,0,0,50750,22,22,2,0,0,22,0,191,1,217,0,45245854,169237099,142665458,26571641,2855092628,697,208,5976,19880,1897,138,10,0,3928,0,3,0,6772072621,2563484,44719,8835,10,39973095,0,341,150,19,130,0,0,40,51,0,47,0
697,699,699,false,trade_planning,65535,699,699,3522,2400,120,261,5811,0,192965,0,258654,207,989,130821938,1345633007,100557779,634537041,300517124,634537041,25033641213,962775359,422600,2872,372,2500,297600,125000,0,0,0,3247785,0,4409407,15972893,-11563486,390,28744606394,105066643646,24072266329,1823075,4106372443,24070443254,14454395546,108458838,47034951,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,0,11480,0,0,245,0,0,initial_topology_capture,0,0,0,4721058,16,38118,22480,10530,4522,3739,783,157,7562,0,0,96,0,0,116,5,14,0,566558195712,331163825,0,0,0,58000,28,26,7,4,1,28,0,215,0,252,0,42812115,217936155,185327614,32608541,4265849877,698,128,5980,19903,1904,139,10,0,3924,0,3,0,8203400911,7317742,224450,39942,28,40168828,0,324,164,19,140,1,1249,46,31,0,7,0
698,700,700,false,trade_planning,65535,700,700,3526,2400,120,261,5810,0,179033,0,233276,162,843,112668965,1196038147,156772883,591848042,252714969,591848042,26475466970,1507334549,891350,12247,372,11875,297600,593750,0,0,0,6581855,0,3531083,18477996,-14946913,408,33982499369,467393792459,24968388726,1147655,4854642871,24967241071,11267028457,90452730,44668220,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,4096,11480,0,1183,245,0,0,initial_topology_capture,1183,2204,0,4721058,16,38118,22480,10530,4522,3739,783,157,7562,0,0,96,0,0,98,0,18,0,566537224192,0,0,0,0,32000,15,13,4,2,1,15,0,212,2,227,2,26937285,209475150,162528614,46946536,4929537689,699,0,5985,19919,1910,140,10,0,3922,0,3,0,9658705630,4746226,0,1365216,10,38803612,0,337,167,15,150,219,0,32,29,0,0,0
699,701,701,false,trade_planning,65535,701,701,3520,2400,120,261,5809,0,159989,0,198608,153,812,120665321,1050712937,80607776,529135692,153053475,529135692,20284328538,761828035,735100,9122,372,8750,297600,437500,0,0,0,5452168,40852,3230403,13452868,-10222465,381,25291750253,31255093360,19523649847,1884444,3613107275,19521765403,10575259513,94426153,62315653,ACTIVE,true,1,6240996509031603467,9029272644701376523,ROUTE,11480,11480,0,44,245,0,0,initial_topology_capture,44,72,0,4721058,16,38118,22480,10530,4522,3739,783,157,7562,0,0,96,0,0,81,0,17,0,566470115328,0,0,0,0,49500,26,22,10,6,3,26,0,205,0,247,1,39147660,206695867,171661000,35034867,4487789002,700,0,5993,19942,1916,142,10,0,3922,0,3,0,7211481751,13673,0,737093,0,38066519,0,327,165,18,141,1,0,29,45,0,0,0
700,702,702,false,trade_planning,65535,702,702,3519,2400,120,261,5808,0,173021,0,204193,153,1281,112648550,1134705436,100361225,571851156,188535807,571851156,25047210976,1047659703,879450,13404,279,13125,223200,656250,0,0,0,6327820,0,3767448,15621403,-11853955,334,34859429634,158053992781,24000951170,2279347,4979918607,23998671823,11550178604,98708874,46937338,ACTIVE,true,1,6240996509031603467,9029272644701376523,ROUTE,11480,11480,32,44,245,0,0,initial_topology_capture,44,72,0,4739004,16,38243,22565,10572,4535,3752,783,157,7604,0,0,96,0,0,108,42,15,0,566403006464,22466397319,0,0,0,31500,21,21,4,2,4,21,0,193,1,225,0,40409461,204390130,165798151,38591979,4532473049,701,205,5998,19971,1916,143,10,0,3926,0,3,0,9951213792,2276107,0,0,0,38066519,0,290,132,17,123,1110,0,18,48,0,43,0
701,703,703,false,trade_planning,65535,703,703,3521,2400,120,261,5809,0,167672,0,217990,172,546,115664195,1291250551,90018263,551336217,290073746,551336217,22241025305,1173204291,679050,8466,341,8125,272800,406250,0,0,0,5121730,0,4048713,17099655,-13050942,398,23915034056,77133017961,21071220183,4078219,3416433529,21067141964,11571875584,111422212,29204894,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,0,11465,0,0,246,0,0,initial_topology_capture,0,0,0,4742838,16,38259,22581,10578,4535,3752,783,157,7616,0,0,96,0,0,106,6,8,0,566356869120,891080997,0,0,0,61250,23,20,3,1,0,23,0,197,3,217,0,43110380,202906028,165068948,37837080,5588813208,702,131,5998,19990,1917,144,10,0,3924,0,3,0,6824481964,818220,0,8641,0,38057878,0,339,152,19,135,0,838,39,41,0,10,0
702,704,704,false,trade_planning,65535,704,704,3524,2400,120,261,5809,0,195865,0,255361,202,595,122679524,1582262195,77504248,648236173,256338691,648236173,22196717942,831376488,422600,2872,372,2500,297600,125000,0,0,0,3247785,0,4223580,15098628,-10875048,389,29438274295,62545595237,21365755440,836586,4205467849,21364918854,12004196484,119589061,31299885,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,8192,11465,0,2216,246,0,0,initial_topology_capture,2216,4461,0,4742838,16,38259,22581,10578,4535,3752,783,157,7616,0,0,96,0,0,84,0,22,0,566298148864,0,0,0,0,19250,15,14,5,3,2,15,0,204,1,219,0,23065638,220368985,181659500,38709485,3339919229,703,0,6009,20009,1926,146,10,0,3924,0,3,0,8400399560,2278768,632289,143466,1,38578320,0,323,167,24,147,0,0,34,28,0,0,0
703,705,705,false,trade_planning,65535,705,705,3527,2400,120,261,5810,0,173885,0,237763,167,828,113278817,1182737170,126053859,566268291,246220464,566268291,30274356790,1574555307,891350,12247,372,11875,297600,593750,0,0,0,6581855,0,3781617,17846212,-14064595,410,36194296726,664870007475,28700877799,1967666,5170613908,28698910133,11838608108,96406514,41288874,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,0,11067,0,0,247,0,0,initial_topology_capture,0,0,0,4768410,16,38390,22680,10624,4550,3765,785,157,7660,0,0,96,0,0,115,46,15,0,566222651392,58821310524,0,0,0,25000,15,15,6,4,0,15,0,184,0,198,0,24647606,209792627,165513808,44278819,5263177839,704,204,5988,20024,1910,146,10,0,3919,0,3,0,10329124267,2538869,357,1365184,35426,37213511,0,347,172,21,149,0,824,28,58,0,53,0
704,706,706,false,trade_planning,65535,706,706,3528,2400,120,261,5810,0,168900,0,189246,153,604,108593273,1206821414,82801212,571986973,228964302,571986973,20762599175,1036260663,735100,9122,372,8750,297600,437500,0,0,0,5412139,79621,3282094,15971864,-12689770,377,24307868535,46711515479,19727855833,2252421,3472552747,19725603412,9118324502,99947004,19865656,ACTIVE,true,1,6240996509031603467,9029272644701376523,SCAN,8192,11067,0,2168,247,0,0,initial_topology_capture,2168,4712,0,4768410,16,38390,22680,10624,4550,3765,785,157,7660,0,0,96,0,0,102,0,13,0,566306537472,0,0,0,0,42250,15,15,9,4,2,15,0,186,0,221,0,17575095,177304638,157252652,20051986,2551520181,705,0,5992,20046,1917,146,10,0,3916,0,3,0,6933641137,43848,0,737092,17,36476419,0,322,161,18,147,3,0,46,30,0,0,0
705,707,707,false,trade_planning,65535,707,707,3530,2400,120,261,5809,0,173645,0,202392,142,1319,129913808,1038823606,158861468,574285937,133195951,574285937,27405112540,1375780400,1879450,33404,279,33125,223200,1656250,0,0,0,7111441,0,3751441,14611736,-10860295,338,34086603773,137995260556,26029352447,1899757,4869514909,26027452690,11596176125,109630635,47924082,ACTIVE,true,1,6240996509031603467,9029272644701376523,ROUTE,11067,11067,0,40,247,0,0,initial_topology_capture,40,72,0,4768410,16,38390,22680,10624,4550,3765,785,157,7660,0,0,96,0,0,86,0,16,0,566331703296,0,0,0,0,42000,19,17,4,3,1,19,0,189,0,215,0,28693552,214763447,180665799,34097648,4547684160,706,0,6025,20087,1942,102,9,0,3969,0,3,0,9727351859,170,0,0,0,36476419,0,291,140,12,120,213,0,38,15,0,0,0
706,708,708,false,trade_planning,65535,708,708,3540,2400,120,261,5810,0,177270,0,207751,151,792,110124506,1388503466,119992896,591940225,352595780,591940225,21085341396,1284448702,647800,7841,341,7500,272800,375000,0,0,0,4600000,0,3877113,18864477,-14987364,396,23762476634,63590333365,19801639620,1394726,3394639603,19800244894,12161823867,102589546,64216403,ACTIVE,true,1,6240996509031603467,9029272644701376523,ROUTE,11067,11067,32,40,247,0,0,initial_topology_capture,40,72,0,4791690,16,38510,22775,10661,4557,3772,785,158,7691,0,0,98,0,0,113,37,10,0,566348480512,29655720245,0,0,0,49250,25,23,0,0,1,25,0,185,0,231,2,43817495,222706585,158883290,63823295,6491732974,707,200,6019,20110,1941,101,9,0,3965,0,3,0,6774674365,5161837,1583639,285766,233,37853479,0,336,158,19,143,1,0,33,54,0,56,0
