timestamp,frame,fps,process_ms,physics_ms,nav_ms,wall_min_ms,wall_avg_ms,wall_p50_ms,wall_p95_ms,wall_max_ms,sus_count,sus_frame_avg_ms,non_sus_frame_avg_ms,sus_ticks_in_window,hist_0_4,hist_4_8,hist_8_12,hist_12_16,hist_16_20,hist_20_24,hist_24_28,hist_28_32,hist_32_36,hist_36_40,hist_40_plus,vsync_mode,max_fps,draw_calls,primitives,objects,rs_view_calls,rs_view_prims,vram_total_mb,vram_tex_mb,vram_buf_mb,nodes,resources,orphan_nodes,msaa,fxaa,mobile
2026-07-30 15:42:16,2572,60.0,17.594,0.226,0.003,0.228,16.520,16.646,17.546,22.581,2,16.521,16.515,2,1,0,1,9,108,1,0,0,0,0,0,1,0,684,1220165,1485,684,1220165,320.5,28.0,15.9,1927,457,1,0,false,false
2026-07-30 15:42:24,2997,43.0,34.931,0.037,0.002,0.157,22.810,23.005,26.983,29.617,119,22.997,0.157,119,1,0,0,0,11,73,33,2,0,0,0,1,0,711,1248203,1611,711,1248203,320.7,30.8,16.2,2086,457,1,0,false,false
2026-07-30 15:42:29,3179,42.0,28.126,0.052,0.003,0.229,28.647,24.713,31.492,468.661,118,29.008,7.173,118,1,0,0,1,1,43,53,16,2,1,2,1,0,691,1282559,1496,691,1282559,320.5,30.6,16.2,2089,457,1,0,false,false
2026-07-30 15:42:30,3196,42.0,28.126,0.052,0.003,0.218,24.893,24.740,31.193,36.332,119,25.099,0.218,119,1,0,0,0,1,44,54,17,2,1,0,1,0,691,1277608,1493,691,1277608,320.5,30.6,16.2,2089,457,1,0,false,false
2026-07-30 15:42:31,3263,30.0,31.956,0.038,0.002,0.284,24.830,24.898,31.186,37.122,119,25.034,0.284,119,1,0,0,0,3,45,53,13,2,3,0,1,0,715,1274580,1606,715,1274580,320.7,30.8,16.2,2092,457,1,0,false,false
2026-07-30 15:42:33,3342,40.0,30.815,0.300,0.003,0.177,25.300,25.230,31.122,37.119,119,25.509,0.177,119,1,0,0,0,4,33,63,14,3,2,0,1,0,689,1262137,1491,689,1262137,320.5,28.1,16.3,2089,457,1,0,false,false
