epoch_row_id,epoch_id,day_index,epoch_active,stage,progress_q16,sample_day,commit_day,cohort_count,market_count,good_count,building_type_count,building_group_count,pending_construction_count,filled_owner_jobs,filled_employee_jobs,unemployed_population,births,deaths,production_inputs_consumed,production_output_stock,production_output_discarded,production_output_retained,production_output_supported,owner_output_consumed,producer_revenue,producer_support_money_issued,bullion_money_issued,bullion_stock_consumed,gold_accepted,silver_accepted,gold_money_issued,silver_money_issued,cycle_flow_produced,cycle_flow_consumed,cycle_flow_discarded,building_wages_paid,building_wages_unpaid,building_resource_generated,building_resource_consumed,building_resource_net_delta,loss_suspended_building_groups,merchant_procurement_budget,merchant_procurement_opportunity,merchant_procurement_allocated,merchant_procurement_unspent_allocated,merchant_procurement_reserved,merchant_procurement_spent,owner_working_capital_reserved,production_input_reserved,production_input_reserve_shortfall,trade_runtime_mode,trade_topology_ready,trade_topology_generation,trade_topology_hash,trade_country_generation,trade_plan_phase,trade_scan_cursor,trade_scan_total,trade_route_cursor,trade_route_total,trade_completed_scans,trade_plan_reset_count,trade_topology_content_change_count,trade_last_plan_reset_reason,trade_source_signals,trade_destination_signals,trade_ready_candidates,trade_route_expansions,trade_route_cache_hits,trade_route_cache_misses,trade_candidates_generated,trade_candidates_accepted,trade_rejected_profit,trade_rejected_no_spread,trade_rejected_margin,trade_quantity_profit_clips,trade_relief_candidates,trade_rejected_capacity,trade_rejected_stock,trade_rejected_cash,trade_rejected_route,trade_rejected_order_cap,trade_orders_in_flight,trade_orders_dispatched,trade_orders_arrived,trade_unclaimed_orders,trade_capacity_available,trade_capacity_used,population_error,money_error,goods_error,construction_goods_consumed,building_investment_candidates,building_owner_mobility,building_owner_job_reallocations,building_owner_job_profession_changes,building_owner_job_probability_skips,building_investments_started,building_investment_blocked_funds,building_investment_blocked_materials,building_investment_blocked_sponsor_capital,building_investment_blocked_resources,building_investment_probability_skips,building_investment_capital_transferred,desired_business_demand,funded_business_demand,unfunded_business_demand,owner_working_capital_allocated,trade_signal_max_age_days,trade_first_dispatch_delay_max_days,trade_response_deadline_misses,trade_response_deadline_misses_cumulative,trade_unresolved_no_attempt,trade_unresolved_no_spread,trade_unresolved_margin,trade_unresolved_route,trade_unresolved_stock,trade_unresolved_capacity,trade_unresolved_cash,trade_unresolved_order_cap,merchant_credit_budget,merchant_credit_committed,merchant_credit_drawn,merchant_credit_repaid,merchant_credit_premium_repaid,merchant_credit_outstanding,merchant_credit_bad_debt,recovery_candidates,recovery_approved,recovery_restarted,recovery_failed,recovery_liquidated_buildings,trade_active_keys_pruned,trade_deficit_episodes_started,trade_deficit_episodes_resolved,trade_candidates_stale_generation,trade_candidates_arbitrated_out,trade_true_source_stock_failures,merchant_cash,merchant_inventory_retail_value,merchant_inventory_liquidation_value,merchant_economic_assets,merchant_procurement_margin_value,merchant_trade_purchase_cash,merchant_trade_sale_cash,merchant_operating_outflow,merchant_liquidity_coverage_q16,merchant_effective_buy_factor_q16
195,197,197,false,trade_planning,65535,197,197,4010,2400,120,261,7598,0,312072,0,296397,227,1122,340478430,3003236274,110645277,950177080,288920754,950177080,30248792846,1165504390,5961800000,79471000,2651000,76820000,2120800000,3841000000,0,0,0,3144290877,0,34317579,32217360,2100219,616,93838086207,31789641320,23121772224,283768,13405440971,23121488456,15968908550,252894295,226856262,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,8192,11639,0,2778,60,0,0,initial_topology_capture,2778,3810,0,1194174,8,10383,5630,2442,1553,1200,353,40,985,0,0,39,0,0,110,0,10,0,644760993792,0,0,0,0,109750,54,45,31,26,14,54,0,138,1,0,1,25737587,633594874,500272819,133322055,5787067623,196,0,4904,10923,963,154,7,0,3777,0,3,0,26827615076,364621,0,0,0,248343,0,545,168,13,138,5021,0,43,55,0,0,0,486695275418,371544391031,352966033471,839661308889,1218314111,0,1979143,23121488456,1379498,62259
196,198,198,false,trade_planning,65535,198,198,4002,2400,120,261,7595,0,293503,0,259810,210,787,266136997,3014194655,113243164,926182874,291560595,926182874,30153427582,667232940,3775899900,36172998,2623000,33549998,2098400000,1677499900,0,0,0,2255826335,0,28514257,27183665,1330592,607,93445773865,406389794550,25711039252,744510,13349396354,25710294742,10876803906,226117977,87527310,ACTIVE,true,1,3164270336146530043,2409568139129639187,ROUTE,11639,11639,32,43,60,0,0,initial_topology_capture,43,70,0,1211664,8,10518,5689,2476,1608,1253,355,41,1003,0,0,39,0,0,136,34,8,0,644689690624,9666454734,0,0,0,81500,56,42,50,43,26,56,0,130,1,0,0,20919222,463044038,394398014,68646024,2690920893,197,94,4880,10947,934,166,7,0,3770,0,3,0,26698329042,127091,0,0,0,248343,0,539,158,9,145,1201,0,52,64,0,25,0,485140847658,369752337325,351263587939,836404435597,1354636370,12931882,8272888,25723226624,1236010,62259
197,199,199,false,trade_planning,65535,199,199,4003,2400,120,261,7594,0,255825,0,212497,185,306,261864596,2205623287,103128885,796517992,241913644,796517992,33314145366,1388000835,4519397350,56442977,2262998,54179979,1810398400,2708998950,0,0,0,2305501366,0,26810480,26080969,729511,546,68400889062,57665766072,27407739880,992699,9771555666,27406747181,13057845015,195593445,198432789,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,0,11680,0,0,61,0,0,initial_topology_capture,0,0,0,1215641,8,10537,5705,2479,1608,1253,355,41,1007,0,0,39,0,0,124,3,15,0,644651941888,927073696,0,0,0,95500,49,43,33,26,24,49,0,144,1,0,1,21232343,505786598,390611305,115175293,5188488827,198,55,4881,10969,937,165,7,0,3769,0,3,0,19541379082,63584,0,777,0,247566,0,497,147,10,137,1040,947,37,46,0,13,0,488786309892,364432149817,346209426061,834995735953,1443583426,1449146,15235728,27408196327,1168741,62259
198,200,200,false,trade_planning,65535,200,200,3999,2400,120,261,7593,0,260729,0,243070,190,487,253987280,2579408045,97169014,796263656,328383485,796263656,27218169275,630474308,3851000000,46645000,2025000,44620000,1620000000,2231000000,0,0,0,1892541411,0,30397610,25201395,5196215,552,90579655467,226269851949,22737344114,649147,12939950863,22736694967,10898348100,235746750,23742129,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,8192,11680,0,2754,61,0,0,initial_topology_capture,2754,3869,0,1215641,8,10537,5705,2479,1608,1253,355,41,1007,0,0,39,0,0,96,0,28,0,644735827968,0,0,0,0,103250,52,41,32,24,25,52,0,121,0,0,2,20379286,424060919,383815656,40245263,932100045,199,0,4888,11002,947,165,7,0,3766,0,3,0,25874601002,96905596,53539923,9520241,43087,46944409,0,508,165,15,128,3500,0,30,47,0,0,0,489282814550,360695996632,342660091965,831942906515,1197967526,0,15189269,22790234890,1406990,62259
199,201,201,false,trade_planning,65535,201,201,3999,2400,120,261,7597,0,257283,0,247810,196,301,215236396,2739976279,102915944,783027963,191156732,783027963,23319706786,891561487,3662800000,53441000,1321000,52120000,1056800000,2606000000,0,0,0,1886512258,0,25370714,26287361,-916647,556,79332510563,25967385432,18765864590,519291,11333215872,18765345299,9432736577,188773584,71525512,ACTIVE,true,1,3164270336146530043,2409568139129639187,ROUTE,11680,11680,32,44,61,0,0,initial_topology_capture,44,64,0,1229277,8,10669,5778,2510,1631,1275,356,41,1024,0,0,41,0,0,112,31,15,0,644601610240,43789825197,0,0,0,140500,64,51,42,28,13,64,0,100,0,0,0,27795663,368824519,321699806,47124713,1616798249,200,104,4878,11031,934,172,7,0,3761,0,4,0,22661487713,137314,0,0,0,46944409,0,508,159,13,138,1021,0,40,59,0,40,0,490596468540,357137445449,339279479167,829875947707,988722303,24209994,15993736,18789555293,1711149,62259
200,202,202,false,trade_planning,65535,202,202,3982,2400,120,261,7592,0,331227,0,276226,220,1236,307315231,3142251186,120485543,1050135951,200560053,1050135951,29791155078,1249573404,5970397400,79537993,2657997,76879996,2126397600,3843999800,0,0,0,3151422489,0,34618323,31539465,3078858,617,94180369556,30680116963,22571494841,310567,13454338598,22571184274,14063377396,268630043,127976279,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,0,11636,0,0,62,0,0,initial_topology_capture,0,0,0,1231341,8,10689,5794,2520,1631,1275,356,41,1024,0,0,41,0,0,113,10,9,0,644391895040,5889321069,0,0,0,143250,76,67,29,24,20,76,0,145,0,0,0,40511878,545513429,459818050,85695379,3933793158,201,59,4898,11074,959,172,7,0,3756,0,4,0,26897011046,266950,0,0,0,46944409,0,543,160,19,148,3220,988,48,39,0,6,0,490926823376,355724667274,337937344211,828864167587,1189429162,5822097,8887105,22577006371,1425050,62259
201,203,203,false,trade_planning,65535,203,203,3976,2400,120,261,7589,0,303306,0,249442,208,773,268631518,2977605979,123225371,977367986,168937644,977367986,30785631550,984548622,3777199450,36183989,2624000,33559989,2099200000,1677999450,0,0,0,2274663722,0,29538667,26018403,3520264,615,92113982962,72384416208,26024321329,437851,13159140520,26023883478,13122823348,193910294,222602610,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,4096,11636,0,1364,62,0,0,initial_topology_capture,1364,1923,0,1231341,8,10689,5794,2520,1631,1275,356,41,1024,0,0,41,0,0,101,0,12,0,644224122880,0,0,0,0,116250,80,65,43,32,35,80,0,170,1,0,2,32597354,538763975,394578393,144185582,6275626378,202,0,4914,11114,985,172,7,0,3746,0,4,0,26313526541,727081,581766,101810,0,47453456,0,549,159,13,153,3021,0,50,47,0,0,0,491914137154,354468698974,336744178143,828658315297,1370965173,0,2337521,26024465244,1238760,62259
202,204,204,false,trade_planning,65535,204,204,3969,2400,120,261,7592,0,253409,0,214551,166,528,211782603,2477111248,71944229,778455932,261185131,778455932,35763774644,1488649485,4561699100,56523997,2313999,54209998,1851199200,2710499900,0,0,0,2848474253,0,27664301,26946061,718240,555,71570805964,43137793240,29714398867,972808,10224400929,29713426059,9151888350,191297162,87375600,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,0,11689,0,0,63,0,0,initial_topology_capture,0,0,0,1259820,8,10859,5896,2565,1669,1313,356,43,1048,0,0,41,0,0,125,45,21,0,644115070976,182502151468,0,0,0,135250,62,55,38,28,17,62,0,136,0,0,1,32453102,387397714,315732567,71665147,2709999042,203,99,4896,11145,969,184,7,0,3732,0,4,0,20450984837,161810,0,777,0,47452679,0,505,149,13,128,1030,944,41,64,0,57,0,489966844186,354305664577,336589295929,826556140115,1565008486,140607812,16819003,29854033871,1075582,62259
203,205,205,false,trade_planning,65535,205,205,3961,2400,120,261,7591,0,263867,0,239543,170,559,266534737,2418757041,161101915,802786985,231758984,802786985,36412110057,1162629335,3851000000,46645000,2025000,44620000,1620000000,2231000000,0,0,0,1941831350,0,29386870,24476748,4910122,547,90926821165,94017981761,31399383650,902928,12989545963,31398480722,11247069423,232503104,87416941,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,8192,11689,0,2748,63,0,0,initial_topology_capture,2748,3803,0,1259820,8,10859,5896,2565,1669,1313,356,43,1048,0,0,41,0,0,110,0,15,0,643955687424,0,0,0,0,139500,66,56,29,21,16,66,0,138,0,0,0,29641999,446874269,398581911,48292358,2493850570,204,0,4900,11169,982,182,7,0,3725,0,4,0,25935482888,248568387,3880101,8486698,0,43040100,0,483,145,22,132,3502,0,45,36,0,0,0,482989373420,360945294543,342896924087,825886297507,1653722766,0,70229142,31402360823,1007987,62259
204,206,206,false,trade_planning,65535,206,206,3962,2400,120,261,7594,0,258745,0,246154,181,375,248016334,2625410563,66513893,782925911,205323043,782925911,27469656651,1180546299,3661799900,53420998,1321000,52099998,1056800000,2604999900,0,0,0,2227327488,0,20229179,23530727,-3301548,554,80505819337,42160553650,22627804705,494253,11500831421,22627310452,11208673844,182873992,126753783,ACTIVE,true,1,3164270336146530043,2409568139129639187,ROUTE,11689,11689,0,46,63,0,0,initial_topology_capture,46,74,0,1259820,8,10859,5896,2565,1669,1313,356,43,1048,0,0,41,0,0,92,0,18,0,644098293760,0,0,0,0,130000,59,48,28,22,29,59,0,67,0,0,0,28296953,425061515,365555028,59506487,3242543399,205,0,4917,11209,1010,181,6,0,3717,0,3,0,22990824978,464652,0,0,0,43040100,0,497,142,12,142,4010,0,38,42,0,0,0,481629032006,361270439854,343205811121,824834843127,1192252188,0,9136369,22627310452,1394953,62259
205,207,207,false,trade_planning,65535,207,207,3959,2400,120,261,7597,0,307829,0,298800,212,1036,315327965,3616538093,71258429,942215348,267376770,942215348,31634921613,921447614,5961999950,79489999,2650000,76839999,2120000000,3841999950,0,0,0,3146851876,0,39304368,33895880,5408488,620,94579920570,31529232039,24751799463,325414,13511417308,24751474049,14881317926,257156689,140400302,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,0,12113,0,0,64,0,0,initial_topology_capture,0,0,0,1286957,8,11035,5987,2619,1731,1374,357,44,1068,0,0,41,0,0,130,54,16,0,644412866560,165294334906,0,0,0,110500,54,45,38,32,12,54,0,124,1,0,1,27166551,561846943,473728135,88118808,3777598725,206,101,4897,11237,984,195,7,0,3708,0,3,0,26985460122,271189,78,0,0,43040182,0,543,154,20,129,3000,997,55,71,0,36,0,479807452938,360832297855,342789577512,822597030450,1304587679,86563480,58191016,24838037607,1265988,62259
206,208,208,false,trade_planning,65535,208,208,3970,2400,120,261,7597,0,278135,0,273925,169,857,273254505,2734003789,395469965,847304715,82012051,847304715,25740141967,421674514,3778199450,36203989,2624000,33579989,2099200000,1678999450,0,0,0,2235388722,0,32498270,28218097,4280173,619,93004202432,29421759892,21541815942,1547939,13286314719,21540268003,12166224333,182568755,194758990,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,4096,12113,0,1348,64,0,0,initial_topology_capture,1348,1785,0,1286957,8,11035,5987,2619,1731,1374,357,44,1068,0,0,41,0,0,116,0,14,0,644580638720,0,0,0,0,83500,55,44,42,32,37,55,0,122,1,0,0,22043779,511111463,399682546,111428917,4137447631,207,0,4893,11265,991,193,7,0,3699,0,3,0,26557304178,9242377,0,101810,0,42938372,0,556,177,14,144,1500,0,65,54,0,0,0,479486906029,357171777010,339312093855,818798999884,1135474224,0,9990835,21540268003,1458833,62259
207,209,209,false,trade_planning,65535,209,209,3979,2400,120,261,7593,0,254595,0,213163,146,348,219655241,2438293661,90543512,784349587,239558446,784349587,38591400343,1599411317,4551098150,56416978,2306999,54109979,1845599200,2705498950,0,0,0,2837365203,0,26875330,25981373,893957,554,70015797096,94145128183,32441977362,1086486,10002256812,32440890876,11106543880,185691177,122039589,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,8192,12113,0,2702,64,0,0,initial_topology_capture,2702,3632,0,1286957,8,11035,5987,2619,1731,1374,357,44,1068,0,0,41,0,0,102,0,14,0,644664524800,0,0,0,0,96000,50,43,42,28,26,50,0,112,1,0,0,21142912,415517601,329249193,86268408,2871859988,208,0,4906,11297,1011,193,7,0,3692,0,3,0,19994087959,854183,0,777,240,42937595,0,502,149,16,132,1529,0,42,47,0,0,0,471508395573,363571882586,345392174594,816900570167,1708546535,0,31221881,32440890876,952525,62259
208,210,210,false,trade_planning,65535,210,210,3976,2400,120,261,7595,0,248401,0,254555,150,604,263854391,2383346492,64547477,735282405,193247718,735282405,27946434066,609622807,3745999700,44544994,2025000,42519994,1620000000,2125999700,0,0,0,1889991802,0,32795331,25420573,7374758,539,84793966548,39587097233,23592125810,1314251,12113423876,23590811559,13215863188,208350488,153414961,ACTIVE,true,1,3164270336146530043,2409568139129639187,ROUTE,12113,12113,32,45,64,0,0,initial_topology_capture,45,67,0,1306624,8,11187,6061,2658,1778,1419,359,45,1078,0,0,41,0,0,127,39,14,0,644752605184,28489775297,0,0,0,108500,58,47,35,25,17,58,0,112,0,0,0,24906995,480375911,393747528,86628383,4179659033,209,104,4892,11332,998,205,7,0,3679,0,3,0,24177713021,520028,12552,8489072,0,34461703,0,478,145,16,130,1520,0,35,70,0,34,0,471772695754,358258283866,340344272030,812116967784,1242787563,70154285,1747635,23660978396,1306712,62259
209,211,211,false,trade_planning,65535,211,211,3971,2400,120,261,7596,0,264187,0,240601,185,296,231811846,2990943840,79409242,826702183,313485045,826702183,26899709409,863609413,3661799900,53420998,1321000,52099998,1056800000,2604999900,0,0,0,2390658844,0,24064695,24690034,-625339,568,79250979425,27847678472,22374602067,301971,11321568562,22374300096,11399016949,220613605,72681205,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,0,11698,0,0,65,0,0,initial_topology_capture,0,0,0,1310608,8,11203,6077,2665,1778,1419,359,45,1078,0,0,41,0,0,122,7,12,0,644731633664,68653282489,0,0,0,90250,64,52,31,23,24,64,0,129,0,0,1,23723557,417706676,343944688,73761988,1239633711,210,63,4880,11352,1001,205,7,0,3664,0,3,0,22642031730,219156,0,0,0,34461703,0,509,156,13,138,21,1421,43,49,0,9,0,474293990287,351414682988,333842872117,808136862404,1179070211,18345492,37569030,22392645588,1388104,62259
210,212,212,false,trade_planning,65535,212,212,3973,2400,120,261,7600,0,312083,0,293431,196,1311,315309057,3452964016,128170984,961975722,127963260,961975722,30838344476,1011753904,5953999900,79479998,2640000,76839998,2112000000,3841999900,0,0,0,3146056743,0,36936460,33649825,3286635,622,92879162307,45736142537,23872860427,269755,13268451853,23872590672,15447381458,241910129,179152505,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,4096,11698,0,1428,65,0,0,initial_topology_capture,1428,1900,0,1310608,8,11203,6077,2665,1778,1419,359,45,1078,0,0,41,0,0,108,0,14,0,644647747584,0,0,0,0,127500,75,62,33,27,19,75,0,151,0,0,1,35735343,567255431,467638838,99616593,3873602658,211,0,4889,11387,1021,204,7,0,3654,0,3,0,26540570880,35866474,910,0,0,34462659,0,544,157,13,132,1001,0,37,47,0,0,0,472380557169,351589770474,334009204686,806389761855,1258239750,0,29372162,23872591582,1296798,62259
211,213,213,false,trade_planning,65535,213,213,3978,2400,120,261,7598,0,261404,0,290169,188,675,240255341,2305528390,62184179,781145244,144591796,781145244,22936887642,478051137,3784498550,36239986,2629999,33609987,2103999200,1680499350,0,0,0,2212108172,0,28399956,25814958,2584998,628,92731024108,22802784626,18675921993,1584038,13247289246,18674337955,10472361505,194355266,104069920,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,8192,11698,0,2846,65,0,0,initial_topology_capture,2846,3760,0,1310608,8,11203,6077,2665,1778,1419,359,45,1078,0,0,41,0,0,97,0,11,0,644681302016,0,0,0,0,112500,71,62,46,35,25,71,0,154,1,0,1,34940772,432150579,357237115,74913464,3009123011,212,0,4880,11406,1025,203,7,0,3642,0,3,0,26484755059,124015610,281,101810,0,34361145,0,546,168,24,153,1610,0,47,51,0,0,0,472608906783,349078640126,331623638484,804232545267,984045594,0,30568244,18674338236,1658580,62259
212,214,214,false,trade_planning,65535,214,214,3977,2400,120,261,7600,0,243332,0,224265,161,322,222206555,2292627186,96615121,739338664,162241088,739338664,32590323667,1041856652,4546797300,56420976,2300998,54119978,1840798400,2705998900,0,0,0,2783193584,0,26158433,26211326,-52893,551,62951474856,185785375239,27002242408,572693,8993067916,27001669715,10086984268,187982173,76893518,ACTIVE,true,1,3164270336146530043,2409568139129639187,ROUTE,11698,11698,32,48,65,0,0,initial_topology_capture,48,64,0,1330560,8,11369,6168,2707,1815,1454,361,45,1099,0,0,43,0,0,136,42,3,0,644668719104,3716904563,0,0,0,131250,57,54,39,33,24,57,0,131,0,0,0,30698997,377697107,327859053,49838054,1920691909,213,107,4870,11437,1014,212,7,0,3634,0,3,0,17983523319,159130,0,0,0,34361145,0,497,149,18,128,2110,0,45,71,0,47,0,470002454012,347313073047,329946355165,799948809177,1422323778,7729595,117103,27009399310,1140420,62259
213,215,215,false,trade_planning,65535,215,215,3983,2400,120,261,7606,0,269738,0,232891,157,484,259120833,3091815861,89121291,850947243,293533563,850947243,24589547364,567712830,3745499800,44534996,2025000,42509996,1620000000,2125499800,0,0,0,2378471006,0,30710973,25033441,5677532,532,85054500396,24115586000,20277008437,673703,12150642997,20276334734,10748313883,224763781,70625246,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,0,11637,0,0,66,0,0,initial_topology_capture,0,0,0,1332416,8,11383,6182,2717,1815,1454,361,45,1103,0,0,43,0,0,133,10,13,0,644626776064,60420993575,0,0,0,127000,60,52,35,27,27,60,0,154,0,0,0,32765936,418619998,379291924,39328074,2070709967,214,80,4873,11468,1022,211,7,0,3630,0,3,0,24273654776,49807,0,8489072,0,25872073,0,481,146,11,133,20,1005,49,46,0,4,0,470267602015,341123946921,324066704207,794334306222,1068626659,57577806,22676815,20333912540,1515667,62259
214,216,216,false,trade_planning,65535,216,216,3992,2400,120,261,7616,0,261144,0,243648,248,244,253298008,3102946353,135990426,804007384,173264293,804007384,28721186688,626245575,3661799900,53420998,1321000,52099998,1056800000,2604999900,0,0,0,2484876483,0,32613889,27558542,5055347,575,81433747500,74744107562,24433382952,241739,11633392584,24433141213,12338138594,205576118,106632277,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,4096,11637,0,1431,66,0,0,initial_topology_capture,1431,1880,0,1332416,8,11383,6182,2717,1815,1454,361,45,1103,0,0,43,0,0,108,0,25,0,644601610240,0,0,0,0,130750,55,51,37,22,21,55,0,94,0,0,1,28519601,438991494,376415114,62576380,3281507620,215,0,4861,11484,1021,211,7,0,3619,0,3,0,23264972734,384720,0,0,0,25872073,0,518,162,12,128,100,0,70,43,0,0,0,465646870520,343865629055,326671293857,792318164377,1287641631,0,143350588,24433141213,1248985,62259
215,217,217,false,trade_planning,65535,217,217,3994,2400,120,261,7622,0,287610,0,316916,283,1271,283549574,2671914916,34073551,851341821,295015627,851341821,27037777571,712005207,5954499950,79489999,2640000,76849999,2112000000,3842499950,0,0,0,3143168587,0,35209819,33717965,1491854,626,91235839184,27102536797,20371560968,288554,13033691405,20371272414,13528967759,234884294,118953239,ACTIVE,true,1,3164270336146530043,2409568139129639187,ROUTE,11637,11637,32,46,66,0,0,initial_topology_capture,46,68,0,1349680,8,11520,6248,2751,1860,1499,361,45,1109,0,0,43,0,0,119,34,23,0,644597415936,16335688285,0,0,0,130500,57,53,26,22,21,57,0,104,1,0,0,30573720,504005845,419948053,84057792,3221520747,216,110,4852,11512,1006,222,7,0,3614,0,3,0,26053316632,349975,281,475,23,25871894,0,544,143,25,143,20,0,42,63,0,32,0,466801442164,339154985722,322196197096,788997639260,1073419087,21791910,28624754,20393064605,1500132,62259
216,218,218,false,trade_planning,65535,218,218,3981,2400,120,261,7621,0,282285,0,268784,163,667,245211430,2814246380,296560970,868551832,209032173,868551832,31878402958,1135593820,3786199000,36363980,2624000,33739980,2099200000,1686999000,0,0,0,2188901490,0,31653098,25185966,6467132,620,93002615359,611501723584,26958237327,1627189,13286087995,26956610138,11512162866,190947986,129565995,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,0,11694,0,0,67,0,0,initial_topology_capture,0,0,0,1351518,8,11548,6264,2762,1860,1499,361,45,1110,0,0,43,0,0,114,11,16,0,644572250112,75665469532,0,0,0,71000,49,44,48,38,21,49,0,124,1,0,0,21883025,451655792,368088113,83567679,3182682328,217,67,4856,11548,1024,220,7,0,3602,0,3,0,26567787070,74313716,297,101861,0,25770345,0,552,170,22,147,1000,944,50,54,0,5,0,465995930399,341164991860,324105696819,790101627218,1420076209,56030761,3877974,27012641196,1130563,62259
217,219,219,false,trade_planning,65535,219,219,3978,2400,120,261,7621,0,254059,0,213369,162,331,219628816,2621904087,223872961,797722084,224058533,797722084,29565284980,1141398224,4529598600,55836972,2317000,53519972,1853600000,2675998600,0,0,0,2797983003,0,25643829,27263296,-1619467,554,60688000676,54955663218,23895190735,902579,8669714459,23894288156,11192326922,185378275,102713698,ACTIVE,true,1,3164270336146530043,2409568139129639187,ROUTE,11694,11694,32,47,67,0,0,initial_topology_capture,47,64,0,1372524,8,11702,6347,2801,1901,1540,361,47,1134,0,0,43,0,0,140,39,13,0,644534501376,279142650070,0,0,0,107000,47,38,34,25,20,47,0,135,1,0,4,18589100,400552185,327813112,72739073,2953401255,218,111,4858,11587,1025,230,7,0,3593,0,3,0,17339463819,20752456,0,0,0,25770345,0,489,140,15,129,111,0,44,54,0,44,0,469880821517,333585107457,316904829776,786785651293,1258858615,206320049,18108734,24100608205,1277731,62259
218,220,220,false,trade_planning,65535,220,220,3980,2400,120,261,7621,0,256386,0,245556,215,902,273154610,2809833453,197224226,798456806,165888337,798456806,30542886009,947674214,3743698450,44513984,2023999,42489985,1619199200,2124499250,0,0,0,2379184195,0,29043879,24225122,4818757,545,85341882455,288522428313,25852051722,538377,12191697574,25851513345,12293146713,222087108,83143876,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,0,11653,0,0,68,0,0,initial_topology_capture,0,0,0,1373746,8,11716,6355,2807,1901,1540,361,47,1134,0,0,43,0,0,129,6,17,0,644534501376,67561013573,0,0,0,93000,53,45,38,27,35,53,0,115,0,0,1,23247022,446185952,409612343,36573609,2236711734,219,68,4864,11616,1040,230,7,0,3584,0,3,0,24355972148,56609,1710,8489072,0,17283069,0,480,140,18,125,10,1002,47,38,0,2,0,467256523022,334821237629,318079149686,785335672708,1361949575,27135628,10000779,25878650683,1183296,62259
219,221,221,false,trade_planning,65535,221,221,3975,2400,120,261,7627,0,247071,0,257495,258,484,233081531,2435903334,168431613,741580908,103393427,741580908,28650873485,1058451414,3666199150,53538998,1318999,52219999,1055199200,2610999950,0,0,0,2495241444,0,25226025,26019115,-793090,586,77282795687,52941886570,23926620720,397799,11040399463,23926222921,11502187443,202123342,80198356,ACTIVE,true,1,3164270336146530043,2409568139129639187,SCAN,4096,11653,0,1362,68,0,0,initial_topology_capture,1362,1946,0,1373746,8,11716,6355,2807,1901,1540,361,47,1134,0,0,43,0,0,111,0,18,0,644551278592,0,0,0,0,96750,59,57,34,24,22,59,0,127,0,0,0,28907658,406096330,350596823,55499507,2367492071,220,0,4867,11641,1050,229,8,0,3577,0,3,0,22064367164,72722,573,0,0,17283671,0,506,145,21,143,102,0,46,37,0,0,0,469072314239,333682800960,316997638343,786069952582,1260650427,0,79228906,23926223494,1284829,62259
220,222,222,false,trade_planning,65535,222,222,3971,2400,120,261,7637,0,272579,0,330974,297,1270,247336435,2726435046,58185595,784436638,166371846,784436638,26864856757,760371328,5960000000,79600000,2640000,76960000,2112000000,3848000000,0,0,0,3146311103,0,32158573,33446003,-1287430,629,92410850107,26001748053,20144805207,319778,13201550107,20144485429,13225445776,224414168,111381791,ACTIVE,true,1,3164270336146530043,2409568139129639187,ROUTE,11653,11653,32,44,68,0,0,initial_topology_capture,44,64,0,1390397,8,11840,6419,2839,1939,1576,363,47,1149,0,0,43,0,0,132,32,11,0,644530307072,14813752969,0,0,0,154000,79,71,28,19,16,79,0,104,0,0,0,41179340,478931277,372917567,106013710,3241399427,221,112,4860,11665,1034,239,8,0,3576,0,3,0,26302976055,14685005,456,0,0,17284150,0,562,160,18,130,1000,0,44,53,0,32,0,471017032617,339601493391,322620378092,793637410709,1061612845,42996878,32279819,20187482763,1529094,62259
