row_idx,tick_idx,timestamp_ms,was_skipped_day,fps,fast_ms,t_sus_ms,t_render_ms,t_ui_ms,climate_max_temp_delta,climate_p95_temp_delta,climate_p99_temp_delta,climate_preclamp_max_temp_delta,climate_preclamp_p99_temp_delta,climate_temp_delta_gt_005_count,climate_temp_delta_gt_010_count,climate_temp_delta_gt_020_count,climate_temp_delta_clamped_count,climate_max_transport_anomaly,climate_transport_abs_p95,climate_transport_nonzero_ratio,climate_sea_ice_delta_max,climate_precip_p95,climate_slp_delta_p95,climate_wind_delta_p95,climate_ocean_delta_p95,climate_slp_abs_p95,climate_wind_mag_p95,climate_ocean_mag_p95,climate_upwelling_abs_p95,climate_current_pass,climate_partial,climate_progress_ratio,climate_processed_cells,climate_cursor_start,climate_cursor_end,climate_round_id,climate_node_index,climate_next_node_index,climate_pass_status,climate_pass_stage,climate_pass_substage,climate_pass_path,climate_budget_interrupted,climate_pass_token,weather_dirty_count,water_budget_error,active_weather_ratio,weather_diag_present,weather_field_commit_path,weather_field_commit_publish_verified,weather_field_commit_publish_repaired,weather_field_commit_init_count,weather_field_commit_publish_reason,weather_refresh_convergence,weather_field_solve_tick,weather_commit_tick_delta,weather_last_commit_tick,weather_cold_front_count,weather_warm_front_count,weather_convergence_refresh_stride,weather_native_convergence_boost,weather_convergence_dirty_count,weather_convergence_delta_p95,weather_convergence_published,weather_target_mismatch_count,weather_transitioning_count,weather_transition_alpha_mean,weather_transition_alpha_p95,climate_thermal_finalizer_applied,climate_moisture_committed,climate_moisture_commit_path,climate_moisture_commit_slot_size,climate_moisture_commit_flush_ms,stage_b_tick_idx,stage_b_call_index,stage_b_run_veg_dyn,stage_b_veg_dyn_ms,stage_b_combined_done,stage_b_ext_ok,stage_b_total_runs,stage_b_total_fallbacks,weather_job_path,phys_phase_locked,phys_diag_tick_idx,phys_sim_day,phys_stage,phys_stage_name,phys_next_stage,phys_next_stage_name,phys_path,phys_done,phys_round_active,phys_physical_round_id,phys_visual_round_active,phys_visual_round_id,phys_visual_pending_commit,phys_visual_lag_ticks,phys_visual_pixel_progress,phys_visual_next_pixel_idx,phys_visual_total_pixels,phys_pending_commit,phys_need_pixel,phys_run_ocean,phys_phase_int_seen,phys_ticks_per_slice,phys_wind_period_ticks,phys_ocean_period_ticks,phys_slice_count,phys_next_pixel_idx,phys_total_pixels,phys_pixel_quota,phys_progress_ratio,phys_processed_pixels,phys_cursor_start,phys_cursor_end,phys_raster_requested_start,phys_raster_requested_end,phys_raster_returned_start,phys_raster_returned_end,phys_raster_pixels,phys_raster_wall_ms,phys_raster_native_ms,phys_raster_used_cpp,phys_raster_atlas_updated,phys_raster_fallback_reason,phys_raster_progress_guard_fired,phys_slp_path,phys_slp_native_ms,phys_slp_rc_ms,phys_slp_out_size,phys_slp_published_to_slot,phys_slp_commit_ok,phys_slp_thermal_p95,phys_slp_delta_p95,phys_wind_cpp_done,phys_wind_rc_ms,phys_wind_wx_size,phys_wind_wy_size,phys_wind_speed_out_size,phys_wind_map_speed_size,phys_wind_commit_ok,phys_wind_delta_p95,phys_wind_dir_delta_p95,phys_wind_dir_flip_count,phys_daily_wind_due,phys_daily_wind_tick_idx,phys_daily_wind_season_phase,phys_daily_wind_ran,phys_daily_wind_path,phys_daily_wind_elapsed_ms,phys_daily_wind_refresh_ms,phys_daily_wind_slp_ms,phys_daily_wind_wind_ms,phys_daily_wind_fallback_reason,phys_daily_wind_slp_commit_ok,phys_daily_wind_wind_commit_ok,phys_daily_wind_wind_cpp_done,phys_daily_wind_slp_published_to_slot,phys_daily_wind_slp_delta_p95,phys_daily_wind_delta_p95,phys_daily_wind_dir_delta_p95,phys_daily_wind_dir_flip_count,phys_psi_path,phys_psi_native_ms,phys_psi_iters_run,phys_psi_residual_final,phys_psi_early_exit,phys_psi_mode,phys_ocean_delta_p95,phys_thermal_current_p95,phys_ocean_current_preclamp_p95,phys_ocean_current_preclamp_max,phys_ocean_current_clamp_count,phys_ocean_current_clamp_ratio,phys_ocean_current_max_magnitude,cell_index,q,r,s,temp_arr,temp_arr_prev,moisture_arr,moisture_arr_prev,snow_cover_arr,snow_cover_arr_prev,temp_baseline_arr,temp_30d_arr,temp_365d_arr,temp_anomaly_arr,sea_ice_frac_arr,sea_ice_frac_arr_prev,weather_intensity_arr,weather_cloud_arr,weather_cloud_water_arr,weather_precip_arr,weather_transition_alpha_arr,weather_classification_temp_arr,weather_classification_moisture_arr,weather_vapor_arr,weather_convergence_arr,weather_instability_arr,weather_field_init_arr,air_mass_temp_anomaly_arr,ocean_thermal_anomaly_arr,local_thermal_anomaly_arr,has_river_arr,river_flow_arr,river_downstream_arr,hydro_parent_arr,river_discharge_arr,river_discharge_30d_arr,river_storage_arr,groundwater_storage_arr,surface_runoff_arr,ema_initialized_arr,temp_season_offset_arr,insolation_now_arr,insolation_dev_arr,day_length_arr,heat_input_arr,thermal_energy_arr,snowpack_arr,water_balance_30d_arr,vegetation_vitality_arr,vitality_low_streak_arr,vitality_high_streak_arr,soil_moisture_arr,vegetation_growth_pressure_arr,temperature_transport_anomaly_arr,vegetation_heat_stress_arr,vegetation_drought_stress_arr,vegetation_cold_stress_arr,vegetation_regen_score_arr,elevation_arr,base_moisture_arr,ocean_current_x_arr,ocean_current_y_arr,wind_x_arr,wind_y_arr,slp_arr,wind_speed_arr,upwelling_strength_arr,wind_stress_curl_arr,ocean_psi_arr,cell_pos_x_arr,cell_pos_y_arr,cell_lat_norm_arr,temp_baseline_year_arr,terrain_arr,landform_arr,vegetation_arr,has_volcano_arr,is_lake_seed_arr,base_terrain_arr,base_landform_arr,base_vegetation_arr,cover_arr,weather_type_arr,weather_prev_type_arr,weather_target_type_arr,is_water_arr,climate_dirty_mask,weather_dirty_mask
0,1828,126139,false,32,7.821,6.379,0.594,0.656,0.091608,0,0,0.091608,0,1166,658,339,0,0.219999,0.123336,0.289167,0,0.05826,0,0,0,0.154198,1.527042,0.150787,0.450345,done,false,1,0,20,21,183,21,-1,done,done,round_complete,gdext_native_daily_slice,false,0,2400,0.024878,1,true,gdext_commit,true,false,2400,ok_native_combined_commit,false,-1,0,-1,5,6,0,false,2366,0,true,0,0,0,0,true,true,slot_snapshot_to_round_map,2400,0.007,1827,-1,false,0,false,false,0,0,,3.764475,1830,1830,1,daily_wind_prepass,-1,,gdext_daily_wind_slp,true,true,26,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.4197,0.4197,2400,true,true,0.207446,0.071942,true,0.4132,2400,2400,2400,2400,true,0.55601,0.551275,0,true,1830,0.054645,true,gdext_daily_wind_slp,0.86,0.028,0.4197,-1,,true,false,false,true,0.071942,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0.034805,0.025968,0,0,0,1,0.062229,0.496059,0.024907,1,-0.007763,0,-0.01,0,0,-1,-1,0.000003,0.000928,0.000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.024681,0,0,0,0,0,0,0.058105,1,0,0,0.136838,-0.990593,0.100065,1.023954,0,0,0,0,0,0,0,20,1,0,0,0,1,1,0,0,0,0,0,1,1,1
1,1828,126139,false,32,7.821,6.379,0.594,0.656,0.091608,0,0,0.091608,0,1166,658,339,0,0.219999,0.123336,0.289167,0,0.05826,0,0,0,0.154198,1.527042,0.150787,0.450345,done,false,1,0,20,21,183,21,-1,done,done,round_complete,gdext_native_daily_slice,false,0,2400,0.024878,1,true,gdext_commit,true,false,2400,ok_native_combined_commit,false,-1,0,-1,5,6,0,false,2366,0,true,0,0,0,0,true,true,slot_snapshot_to_round_map,2400,0.007,1827,-1,false,0,false,false,0,0,,3.764475,1830,1830,1,daily_wind_prepass,-1,,gdext_daily_wind_slp,true,true,26,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.4197,0.4197,2400,true,true,0.207446,0.071942,true,0.4132,2400,2400,2400,2400,true,0.55601,0.551275,0,true,1830,0.054645,true,gdext_daily_wind_slp,0.86,0.028,0.4197,-1,,true,false,false,true,0.071942,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,1,1,0,-1,0,0,1,1,0,0,0,0,0,0,1,1,0,0.073758,0.029182,0,0,0,1,0.083389,0.311801,0,1,-0.005894,0,-0.01,0,0,-1,-1,2.075361,0.27685,0.33071,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.016758,0,0,0,0,0,0,0.046385,1,0,0,-0.454685,-0.890652,0.081285,0.766407,0,0,0,1.732051,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,1,1,1
2,1828,126139,false,32,7.821,6.379,0.594,0.656,0.091608,0,0,0.091608,0,1166,658,339,0,0.219999,0.123336,0.289167,0,0.05826,0,0,0,0.154198,1.527042,0.150787,0.450345,done,false,1,0,20,21,183,21,-1,done,done,round_complete,gdext_native_daily_slice,false,0,2400,0.024878,1,true,gdext_commit,true,false,2400,ok_native_combined_commit,false,-1,0,-1,5,6,0,false,2366,0,true,0,0,0,0,true,true,slot_snapshot_to_round_map,2400,0.007,1827,-1,false,0,false,false,0,0,,3.764475,1830,1830,1,daily_wind_prepass,-1,,gdext_daily_wind_slp,true,true,26,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.4197,0.4197,2400,true,true,0.207446,0.071942,true,0.4132,2400,2400,2400,2400,true,0.55601,0.551275,0,true,1830,0.054645,true,gdext_daily_wind_slp,0.86,0.028,0.4197,-1,,true,false,false,true,0.071942,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,2,2,0,-2,0,0,1,1,0,0,0,0,0,0,1,1,0,0.028566,0.016306,0,0,0,1,0.070853,0.244747,0,1,-0.005797,0,-0.01,0,0,-1,-1,0.00044,0.004032,0.00007,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.00002,0,0,0,0,0,0,0.046385,1,0,0,-0.771221,0.636567,0.089756,0.683537,0,0,0,3.464102,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,1,1,1
3,1828,126139,false,32,7.821,6.379,0.594,0.656,0.091608,0,0,0.091608,0,1166,658,339,0,0.219999,0.123336,0.289167,0,0.05826,0,0,0,0.154198,1.527042,0.150787,0.450345,done,false,1,0,20,21,183,21,-1,done,done,round_complete,gdext_native_daily_slice,false,0,2400,0.024878,1,true,gdext_commit,true,false,2400,ok_native_combined_commit,false,-1,0,-1,5,6,0,false,2366,0,true,0,0,0,0,true,true,slot_snapshot_to_round_map,2400,0.007,1827,-1,false,0,false,false,0,0,,3.764475,1830,1830,1,daily_wind_prepass,-1,,gdext_daily_wind_slp,true,true,26,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.4197,0.4197,2400,true,true,0.207446,0.071942,true,0.4132,2400,2400,2400,2400,true,0.55601,0.551275,0,true,1830,0.054645,true,gdext_daily_wind_slp,0.86,0.028,0.4197,-1,,true,false,false,true,0.071942,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,3,3,0,-3,0,0,1,1,0,0,0,0,0,0,1,1,0,0.026221,0.014412,0,0,0,1,0.074047,0.110505,0,1,0,0,-0.01,0,0,-1,-1,0.103073,0.030812,0.016425,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.000021,0,0,0,0,0,0,0.058105,1,0,0,-0.858309,0.513133,0.097659,0.684776,0,0,0,5.196152,0,0,0,20,1,0,0,0,1,1,0,0,0,0,0,1,1,1
4,1828,126139,false,32,7.821,6.379,0.594,0.656,0.091608,0,0,0.091608,0,1166,658,339,0,0.219999,0.123336,0.289167,0,0.05826,0,0,0,0.154198,1.527042,0.150787,0.450345,done,false,1,0,20,21,183,21,-1,done,done,round_complete,gdext_native_daily_slice,false,0,2400,0.024878,1,true,gdext_commit,true,false,2400,ok_native_combined_commit,false,-1,0,-1,5,6,0,false,2366,0,true,0,0,0,0,true,true,slot_snapshot_to_round_map,2400,0.007,1827,-1,false,0,false,false,0,0,,3.764475,1830,1830,1,daily_wind_prepass,-1,,gdext_daily_wind_slp,true,true,26,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.4197,0.4197,2400,true,true,0.207446,0.071942,true,0.4132,2400,2400,2400,2400,true,0.55601,0.551275,0,true,1830,0.054645,true,gdext_daily_wind_slp,0.86,0.028,0.4197,-1,,true,false,false,true,0.071942,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,4,4,0,-4,0,0,1,1,0,0,0,0,0,0,1,1,0,0.023303,0.014711,0,0,0,1,0.073846,0.10823,0,1,-0.010526,0,-0.01,0,0,-1,-1,0.000227,0.000113,0.000036,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.000006,0,0,0,0,0,0,0.066676,1,0,0,-0.811897,0.5838,0.104419,0.653312,0,0,0,6.928203,0,0,0,20,1,0,0,0,1,1,0,0,0,0,0,1,1,1
5,1828,126139,false,32,7.821,6.379,0.594,0.656,0.091608,0,0,0.091608,0,1166,658,339,0,0.219999,0.123336,0.289167,0,0.05826,0,0,0,0.154198,1.527042,0.150787,0.450345,done,false,1,0,20,21,183,21,-1,done,done,round_complete,gdext_native_daily_slice,false,0,2400,0.024878,1,true,gdext_commit,true,false,2400,ok_native_combined_commit,false,-1,0,-1,5,6,0,false,2366,0,true,0,0,0,0,true,true,slot_snapshot_to_round_map,2400,0.007,1827,-1,false,0,false,false,0,0,,3.764475,1830,1830,1,daily_wind_prepass,-1,,gdext_daily_wind_slp,true,true,26,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.4197,0.4197,2400,true,true,0.207446,0.071942,true,0.4132,2400,2400,2400,2400,true,0.55601,0.551275,0,true,1830,0.054645,true,gdext_daily_wind_slp,0.86,0.028,0.4197,-1,,true,false,false,true,0.071942,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,5,5,0,-5,0,0,0.997617,0.997617,0,0,0,0,0,0,1,1,0,0.042785,0.01691,0,0,0,0.997617,0.072768,0.220492,0,1,-0.009698,0,-0.01,0,0,-1,-1,0.019214,0.008032,0.003062,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.000007,0,0,0,0,0,0,0.066676,0.997617,0,0,0.988918,-0.148462,0.11042,0.786184,0,0,0,8.660254,0,0,0,20,1,0,0,0,1,1,0,0,0,0,0,1,1,1
6,1828,126139,false,32,7.821,6.379,0.594,0.656,0.091608,0,0,0.091608,0,1166,658,339,0,0.219999,0.123336,0.289167,0,0.05826,0,0,0,0.154198,1.527042,0.150787,0.450345,done,false,1,0,20,21,183,21,-1,done,done,round_complete,gdext_native_daily_slice,false,0,2400,0.024878,1,true,gdext_commit,true,false,2400,ok_native_combined_commit,false,-1,0,-1,5,6,0,false,2366,0,true,0,0,0,0,true,true,slot_snapshot_to_round_map,2400,0.007,1827,-1,false,0,false,false,0,0,,3.764475,1830,1830,1,daily_wind_prepass,-1,,gdext_daily_wind_slp,true,true,26,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.4197,0.4197,2400,true,true,0.207446,0.071942,true,0.4132,2400,2400,2400,2400,true,0.55601,0.551275,0,true,1830,0.054645,true,gdext_daily_wind_slp,0.86,0.028,0.4197,-1,,true,false,false,true,0.071942,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,6,6,0,-6,0,0,0.93236,0.93236,0,0,0,0,0,0,1,1,0,0.032462,0.024284,0,0,0,0.93236,0.071697,0.389412,0,1,-0.004191,0,-0.01,0,0,-1,-1,0.000875,0.000341,0.000139,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.93236,0,0,0.787089,-0.61684,0.102604,0.830652,0,0,0,10.392304,0,0,0,20,1,0,0,0,1,1,0,0,0,0,0,1,1,1
7,1828,126139,false,32,7.821,6.379,0.594,0.656,0.091608,0,0,0.091608,0,1166,658,339,0,0.219999,0.123336,0.289167,0,0.05826,0,0,0,0.154198,1.527042,0.150787,0.450345,done,false,1,0,20,21,183,21,-1,done,done,round_complete,gdext_native_daily_slice,false,0,2400,0.024878,1,true,gdext_commit,true,false,2400,ok_native_combined_commit,false,-1,0,-1,5,6,0,false,2366,0,true,0,0,0,0,true,true,slot_snapshot_to_round_map,2400,0.007,1827,-1,false,0,false,false,0,0,,3.764475,1830,1830,1,daily_wind_prepass,-1,,gdext_daily_wind_slp,true,true,26,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.4197,0.4197,2400,true,true,0.207446,0.071942,true,0.4132,2400,2400,2400,2400,true,0.55601,0.551275,0,true,1830,0.054645,true,gdext_daily_wind_slp,0.86,0.028,0.4197,-1,,true,false,false,true,0.071942,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,7,7,0,-7,0,0,0.90215,0.90215,0,0,0,0,0,0,1,1,0,0.026631,0.019314,0,0,0,0.90215,0.068213,0.403062,0,1,-0.003916,0,-0.01,0,0,-1,-1,0.003665,0.001552,0.000584,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.90215,0,0,0.999877,0.015667,0.094121,0.734035,0,0,0,12.124355,0,0,0,20,1,0,0,0,1,1,0,0,0,0,0,1,1,1
8,1828,126139,false,32,7.821,6.379,0.594,0.656,0.091608,0,0,0.091608,0,1166,658,339,0,0.219999,0.123336,0.289167,0,0.05826,0,0,0,0.154198,1.527042,0.150787,0.450345,done,false,1,0,20,21,183,21,-1,done,done,round_complete,gdext_native_daily_slice,false,0,2400,0.024878,1,true,gdext_commit,true,false,2400,ok_native_combined_commit,false,-1,0,-1,5,6,0,false,2366,0,true,0,0,0,0,true,true,slot_snapshot_to_round_map,2400,0.007,1827,-1,false,0,false,false,0,0,,3.764475,1830,1830,1,daily_wind_prepass,-1,,gdext_daily_wind_slp,true,true,26,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.4197,0.4197,2400,true,true,0.207446,0.071942,true,0.4132,2400,2400,2400,2400,true,0.55601,0.551275,0,true,1830,0.054645,true,gdext_daily_wind_slp,0.86,0.028,0.4197,-1,,true,false,false,true,0.071942,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,8,8,0,-8,0,0,0.967407,0.967407,0,0,0,0,0,0,1,1,0,0.035805,0.014783,0,0,0,0.967407,0.068604,0.277952,0,1,-0.001807,0,-0.01,0,0,-1,-1,0.000774,0.000305,0.000123,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.005208,0,0,0,0,0,0,0.07,0.967407,0,0,-0.468411,0.883511,0.097835,0.846443,0,0,0,13.856406,0,0,0,20,1,0,0,0,1,1,0,0,0,0,0,1,1,1
9,1828,126139,false,32,7.821,6.379,0.594,0.656,0.091608,0,0,0.091608,0,1166,658,339,0,0.219999,0.123336,0.289167,0,0.05826,0,0,0,0.154198,1.527042,0.150787,0.450345,done,false,1,0,20,21,183,21,-1,done,done,round_complete,gdext_native_daily_slice,false,0,2400,0.024878,1,true,gdext_commit,true,false,2400,ok_native_combined_commit,false,-1,0,-1,5,6,0,false,2366,0,true,0,0,0,0,true,true,slot_snapshot_to_round_map,2400,0.007,1827,-1,false,0,false,false,0,0,,3.764475,1830,1830,1,daily_wind_prepass,-1,,gdext_daily_wind_slp,true,true,26,false,0,false,0,1,0,620544,false,false,false,0,4,6,60,16,0,620544,0,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,false,false,,false,gdext,0.4197,0.4197,2400,true,true,0.207446,0.071942,true,0.4132,2400,2400,2400,2400,true,0.55601,0.551275,0,true,1830,0.054645,true,gdext_daily_wind_slp,0.86,0.028,0.4197,-1,,true,false,false,true,0.071942,0,0,0,gdscript,-1,0,0,false,off,0,0,0,0,0,0,0,9,9,0,-9,0,0,1,1,0,0,0,0,0,0,1,1,0,0.038412,0.010582,0,0,0,1,0.075951,0.064835,0,1,0,0,-0.01,0,0,-1,-1,0,0.000003,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.007551,0,0,0,0,0,0,0.07,1,0,0,-0.302115,0.953271,0.113727,0.999482,0,0,0,15.588457,0,0,0,20,1,0,0,0,1,1,0,0,0,0,0,1,1,1
