label,build,seed,map_width,map_height,foreign_count,speed,authority_mode,worker_mode,requested_days,effective_days,generation_ms,run_ms,harness_writeback_window_ms,harness_writeback_consume_ms,harness_idle_wait_ms,harness_adjusted_run_ms,harness_lower_bound_run_ms,raw_days_per_second,adjusted_days_per_second,lower_bound_days_per_second,harness_writeback_poll_count,barrier_pulses,worker_fault_count,main_wait_on_sim_us,completed_days_start,completed_days_end,completed_days_delta,pulse_count_start,pulse_count_end,pulse_count_delta,abi_calls_start,abi_calls_end,abi_calls_delta,gdscript_callbacks_start,gdscript_callbacks_end,gdscript_callbacks_delta,work_done_start,work_done_end,work_done_delta,budget_yields_start,budget_yields_end,budget_yields_delta,day_stage_count_start,day_stage_count_end,day_stage_count_delta,day_completed_stage_count_start,day_completed_stage_count_end,day_completed_stage_count_delta,day_work_units_start,day_work_units_end,day_work_units_delta,last_elapsed_us_start,last_elapsed_us_end,last_elapsed_us_delta,post_pulse_flush_ms_start,post_pulse_flush_ms_end,post_pulse_flush_ms_delta,flush_slot_count_start,flush_slot_count_end,flush_slot_count_delta,climate_pod_plan_ms_start,climate_pod_plan_ms_end,climate_pod_plan_ms_delta,climate_pod_replay_ms_start,climate_pod_replay_ms_end,climate_pod_replay_ms_delta,climate_pod_work_units_start,climate_pod_work_units_end,climate_pod_work_units_delta,domain_authority_plan_ms_start,domain_authority_plan_ms_end,domain_authority_plan_ms_delta,domain_authority_replay_ms_start,domain_authority_replay_ms_end,domain_authority_replay_ms_delta,domain_authority_ack_count_start,domain_authority_ack_count_end,domain_authority_ack_count_delta
employment_owner_to_employee_after_cold_start,Debug,20260718,60,40,3,50.0,ACTIVE,ACTIVE,300,299,15334.124,20296.059,12859.43,1426.032,0.0,20296.059,7436.629,14.7319240646669,16.4272446126604,40.2063892121013,2392,0,0,0,0,300,300.0,0,150,150.0,0,150,150.0,0,0,0.0,0,0,0.0,0,0,0.0,0,12,12.0,0,12,12.0,0,55224,55224.0,0,365,365.0,0.0,0.0,0.0,0,1,1.0,0.0,4.1909,4.1909,0.0,0.003,0.003,0,55200,55200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
